taxonomy_id	name	rank	USA.74b_ERR1713399_db6.diamond	USA.74a_ERR1713398_db6.diamond	USA.74d_ERR1713401_db6.diamond	USA.74c_ERR1713400_db6.diamond	USA.74_ERR1713397_db6.diamond
2488860	Aurantiacibacter spongiae	species	3	1	1	0	15
2044597	Roseovarius nitratireducens	species	1	2	4	8	9
3054939	Aciduricibacillus chroicocephali	species	1	0	0	1	12
1387842	Rhodococcus sp. D-6	species	1	0	0	0	0
2847313	Tractidigestivibacter	genus	1	1	12	7	25
2601129	Acinetobacter sp. YH12145	species	2	16	7	4	4
2563668	Treponema sp. OMZ 799	species	1	0	0	1	5
3029761	Enterobacter pasteurii	species	1	0	0	1	0
3436237	Caballeronia sp. DA-9	species	1	5	0	0	5
2842346	Pseudomonas siliginis	species	2	6	2	2	1
2024220	Prevotella sp. P3-120	species	1	0	0	0	3
1468410	Delftia sp. RIT313	species	2	3	9	1	5
2670375	Notoacmeibacter ruber	species	1	0	0	0	4
382504	Nocardia jinanensis	species	1	1	1	0	3
2601199	Acinetobacter sp. YH1901134	species	1	9	1	1	3
1932366	Lysinibacillus sp. FJAT-14222	species	1	0	0	0	0
324058	Mycobacterium alsense	species	1	2	1	3	2
2975983	Micromonospora sp. NBC_01655	species	1	0	1	0	2
1683679	Paenibacillus sp. EKM211P	species	1	0	0	0	0
229007	Halomonas ventosae	species	2	0	3	2	7
2685009	unclassified Caldivirga	no rank	1	0	0	1	0
1719132	Mycobacterium vicinigordonae	species	2	0	0	0	12
1736218	Pedobacter sp. Leaf41	species	1	3	2	2	5
257984	Glutamicibacter mysorens	species	1	2	0	0	1
416273	Natronomonas moolapensis	species	1	0	0	0	1
2058095	Meiothermus sp. QL-1	species	5	2	2	1	6
2601673	Streptomyces sp. ISID311	species	2	0	6	3	104
3120824	Alteromonas sp. 14N.309.X.WAT.G.H12	species	2	0	0	1	2
1035271	Rhizobium nepotum	species	1	2	8	5	3
2364647	Pantoea piersonii	species	2	0	4	3	4
3132212	Neobacillus sp. 3P2-tot-E-2	species	3	0	1	2	0
3347069	Streptomyces sp. NPDC060194	species	2	0	0	0	2
2601098	Acinetobacter sp. YH12111	species	2	3	2	1	2
3159893	Salmonella sp. SAL4438	species	1	0	0	0	6
483968	Pseudomonas sp. H9	species	1	1	1	1	1
2774461	Pseudomonas gozinkensis	species	1	0	0	0	1
62319	Halococcus saccharolyticus	species	3	0	0	1	1
2781897	Lichenicoccus	genus	3	0	0	0	6
1706839	Paracoccus gahaiensis	species	2	0	1	1	7
2634405	unclassified Cellulophaga	no rank	2	1	0	1	4
2675752	Paracoccus shanxieyensis	species	1	17	35	11	28
1313067	Williamsia sp. D3	species	1	1	1	1	1
2836650	Methylobacterium sp. J-070	species	3	0	2	3	8
3154516	Nocardioides sp. NPDC127503	species	2	2	1	0	0
1736690	Sphingomonas qilianensis	species	1	1	1	0	6
3379826	Neobacillus sp. LXY-4	species	3	0	1	2	7
2803841	Roseibium litorale	species	5	2	1	0	3
1380432	Halorhabdus sp. CBA1104	species	1	0	0	0	0
2918753	Aquamicrobium sp. NLF2-7	species	2	3	6	4	7
1561924	Kangiella profundi	species	1	0	0	2	0
3368574	Sulfitobacter sp. M21595	species	1	0	0	0	2
2811414	Clostridium sp. CCUG 7971	species	3	1	1	4	10
3252638	Catenibacterium sp. GCM10023432	species	1	2	2	1	1
1680159	Bradyrhizobium sp. NAS80.1	species	2	5	2	1	36
2601077	Acinetobacter sp. YH12085	species	1	5	4	3	3
1898396	Aestuarierythrobacter aquiaggeris	species	4	0	1	2	7
3363938	Amycolatopsis sp. NPDC088138	species	1	0	1	0	1
573152	uncultured Shimia sp.	species	3	1	2	0	3
3345948	Kitasatospora sp. NPDC056800	species	1	0	0	0	0
2665665	Scopulibacillus cellulosilyticus	species	2	1	1	4	6
1446476	Ruegeria meonggei	species	1	2	0	0	3
537273	Alistipes sp. DJF_B185	species	3	1	4	5	0
143223	Salegentibacter salegens	species	2	0	2	0	4
2867015	Leisingera sp. M658	species	1	1	1	0	0
2033654	Curtobacterium sp. 'Ferrero'	species	1	1	0	0	0
1550906	Leeuwenhoekiella polynyae	species	3	1	0	1	6
3403460	Streptomyces sp. BI20	species	2	0	1	1	5
2742668	Citrobacter sp. RHBSTW-00887	species	3	5	12	1	2
2706489	Salipiger sp. PrR002	species	1	0	0	0	2
3240033	Spirillospora sp. CA-128828	species	1	0	0	1	3
2782654	Bradyrhizobium sp. 186	species	3	0	4	1	7
2720223	Vibrio sp. S12_S33	species	1	0	0	15	0
477695	Thermogladius	genus	1	1	0	0	8
2592333	Sellimonas caecigallum	species	2	3	7	1	3
2632864	unclassified Limnothrix	no rank	2	1	3	1	12
3062664	Staphylococcus pasteuri_A	species	3	5	3	0	6
2675110	Serratia microhaemolytica	species	3	5	20	7	3
359372	uncultured Salinisphaera sp.	species	3	4	0	0	6
33031	Peptoniphilus lacrimalis	species	2	1	3	7	13
685565	Pseudanabaena sp. ABRG5-3	species	2	1	1	6	7
946078	Micromonospora sediminicola	species	4	0	2	0	5
1571185	Marinithermofilum abyssi	species	4	0	2	1	5
2817375	Rufibacter roseolus	species	2	6	0	2	11
3155162	Nocardia sp. NPDC051030	species	1	0	1	0	5
2944903	Phyllobacterium sp. 21LDTY02-6	species	1	0	0	0	1
2502791	Salicibibacter halophilus	species	2	0	0	1	1
2558362	Jiella endophytica	species	1	0	0	0	6
1179672	Flavobacterium sp. KBS0721	species	1	11	4	0	23
1983719	Bacillus shivajii	species	1	0	0	2	4
1077256	Methanosphaera cuniculi	species	2	16	15	8	17
2529851	Acinetobacter sp. ANC 5045	species	1	18	11	27	10
3159641	Salmonella sp. s36468	species	3	0	3	1	1
754514	Mycoplasma sp. Mirounga ES2805-ORL	species	2	0	1	0	2
715785	Frondihabitans cladoniiphilus	species	1	1	0	0	3
2108467	Thermobacillus sp.	species	1	0	0	1	2
2767437	Delftia sp. S66	species	2	1	0	1	3
1353890	Achromobacter kerstersii	species	3	10	7	2	4
2976980	Nitratireductor luteus	species	1	0	2	4	6
1259259	Cryobacterium sp. TMT4-31	species	2	0	0	0	1
2933617	Sphingobium sp. Sx8-8	species	7	1	0	0	21
3345148	Devosia polycyclovorans	species	3	1	2	0	3
444922	Psychromonas ossibalaenae	species	1	0	0	3	2
2545755	Aurantiacibacter suaedae	species	2	1	0	1	2
2044859	Cohnella algarum	species	2	1	1	0	0
216945	Spiroplasma syrphidicola	species	1	0	0	1	0
2850441	Terribacillus sp. DMT04	species	1	1	0	2	0
1380354	Cellulomonas sp. URHE0023	species	2	1	1	1	6
2690309	Streptomyces sp. SID5785	species	1	0	0	0	0
2501295	Dyella sp. M7H15-1	species	3	1	0	1	19
2292958	Blautia sp. AF14-40	species	3	15	38	17	9
2921466	Paenibacillus sp. FSL K6-1217	species	2	0	2	0	2
2706120	Mangrovimonas sp. CR14	species	1	2	3	1	9
1572660	Kribbella speibonae	species	3	0	0	2	0
1560201	Winslowiella iniecta	species	4	1	1	0	6
3154862	Streptomyces sp. NPDC086077	species	1	0	0	0	0
336828	Rhodonellum psychrophilum	species	2	0	0	0	2
2787733	Frigoribacterium sp. CG_9.8	species	1	4	2	1	6
2975483	Sphingomonas sp. BGYR3	species	1	8	1	3	4
2512118	Microbacterium sp. BK668	species	2	2	1	0	5
1736314	Leifsonia sp. Leaf264	species	1	2	3	2	10
2607841	Moorena sp. SIO3A2	species	3	0	0	0	3
2980558	Streptococcus sp. CSL10205-OR2	species	1	0	1	0	2
767891	Candidatus Puniceispirillum	genus	1	0	1	1	6
2925839	Aliiroseovarius sediminis	species	1	0	3	0	0
3045935	Nostoc sp. UIC 10607	species	2	0	0	0	2
2024425	Hamadaea sp.	species	2	3	0	0	5
2841654	Microcoleus sp. EPA2	species	1	0	1	2	1
203192	Stutzerimonas chloritidismutans	species	2	0	4	5	8
2969247	Aeromicrobium wangtongii	species	3	10	1	4	7
2587847	Roseovarius sp. THAF9	species	1	1	0	0	2
1867256	Mycobacterium hubeiense	species	4	1	4	0	44
160699	Agrobacterium larrymoorei	species	1	7	7	7	20
317735	Enterococcus caccae	species	1	14	74	68	6
3040311	Pseudomonas sp. fls2-241-R2A-110	species	2	2	0	0	0
494603	unclassified Fischerella	no rank	6	0	0	1	12
67316	Streptomyces lavendulocolor	species	1	0	0	0	2
150123	Plantibacter flavus	species	4	55	169	4	22
2217673	Blastomonas sp. UPD001	species	6	2	3	17	13
2834434	Bifidobacterium simiiventris	species	1	0	0	0	0
2607787	Okeania sp. SIO2C2	species	3	2	0	0	3
3243766	Paenibacillus sp. WLX1005	species	1	0	0	9	3
359158	Actinomadura rudentiformis	species	2	0	1	0	4
1894969	Micromonospora globbae	species	2	1	2	2	3
3383125	Kineococcus sp. SYSU DK004	species	1	1	0	0	1
236067	Kribbella solani	species	1	0	0	2	9
2666141	Agromyces kandeliae	species	3	1	0	0	0
414885	unclassified Catenulispora	no rank	3	1	2	0	6
885586	Chryseobacterium sp. BLS98	species	3	1	5	2	1
3233011	Bradyrhizobium sp. 2TAF24	species	1	3	4	3	38
2511130	Paraburkholderia sp. UYCP14C	species	1	1	0	2	6
2769255	Pseudomonas sp. PDM13	species	1	0	0	0	2
1911585	Ensifer sp. 1H6	species	2	0	1	3	2
2906798	Leptodesmis sichuanensis	species	2	0	1	0	11
2706884	Salipiger sp. PrR007	species	1	0	0	0	1
3156730	Amycolatopsis sp. NPDC006125	species	1	0	0	0	0
1736217	Sphingomonas sp. Leaf38	species	2	1	0	0	2
2047744	Nonomuraea glycinis	species	2	0	1	0	1
663242	Albimonas	genus	2	1	3	4	21
3234198	Nitratireductor sp. GISD-1A_MAKvit	species	3	0	4	7	8
3057550	Bartonella sp. TP	species	1	0	1	1	3
2895796	Paracoccus sp. MA	species	3	18	41	42	188
1856850	Pararhizobium arenae	species	2	8	11	26	38
2484813	Halomonas sp. NO4	species	1	0	3	15	25
2908146	Thermus albus	species	1	0	0	0	5
3395318	Pseudothioglobus sp. nBUS_23	species	3	0	0	3	2
257772	Halomonas organivorans	species	1	1	1	0	0
2025494	Anaerostipes hominis (ex Lee et al. 2021)	species	1	4	11	6	14
388278	Photobacterium lutimaris	species	1	0	0	0	2
3058395	Alkalimonas cellulosilytica	species	1	2	1	2	3
1938605	Brevundimonas sp. LM2	species	4	1	15	9	45
1191459	Flammeovirga sp. MY04	species	1	2	2	4	4
3036715	Citreimonas sp.	species	1	1	0	0	0
1921564	Aeromonas sp. YN13HZO-058	species	1	0	1	1	2
3365651	Streptomyces sp. NPDC051362	species	3	0	0	0	1
3133154	Coprococcus intestinihominis	species	2	13	33	34	20
3137369	Yoonia phaeophyticola	species	1	0	0	0	3
3394321	Halomonas sp. HK25	species	1	1	0	2	0
3056445	Sporosarcina trichiuri	species	1	0	0	1	0
190197	Kribbella alba	species	3	1	0	0	27
3397674	Leifsonia sp. A12D58	species	2	3	1	0	1
1266053	Algiphilus	genus	3	1	5	1	4
2050894	Sphingobacterium sp. HMA12	species	1	1	0	0	4
225453	Yaniella halotolerans	species	1	2	0	0	18
2908209	Sphingomonas hankyongi	species	2	0	1	2	4
2005375	Alkalicoccus	genus	1	1	0	0	2
3143190	Intestinimonas sp. RTP31139st1_F5_RTP31139_211217	species	3	9	18	13	8
376171	Haloplanus natans	species	1	0	1	0	1
2901381	Cytobacillus spongiae	species	2	0	0	3	1
3373078	Aeromicrobium sp. CF3.5	species	1	8	4	0	3
381665	Herbiconiux ginsengi	species	1	4	3	2	5
798570	uncultured bacterium Ak20-3	species	4	0	0	0	0
860353	Geobacillus proteiniphilus	species	1	0	0	0	1
2480627	Enterococcus florum	species	3	1	12	1	8
295068	Marinomonas aquimarina	species	2	0	1	1	3
1636188	Mycoplana azooxidifex	species	1	10	5	2	21
1354726	Polaribacter huanghezhanensis	species	1	1	0	0	1
1785090	Halocatena pleomorpha	species	1	0	0	0	2
3345659	Microbacterium sp. NPDC055910	species	1	16	8	4	23
1749078	Pseudomonas sp. EpS/L25	species	2	2	3	4	1
113107	Streptococcus australis	species	1	4	17	11	5
1504981	Halomonas sp. KO116	species	2	0	0	0	0
2829810	Nocardioides palaemonis	species	3	3	5	8	3
2816201	Janthinobacterium sp. JC611	species	1	8	48	0	1
1260955	Streptosporangium sandarakinum	species	2	4	0	0	4
3042290	Variovorax sp. W2I14	species	1	3	5	5	13
66370	Streptomyces flaveus	species	3	1	0	0	2
1874619	Pseudoalteromonas sp. BMB	species	4	9	7	2	2
3136564	Paraburkholderia sp. IMGN_8	species	1	2	2	0	5
2821102	Tropicibacter sp. R16_0	species	1	2	2	0	2
2949987	Clostridium sp. ZS6	species	2	0	2	2	7
2722706	Secundilactobacillus angelensis	species	1	0	3	0	0
3155644	Micromonospora sp. NPDC048986	species	3	0	0	0	0
3077844	Stenotrophomonas sp. C1657	species	2	0	1	0	0
1862323	Pseudomonas sp. UMC65	species	1	0	0	0	0
209252	Nocardia asiatica	species	1	6	1	0	2
1775424	Nioella	genus	4	2	1	0	6
2856064	Candidatus Nanohalarchaeota incertae sedis	no rank	2	0	0	0	0
3154893	Streptomyces sp. NPDC007861	species	1	0	0	0	0
2100132	Rhodococcus sp. BGS-1C	species	2	0	0	0	0
3364723	Streptomyces sp. NPDC005533	species	1	0	0	0	0
2292971	Blautia sp. AM23-13AC	species	1	47	42	49	24
65123	Mycoplasma wenyonii	species	3	0	0	0	0
3039801	Ancylobacter sp. WKF20	species	2	0	2	0	5
1114970	Pseudomonas ogarae	species	2	7	5	2	2
943	Ehrlichia	genus	1	0	1	1	3
1538294	Micromonospora sp. HK10	species	1	0	0	0	2
3016343	Peptoniphilus equinus	species	2	3	4	6	9
1946415	Dialister sp. UBA1703	species	3	1	9	6	14
2917758	Psychrobium sp. MM17-31	species	1	1	0	2	7
3068890	Paenibacillus sp. GD4	species	1	1	0	0	3
1544	Faecalicatena orotica	species	4	3	6	9	27
504805	Sinosporangium album	species	5	0	3	5	5
2997994	Coprococcus sp. LG100-32	species	1	6	8	14	6
403935	Streptomyces radiopugnans	species	2	0	0	0	0
87650	Hutsoniella sourekii	species	3	2	20	2	18
2903665	Streptomyces sp. NBC_00576	species	1	0	0	1	1
1755813	Thermotoga sp. Ku-13t	species	2	1	0	0	3
3049086	Kurthia sp. YJT4	species	3	2	0	7	4
3154351	Micromonospora sp. NPDC049204	species	1	0	0	0	0
3110435	Wolbachia endosymbiont of Pentidionis agamae	species	3	2	0	0	3
309788	Lysinibacillus boronitolerans	species	1	0	1	3	2
2921705	Solibacillus sp. FSL W7-1436	species	1	0	0	1	1
1178	Nostoc commune	species	2	1	2	6	8
58051	Moritella sp. PE36	species	1	1	11	3	10
2675378	Erwinia sp. E602	species	1	5	1	0	4
1961921	Natronococcus sp. JC468	species	1	0	0	0	0
2184695	Exiguobacterium flavidum	species	1	1	1	2	3
1651088	Alishewanella sp. WH16-1	species	1	0	18	12	6
2026199	Paraburkholderia aromaticivorans	species	2	2	5	3	13
2170742	Auritidibacter sp. NML100628	species	2	0	2	0	0
2787148	Clostridium sp. 1001271B_151109_B4	species	2	1	3	0	11
2876560	Nocardioides sp. Leaf374	species	2	0	2	0	3
3346994	Streptomyces sp. NPDC059897	species	1	2	0	0	2
3155338	Streptomyces sp. NPDC005402	species	2	0	0	0	0
3140358	Mesorhizobium sp. CAU 1732	species	6	5	4	1	10
3235111	Pseudomonas sp. B22129	species	1	1	2	0	2
1138383	Mycobacterium paraintracellulare	species	1	0	0	2	10
392566	Liquorilactobacillus aquaticus	species	1	0	1	0	0
1638989	Demequina subtropica	species	2	0	0	1	0
110322	Sinorhizobium terangae	species	3	0	0	0	9
3029062	Alloyangia sp. H15	species	1	1	4	2	3
3367156	Sphingobacterium sp. SG20118	species	1	1	1	1	3
999545	Salinispora mooreana	species	1	0	0	0	0
405005	Hansschlegelia zhihuaiae	species	3	0	0	5	27
388280	Cyclobacterium lianum	species	3	0	2	4	11
2100764	Mixta	genus	1	7	8	2	4
2787088	Butyricimonas sp. BSD2780061689_150309_C8	species	1	1	2	6	1
659251	Cupriavidus pampae	species	1	4	9	1	43
2745497	Pseudomonas sp. SWRI179	species	1	10	2	0	0
3154405	Streptomyces sp. NPDC001982	species	1	0	0	1	1
3122957	Bacillus sp. JJ1521	species	2	0	1	1	1
76335	Nostoc sp. ATCC 53789	species	1	0	0	0	0
1280684	Butyrivibrio sp. FCS006	species	1	1	3	1	29
2728020	Massilia forsythiae	species	4	40	2	4	12
92490	Winslowiella toletana	species	1	1	0	0	4
1463599	Parapontixanthobacter aurantiacus	species	1	0	0	1	2
2989837	Aeromonas sp. QDB09	species	1	0	2	0	2
2921450	Paenibacillus sp. FSL K6-0276	species	1	0	0	0	7
2006685	Hymenobacter amundsenii	species	3	0	1	0	2
2496667	Mesorhizobium sp. M1C.F.Ca.ET.192.01.1.1	species	1	0	0	0	1
2624837	unclassified Thermosulfurimonas	no rank	1	0	0	1	3
2080751	Clostridium cagae	species	1	0	1	3	6
3347055	Rhodococcus sp. NPDC060086	species	2	0	0	0	0
3242158	Cupriavidus sp. a3	species	3	2	11	4	5
2675321	Bifidobacterium panos	species	1	1	4	6	18
3229698	Vibrio sp. 10N.286.48.C11	species	1	0	0	0	0
2484948	Leptospira perdikensis	species	2	0	0	4	3
2560055	Bradyrhizobium niftali	species	2	1	1	1	5
2692236	Thalassovita mangrovi	species	1	1	1	1	10
226010	Aestuariibacter salexigens	species	2	0	0	2	3
1069220	Mycolicibacillus koreensis	species	1	4	3	12	11
3239970	Nocardia sp. CA-084685	species	1	0	0	0	0
386911	Mycobacterium seoulense	species	1	0	0	2	13
1259166	Cryobacterium sp. Hz7	species	1	0	0	0	0
2934795	unclassified Phaeovulum	no rank	1	0	0	0	0
3364339	Nocardiopsis sp. NPDC101807	species	1	0	0	0	0
3053510	Variovorax sp. J31P207	species	3	15	25	3	27
2823519	Metabacillus flavus	species	1	0	0	2	2
2259171	Neobacillus piezotolerans	species	2	0	0	0	7
3406626	Actinokineospora sp. G85	species	1	0	0	0	1
2949997	Thiomicrorhabdus lithotrophica	species	4	1	13	4	2
2039220	Croceivirga	genus	1	1	0	0	0
1736509	Ensifer sp. Root278	species	1	0	0	0	1
3111773	Adlercreutzia shanghongiae	species	2	3	14	3	9
390250	Labedella	genus	1	1	3	3	3
1813451	Peteryoungia desertarenae	species	3	2	6	4	6
118060	Enterococcus rotai	species	1	8	13	3	3
2919388	Acinetobacter sp. AOR41_HL	species	1	3	1	0	2
1736397	Phycicoccus sp. Soil748	species	4	0	0	0	0
1182	Scytonemataceae	family	2	1	2	3	22
3055039	Rhizobium sp. S163	species	1	0	1	1	4
105422	Streptacidiphilus carbonis	species	1	0	1	1	8
2809027	Bifidobacterium amazonense	species	1	1	2	1	2
476552	Streptomyces milbemycinicus	species	1	0	0	0	0
2493084	Microbacterium sp. CPCC 204701	species	1	2	4	0	4
3014768	Limimaricola sp. G21655-S1	species	1	0	0	0	7
1131814	Xanthobacter sp. 126	species	1	1	0	2	3
442969	Ameyamaea chiangmaiensis	species	3	0	0	0	7
1577896	Leisingera sp. ANG-Vp	species	1	3	5	1	12
2585206	Brachybacterium subflavum	species	3	0	0	1	3
2771111	Microcystis sp. M034S1	species	1	0	1	0	3
2615180	Pseudoclavibacter sp. CFCC 14310	species	2	3	1	1	2
2941498	Hominisplanchenecus	genus	1	20	41	3	28
2957030	Mesorhizobium sp. M0933	species	1	0	0	4	1
2565554	Sphingobium sp. PAMC28499	species	1	0	0	0	2
1289170	Leucobacter ruminantium	species	2	29	22	10	36
3395263	Chryseobacterium sp. Mn2064	species	3	4	2	4	4
171279	Mycoplasmopsis anatis	species	1	0	1	1	1
3364291	Micromonospora sp. NPDC093277	species	2	0	0	0	0
2162714	Hyphobacterium indicum	species	2	1	0	0	2
2495592	Variovorax sp. DXTD-1	species	1	2	5	0	11
1196034	Klebsiella sp. 10982	species	1	0	1	4	1
2080757	Corynebacterium pseudopelargi	species	1	0	0	0	1
1848601	Arthrobacter sp. MYb227	species	2	50	13	5	6
1247963	Parvularcula oceani	species	5	5	1	0	13
3347026	Streptomyces sp. NPDC059989	species	3	4	0	0	4
1560217	Clostridium sp. L74	species	1	0	0	0	2
2654636	Duganella sp. FT27W	species	2	2	36	5	7
1231057	Paenisporosarcina sp. TG-14	species	1	1	2	1	4
2939569	Nocardioides sp. P86	species	1	0	1	0	13
1225657	Loktanella sp. 3ANDIMAR09	species	2	0	1	2	1
3415120	Mycolicibacterium sp. S3B2	species	1	1	1	0	0
540251	Rhodovulum steppense	species	3	0	0	0	1
1577685	Acidilobus sp. 7A	species	1	0	1	0	0
3236992	Paraburkholderia sp. BR10923	species	3	5	2	0	3
2814446	Roseiconus	genus	3	0	0	0	2
88373	Agromyces luteolus	species	1	1	0	0	2
2742653	Citrobacter sp. RHBSTW-00524	species	1	0	0	0	0
3140445	Psychrobacter sp. TB55-MNA-CIBAN-0194	species	2	1	1	0	1
1516	Thermoanaerobacter thermohydrosulfuricus	species	3	6	9	4	4
1160095	Vagococcus entomophilus	species	1	1	14	3	5
3240762	Tardiphaga sp. 841_E9_N1_2	species	2	0	1	0	5
418708	Methylobacterium aerolatum	species	1	2	1	1	10
2893056	Halalkalibacter	genus	2	0	4	1	4
3066179	Wolbachia endosymbiont (group B) of Idaea biselata	species	1	0	0	0	0
3364677	Streptomyces sp. NPDC003247	species	1	0	0	0	3
1214928	Thermus tengchongensis	species	2	0	1	1	5
326476	Caballeronia choica	species	3	11	0	1	4
1481923	Vibrio astriarenae	species	2	0	6	7	11
2952523	Pseudarthrobacter humi	species	1	0	0	0	0
1219491	Actinomadura sp. WMMB 499	species	3	13	7	0	9
307580	Paenibacillus woosongensis	species	1	1	1	0	0
207949	Bermanella marisrubri	species	1	0	2	2	10
54911	Brevibacillus choshinensis	species	1	0	1	2	13
3374625	Kaistia sp. UC242_56	species	3	13	0	1	7
214888	Williamsoniiplasma luminosum	species	2	0	4	5	1
2592067	Tsukamurella asaccharolytica	species	2	25	9	9	16
2746720	Acinetobacter sp. 251-1	species	4	68	19	5	19
1830124	Ochrobactrum sp. 3-3	species	1	0	1	1	0
2691042	Kangsaoukella pontilimi	species	2	0	0	0	11
2917715	Marinobacter sp. M3C	species	1	1	2	2	5
69362	Microbacterium schleiferi	species	4	12	17	28	19
2957503	Psychrobacter sp. PP-21	species	1	4	2	2	4
3365752	Streptomyces sp. NPDC086549	species	1	0	0	0	1
2764597	Romboutsia faecis	species	3	4	49	10	82
1239292	Thioalkalivibrio sp. ALgr3	species	1	0	0	1	0
206	Campylobacter sputorum	species	3	2	9	11	16
1776378	Paenibacillus phocaensis	species	4	0	1	1	12
1813601	Pseudoroseicyclus	genus	1	0	0	0	0
1119058	Undibacterium macrobrachii	species	1	2	5	3	5
1519438	Eubacterium sp. ER2	species	2	4	8	2	13
2624130	unclassified Breoghania	no rank	1	0	0	1	2
2817280	Pedobacter sp. B4-66	species	5	2	2	1	11
2921543	Psychrobacillus sp. FSL K6-1267	species	1	0	0	0	1
3015149	Verrucosispora sp. WMMD573	species	1	0	1	0	2
76636	Mycetocola saprophilus	species	1	1	4	0	3
2796361	Kingella bonacorsii	species	1	2	3	4	4
653357	Streptomyces shaanxiensis	species	1	0	0	1	1
1428652	Streptomyces colonosanans	species	1	0	0	0	0
2812662	Candidatus Sodalis endolongispinus	species	1	0	0	0	0
3154750	Streptomyces sp. NPDC051662	species	1	0	0	0	0
2731251	Acinetobacter sp. ANC 5414	species	1	28	3	3	8
3344580	Geomicrobium sp. JSM 1781026	species	1	0	0	0	1
2632715	unclassified Herminiimonas	no rank	1	1	0	1	0
753702	Alkalibacterium subtropicum	species	1	1	21	3	6
1968903	Oryzihumus sp.	species	3	0	0	0	6
2725411	Pseudomonas sp. SWRI 103	species	1	7	1	0	1
1920491	Pseudomonas sp. FSL W5-0203	species	1	10	4	3	1
3240235	Winogradskya	genus	1	0	4	1	5
3041776	Pseudoxanthomonas sp. SORGH_AS_0997	species	1	0	0	0	0
3126390	Comamonas sp. wu1-DMT	species	1	33	24	9	68
2563889	Halalkalirubrum salinum	species	1	0	0	1	3
2666185	Spiribacter sp. 2438	species	1	0	0	1	5
1946429	Empedobacter sp. UBA1574	species	1	0	2	0	2
670292	Microvirga aerilata	species	3	3	4	2	25
2036000	Microbacterium hibisci	species	1	2	1	0	3
735519	Rhizobium halophytocola	species	2	0	1	4	3
393251	Paenibacillus nanensis	species	3	0	3	1	5
3346893	Kitasatospora sp. NPDC059646	species	1	0	0	0	1
3345795	Streptomyces sp. NPDC056361	species	1	0	0	0	0
2895559	Subtercola endophyticus	species	2	1	1	0	7
1679166	Bacillus sp. FJAT-27445	species	1	1	2	1	1
2939595	Mesobacillus sp. MER 48	species	1	0	3	3	1
3233075	Cupriavidus sp. YAF13	species	1	4	4	4	7
624376	Paraburkholderia solisilvae	species	1	5	1	0	5
2635278	unclassified Arsukibacterium	no rank	2	0	5	2	5
3133972	Sphingomicrobium maritimum	species	2	0	0	3	6
3114537	Pararoseomonas sp. SCSIO 73927	species	2	1	3	0	10
2975998	Nocardia sp. NBC_01730	species	1	0	0	0	1
2650611	Nostoc sp. WHI	species	4	3	0	0	21
198484	Macrococcus lamae	species	1	2	0	0	6
2292066	Roseburia sp. AM23-20	species	2	16	19	5	10
404578	Nocardia amamiensis	species	1	1	1	1	2
2692176	Duganella qianjiadongensis	species	3	7	13	2	30
3077766	Enterobacter sp. 302C9	species	1	0	0	4	1
3364346	Nonomuraea sp. NPDC047897	species	1	2	0	0	1
1679083	Natrarchaeobius chitinivorans	species	2	0	0	0	1
3416714	Aeromonas sp. INTO2	species	1	0	0	5	1
1660	Schaalia odontolytica	species	1	5	6	15	7
3233037	Arthrobacter sp. M-10	species	2	0	0	0	2
1608400	Algibacter amylolyticus	species	3	0	0	1	0
1903072	Salegentibacter sp.	species	1	4	0	0	3
2886046	Marinobacter sp. AN1	species	3	0	0	0	0
272919	Nesterenkonia lutea	species	1	1	1	1	0
29378	Staphylococcus arlettae	species	2	0	1	1	5
361101	Streptococcus pseudoporcinus	species	1	0	4	3	7
1808001	Acinetobacter sp. LoGeW2-3	species	1	11	6	2	1
2509455	Agromyces protaetiae	species	5	2	6	7	7
1736345	Sphingomonas sp. Leaf343	species	1	2	2	1	6
2964516	Synechococcus sp. W60.1	species	1	0	0	0	1
3110692	Parvimonas sp. C2	species	1	1	0	1	2
2954685	Paenibacillus sp. FSL L8-0340	species	1	0	0	0	0
2821093	Thalassotalea sp. G20_0	species	1	0	0	0	1
2922868	Streptomyces marispadix	species	1	0	0	0	0
1431344	Streptomyces bohaiensis	species	1	0	0	0	1
2819237	Roseivirga sp. E12	species	4	3	1	0	7
2939490	Paractinoplanes aksuensis	species	1	1	1	1	5
1463833	Streptomyces sp. NRRL B-24484	species	1	0	0	0	4
200903	Paraliobacillus	genus	1	4	0	1	0
3123374	Marinospirillum alkalitolerans	species	1	3	3	0	3
561440	Ureibacillus sinduriensis	species	3	0	0	1	1
354246	Spongiibacter marinus	species	1	0	4	1	17
2282699	Shewanella ulleungensis	species	2	1	5	1	3
328839	Azospirillum melinis	species	1	3	1	3	11
1263625	Microbacterium sp. SA39	species	3	0	3	0	8
3157024	Micromonospora sp. NPDC005215	species	1	0	0	0	0
2045244	Alteribacter lacisalsi	species	2	2	0	1	3
2639626	unclassified Rufibacter	no rank	1	0	0	0	0
2233531	Exiguobacterium sp. TNDT2	species	2	0	0	1	2
1871628	Bosea psychrotolerans	species	1	4	5	1	7
1451454	Pseudomonas caspiana	species	1	0	2	0	1
2530376	Micromonospora sp. 15K316	species	1	0	1	0	3
1980117	Ignatzschineria sp. F8392	species	1	1	9	43	4
2787713	Enterococcus sp. BWB1-3	species	1	6	23	4	9
