taxonomy_id	name	rank	LVA.31_ERR1713373_db6.diamond	MDA.65_ERR1713374_db6.diamond	MLT.63_ERR1713376_db6.diamond	MKD.62_ERR1713375_db6.diamond	KAZ.6_ERR1713368_db6.diamond	KEN.72_ERR1713369_db6.diamond	KHM.21_ERR1713370_db6.diamond	LUX.32_ERR1713372_db6.diamond	LKA.40_ERR1713371_db6.diamond	ITA.30_ERR1713367_db6.diamond
3345784	Streptomyces sp. NPDC056323	species	0	1	0	0	5	0	2	1	0	0
1096935	Veillonella sp. OK1	species	0	1	0	0	0	1	0	0	0	0
165096	Weissella koreensis	species	0	2	0	1	4	2	0	1	2	0
210993	Fischerella major	species	0	1	0	1	0	0	0	1	0	1
3363903	Actinoplanes sp. NPDC049599	species	0	1	1	1	1	5	3	2	2	1
431273	Levilactobacillus senmaizukei	species	0	2	0	0	0	0	0	0	1	0
2093743	Pseudomonas sp. Kh7	species	0	1	8	4	5	3	4	0	5	0
2587018	Dyella sp. SG609	species	0	1	1	0	3	3	1	0	0	2
57909	Kribbella koreensis	species	0	1	0	0	0	0	0	0	0	0
1244108	Jannaschia faecimaris	species	0	1	0	0	0	0	0	2	0	1
458	Legionella rubrilucens	species	0	1	0	0	1	0	1	1	2	2
3142839	Pseudomonas sp. Je.1.5.c	species	0	2	0	0	0	0	0	0	3	0
2494700	Pseudomonas sp. PB120	species	0	1	4	0	0	0	0	1	22	1
2954079	Pseudomonas sp. FP1742	species	0	1	1	0	1	0	0	0	91	1
2822368	Novilysobacter luteus	species	0	1	3	3	1	4	1	12	1	9
1850581	Rahnella sp. ChDrAdgB13	species	0	1	3	0	0	0	1	1	260	2
3376633	Isoptericola sp. G70	species	0	1	2	0	1	2	1	4	1	0
2714340	Desulfofundulus sp. TPOSR	species	0	2	1	2	3	1	43	1	2	9
2696061	Oceanicola sp. 502str15	species	0	1	1	1	0	0	1	2	0	1
2986927	Pseudomonas sp. BT-42-2	species	0	1	0	0	0	0	0	0	0	0
2838528	Candidatus Corynebacterium faecigallinarum	species	0	2	0	1	0	3	0	1	0	0
1848190	Rothia sp. ND6WE1A	species	0	1	0	1	1	0	0	2	0	0
444608	Gryllotalpicola ginsengisoli	species	0	1	0	1	0	4	1	2	0	0
1904966	Ornithinimicrobium sp. CNJ-824	species	0	1	1	4	3	7	1	3	0	2
2230880	Enterococcus sp. DIV0660C	species	0	2	1	1	1	0	1	0	1	0
3416710	Paenibacillus sp. S-38	species	0	2	3	0	1	4	19	1	1	3
2033033	Aeromonas sp. CU5	species	0	1	1	0	1	2	0	1	0	0
2601143	Acinetobacter sp. YH12207	species	0	1	0	1	2	0	0	1	3	3
3115352	Candidatus Rickettsia kedanie	species	0	1	1	0	0	0	1	0	0	3
54265	Carboxydothermus ferrireducens	species	0	2	2	0	0	3	56	2	0	1
980563	Methylosinus sp. R-45379	species	0	2	0	0	0	1	0	1	0	0
2739063	Thiomicrorhabdus xiamenensis	species	0	2	0	0	5	1	5	0	0	3
1394176	Bifidobacterium sp. A11	species	0	1	0	0	0	0	0	0	0	1
2962047	Rhodococcus sacchari	species	0	1	0	1	0	2	7	2	0	1
126741	Thermotoga sp. KOL6	species	0	1	6	0	0	0	20	0	2	7
55214	Brenneria salicis	species	0	1	0	0	0	3	0	0	1	0
709876	Micromonospora noduli	species	0	1	0	0	0	0	0	1	0	0
2729598	Pacificispira spongiicola	species	0	1	2	0	3	4	7	8	1	11
717785	Hyphomicrobium sp. MC1	species	0	1	0	0	1	1	9	5	0	16
2944934	Pseudarthrobacter sp. R1	species	0	1	1	0	0	1	1	1	0	1
1774968	Methyloceanibacter methanicus	species	0	1	1	0	0	2	4	3	0	6
2780140	Streptomyces justiciae	species	0	1	0	3	0	0	3	1	0	3
3342270	Paenibacillus sp. LjRoot153	species	0	1	0	0	3	0	7	2	1	3
1987381	Spirosoma agri	species	0	1	0	1	3	2	9	4	1	17
2004706	Desulfurobacterium sp.	species	0	1	1	0	0	2	10	0	2	1
1683161	Chthonobacter albigriseus	species	0	2	0	0	5	7	22	5	0	25
1764273	Rhizobium sp. R339	species	0	1	0	0	0	0	0	3	0	0
1736288	Microbacterium sp. Leaf179	species	0	1	0	2	1	0	0	1	0	0
46353	Agrococcus jenensis	species	0	1	1	0	0	0	0	2	0	1
431553	Spirosoma luteum	species	0	1	0	1	9	3	7	7	0	60
137721	Azospirillum sp. B506	species	0	1	1	1	1	1	13	0	0	1
71998	Thermococcus pacificus	species	0	1	0	0	0	2	10	1	0	0
2643788	unclassified Hydrotalea	no rank	0	1	0	3	0	0	0	1	1	21
2749052	Gardnerella sp. DNF00571G	species	0	1	0	0	1	0	1	0	0	1
3454627	Bacillus sp. GB_SG_008	species	0	1	0	1	0	0	5	1	0	2
2817991	Gilliamella sp. B3482	species	0	1	3	3	1	1	3	0	0	1
2815911	Shewanella sp. MBTL60-007	species	0	1	1	0	0	1	2	0	0	2
1497681	Listeria newyorkensis	species	0	1	2	2	4	0	0	3	0	2
1433300	Alteribacillus	genus	0	1	1	0	4	0	7	1	0	0
1736215	Sphingomonas sp. Leaf33	species	0	1	0	1	1	5	26	14	1	8
3029055	Gallaecimonas kandeliae	species	0	3	5	4	3	7	9	11	0	10
2024526	Flavobacterium sediminilitoris	species	0	2	0	0	0	0	0	0	0	1
3159653	Salmonella sp. s51695	species	0	1	1	1	3	2	0	1	0	0
744512	Treponema rectale	species	0	2	5	0	3	9	2	0	0	3
3345956	Streptomyces sp. NPDC056835	species	0	1	0	2	0	1	3	1	0	0
3064389	Ruegeria sp. 2205SS24-7	species	0	1	0	1	1	5	9	7	0	0
3115616	Anaerococcus groningensis	species	0	1	0	1	7	1	0	1	1	0
2929841	Candidatus Ichthyocystis	genus	0	1	2	0	0	0	4	2	0	0
1888	Streptomyces albus	species	0	1	1	0	0	1	1	0	0	3
2182388	Xanthomonas sp. BRIP62409	species	0	1	0	0	0	0	1	0	0	2
652876	Cohnella luojiensis	species	0	1	1	2	0	1	4	1	1	2
2923362	Bombilactobacillus folatiphilus	species	0	2	0	0	2	1	0	0	1	2
2070630	Pseudomonas sp. MPR-R5B	species	0	1	0	0	0	0	0	0	9	1
323273	Nonlabens tegetincola	species	0	1	1	3	2	1	0	3	0	17
3364004	Herbaspirillum sp. NPDC087042	species	0	1	1	1	2	5	6	2	1	11
3346345	Agromyces sp. NPDC058110	species	0	1	0	0	0	1	0	0	1	1
659243	Bacillus siamensis	species	0	3	0	4	9	2	0	2	0	0
67825	Citrobacter rodentium	species	0	1	14	2	5	7	3	1	6	1
3133310	Sorangium sp. So ce394	species	0	1	0	0	0	1	0	0	0	49
1288120	Anaerococcus senegalensis	species	0	2	0	0	0	0	0	0	0	0
3043303	Pantoea sp. EA-12	species	0	1	2	0	0	2	1	0	0	1
3030830	Sanguibacter biliveldensis	species	0	1	0	3	2	1	1	1	0	3
1638984	Demequina pelophila	species	0	2	1	3	2	5	6	5	0	7
3074560	Vibrio sp. 1457	species	0	2	7	2	3	9	3	2	5	9
2598860	Leifsonia sp. AG29	species	0	1	1	0	0	2	2	0	0	5
29529	Chitinophaga arvensicola	species	0	4	4	4	9	4	23	6	0	19
3346536	Rhodococcus sp. NPDC058521	species	0	1	2	0	0	2	1	9	0	2
3158219	Actinomadura sp. NPDC023710	species	0	1	0	0	0	0	1	0	1	0
1794	Mycolicibacterium gadium	species	0	1	1	1	2	4	8	3	0	8
3132285	Lysinibacillus sp. 1P01SD	species	0	1	1	0	1	0	0	0	0	0
2654978	Paenibacillus phytohabitans	species	0	1	10	2	0	4	0	4	0	2
1855619	Polynucleobacter sp. MWH-UH35A	species	0	1	0	0	0	2	31	1	0	3
310779	Actinacidiphila yanglinensis	species	0	1	0	0	0	0	0	0	0	0
2870750	Pseudomonas sp. CYM-20-01	species	0	2	1	1	1	0	0	0	57	0
494026	Paenibacillus glacialis	species	0	1	1	1	1	1	3	0	1	3
670079	Paeniglutamicibacter cryotolerans	species	0	2	0	0	53	1	1	23	0	1
2870908	unclassified Craterilacuibacter	no rank	0	1	0	0	1	0	0	0	0	2
3127654	Aliiglaciecola sp. NS0011-25	species	0	3	0	4	7	6	0	1	0	2
685706	Yersinia nurmii	species	0	2	0	2	0	0	9	1	0	3
1862358	Corynebacterium choanae	species	0	2	0	0	0	0	0	1	0	0
3155269	Actinoplanes sp. NPDC048967	species	0	1	0	0	0	0	4	0	0	1
3075481	Brucella sp. NBRC 12953	species	0	2	0	0	1	1	0	0	0	3
620910	Luteimicrobium subarcticum	species	0	1	0	0	0	1	4	4	2	2
3364472	Pseudomonas sp. NPDC089752	species	0	1	0	0	0	0	1	0	0	0
2703680	Metasolibacillus sp.	species	0	1	0	0	2	3	1	1	0	2
3068890	Paenibacillus sp. GD4	species	0	1	4	0	3	3	9	0	2	2
3156414	Burkholderia sp. 572	species	0	2	0	0	0	0	0	0	0	0
284580	Bacillus seohaeanensis	species	0	1	3	4	4	3	6	6	1	4
1926278	Robertmurraya dakarensis	species	0	1	0	2	0	2	16	1	0	1
3058600	Ralstonia condita	species	0	2	2	0	1	6	5	1	0	4
3390660	Psychrobacter sp. NPDC078409	species	0	2	7	0	9	0	4	2	0	1
155618	Enterococcus haemoperoxidus	species	0	1	0	0	3	0	0	1	0	2
3368577	Sulfitobacter sp. M23508	species	0	2	3	2	6	0	1	8	0	1
3104323	Nitrospirillum sp. BR 11163	species	0	1	0	0	4	3	4	1	0	4
1126237	Halobellus rarus	species	0	1	0	0	1	1	2	0	0	1
1909468	Salinivibrio sp. ML290	species	0	1	0	0	0	0	1	0	0	0
2995316	Flammeovirga sp. SubArs3	species	0	1	1	3	0	2	1	0	2	9
1218600	Leptospira sp. P2653	species	0	1	0	0	0	0	5	0	0	0
472181	Halopseudomonas sabulinigri	species	0	1	0	0	1	0	2	1	0	3
3020715	Photobacterium sp. GSS17	species	0	1	2	2	9	1	0	9	1	0
2094049	Actinomadura roseirufa	species	0	1	1	0	1	1	0	0	2	2
2607726	Weizmannia acidilactici	species	0	1	2	2	2	2	14	1	2	3
2817767	Chryseobacterium sp. 2987	species	0	1	1	0	8	1	0	2	0	4
240427	Secundilactobacillus paracollinoides	species	0	1	0	0	1	3	1	0	1	3
3453914	Pseudomonas sp. 22373	species	0	1	0	0	0	1	0	0	0	0
3368617	Pseudomonas sp. QD3	species	0	1	1	0	0	0	0	0	8	0
3364440	Pseudomonas sp. NPDC087598	species	0	1	3	0	0	0	1	0	10	0
2706882	Ruegeria sp. PrR005	species	0	1	1	2	1	1	0	2	1	1
3141587	Bacteroides sp. MSSM.1001136sp1_RTP21357st2_E1_RTP21359_211015	species	0	1	5	4	0	0	1	5	1	3
1144310	Rhizobium sp. CF080	species	0	1	0	1	2	2	0	2	0	3
3103870	Anabaena sp. CCY 9910	species	0	1	3	0	3	0	0	0	0	6
110663	Synechococcus sp. CC9616	species	0	1	0	2	0	0	2	1	0	4
13688	Novosphingobium capsulatum	species	0	1	0	0	1	6	3	5	0	8
2964692	Chamaesiphon sp. OTE_75_metabat_556	species	0	1	1	0	3	6	13	1	0	7
3450742	Pseudalkalibacillus sp. Hm43	species	0	1	3	1	1	7	7	0	4	2
2976420	unclassified Pedomonas	no rank	0	1	0	0	0	0	0	0	0	1
460086	Kribbella catacumbae	species	0	1	0	1	3	6	5	5	0	4
2699172	Bradyrhizobium sp. CSS354	species	0	1	1	0	0	0	1	0	0	0
532	Beijerinckia	genus	0	1	0	0	1	5	3	2	1	3
3082220	Rhodococcus sp. IEGM 1408	species	0	1	0	0	1	6	0	23	0	0
2824754	Deinococcus sp. GbtcB9	species	0	2	0	0	1	2	0	0	0	0
3154903	Streptomyces sp. NPDC021608	species	0	1	0	0	0	0	0	0	0	1
171383	Vibrio hepatarius	species	0	1	5	1	3	4	11	2	4	3
1877	Micromonospora echinospora	species	0	1	0	2	3	0	6	1	1	3
1250005	Polaribacter sp. Hel1_85	species	0	2	2	0	2	0	3	1	2	15
400772	Microbacterium ginsengisoli	species	0	2	2	1	4	2	2	8	4	4
2917748	Photobacterium sp. OFAV2-7	species	0	1	0	2	0	2	17	1	6	3
393090	Virgibacillus xinjiangensis	species	0	1	0	0	0	1	14	1	0	2
2774645	Enterococcus sp. DIV0788_1	species	0	1	0	0	0	0	0	0	0	0
2638778	unclassified Pseudocitrobacter	no rank	0	1	25	0	3	1	0	4	0	0
3159641	Salmonella sp. s36468	species	0	1	0	0	3	4	1	5	0	2
2109686	Butyricicoccus sp. GAM44	species	0	1	0	0	0	1	0	1	0	0
2649579	unclassified Kocuria	no rank	0	2	0	0	5	14	15	3	3	3
2954089	Pseudomonas sp. FP2294	species	0	1	0	0	4	0	0	0	23	0
1249996	Dokdonia sp. Hel_I_63	species	0	2	0	3	4	0	2	1	0	12
747656	Streptococcus danieliae	species	0	2	1	4	10	7	3	1	0	3
2995137	Ensifer sp. SL37	species	0	2	0	1	2	1	4	13	0	1
940136	Sphingorhabdus wooponensis	species	0	2	0	2	0	0	1	2	1	3
2957505	Pseudomonas sp. 21LCFQ02	species	0	2	0	1	0	1	1	2	59	5
142577	Prauserella	genus	0	1	2	2	0	4	8	1	0	14
1458439	Paenibacillus enshidis	species	0	1	0	0	2	0	2	1	0	1
3023715	Ningiella sp. W23	species	0	1	0	3	2	7	30	6	1	15
1736334	Microbacterium sp. Leaf320	species	0	1	0	3	8	1	3	26	0	4
656519	Halanaerobium hydrogeniformans	species	0	1	2	6	6	10	35	2	0	10
2015556	Pseudomonas sp. PGPPP4	species	0	1	0	0	1	2	0	1	3	0
3108275	Polynucleobacter sp. AP-Nickl1-40-C4	species	0	2	0	0	3	0	3	6	0	4
1128679	Saccharopolyspora hattusasensis	species	0	2	2	0	3	2	2	2	0	1
82993	Buttiauxella warmboldiae	species	0	1	3	0	1	0	2	1	474	2
3110430	Actinacidiphila polyblastidii	species	0	1	1	0	0	0	1	0	0	1
3364534	Stenotrophomonas sp. NPDC078853	species	0	1	0	0	1	1	0	2	0	3
3076224	Lactiplantibacillus paraxiangfangensis	species	0	1	0	1	0	1	1	2	1	0
241425	Crinalium epipsammum	species	0	1	1	0	1	6	36	4	0	12
985055	Aliiroseovarius halocynthiae	species	0	2	1	0	3	0	0	0	0	3
2896530	Amycolatopsis sp. GM8	species	0	1	0	2	1	3	4	2	0	13
1782	Mycolicibacter nonchromogenicus	species	0	1	0	0	0	0	2	1	0	0
3447364	Ralstonia sp. 24A2	species	0	2	0	0	0	4	1	4	2	3
561173	Nonomuraea antimicrobica	species	0	1	1	0	2	0	5	0	0	1
430914	Halorhabdus tiamatea	species	0	1	0	0	2	2	13	0	2	3
3155065	Paenarthrobacter sp. NPDC089322	species	0	1	0	1	1	0	2	0	0	0
2041	Aeromicrobium erythreum	species	0	1	0	0	1	0	0	1	0	1
3154796	Nonomuraea sp. NPDC023979	species	0	1	0	0	0	0	1	0	0	1
2956845	Mesorhizobium sp. M0019	species	0	3	1	0	0	3	0	1	1	3
3231278	Enterococcus sp. C27	species	0	2	0	0	0	0	0	0	0	0
3422590	Hahella sp. NBU794	species	0	1	3	2	3	0	3	0	0	3
370471	unclassified Meiothermus	no rank	0	1	1	1	7	5	26	7	2	15
2045207	Salipaludibacillus keqinensis	species	0	2	0	2	0	2	9	2	0	4
1736402	Arthrobacter sp. Soil763	species	0	1	0	0	3	0	0	0	0	1
1638989	Demequina subtropica	species	0	1	1	3	2	3	1	1	0	0
407152	Brucella cytisi	species	0	1	1	0	0	1	1	10	0	2
1955620	Hymenobacter sp. CRA2	species	0	1	2	2	1	2	9	3	0	35
2202828	Methylobacterium radiodurans	species	0	1	1	0	0	3	6	2	0	1
1867	Actinoplanes teichomyceticus	species	0	1	0	0	1	0	7	0	1	1
2795987	Pseudomonas sp. ICBG1301	species	0	1	2	0	3	2	0	0	397	0
91464	Synechococcus sp. PCC 7335	species	0	1	2	1	14	2	23	7	0	12
1892854	Shimazuella soli	species	0	1	1	3	1	6	10	3	1	1
3364543	Streptomyces sp. NPDC001046	species	0	1	0	0	0	0	0	0	0	0
947033	Legionella steelei	species	0	1	0	0	1	4	5	5	0	15
34019	Liberibacter	genus	0	1	0	1	0	0	5	0	0	6
2919172	Shewanella sp. KJ2020	species	0	2	4	2	15	19	4	3	2	1
2817736	Luteibacter sp. 3190	species	0	1	0	0	0	0	0	1	2	1
2685105	unclassified Chlorobium	no rank	0	2	2	1	4	7	4	1	0	8
2589976	Mesorhizobium sp. B1-1-8	species	0	2	0	1	4	0	3	3	0	2
1123756	Marivita geojedonensis	species	0	1	0	1	1	3	1	1	0	4
2946865	Vibrio sinus	species	0	1	0	0	2	1	3	5	0	3
3345934	Rhodococcus sp. NPDC056743	species	0	1	0	0	0	0	0	2	0	0
33072	Gloeobacter violaceus	species	0	1	0	1	0	1	28	0	1	31
2912243	Levilactobacillus tujiorum	species	0	1	0	1	0	1	3	0	0	0
1736294	Exiguobacterium sp. Leaf187	species	0	1	0	0	0	0	0	0	0	0
2682846	Microbacterium sp. MAH-37	species	0	1	0	0	0	0	0	0	0	0
3116488	Brachybacterium sp. J153	species	0	1	0	0	1	4	2	2	0	2
1828651	Sphaerospermopsis sp. LEGE 08334	species	0	1	0	0	2	0	0	0	0	3
1819739	Polynucleobacter alcilacus	species	0	1	1	1	5	1	5	1	0	5
2782352	Dawidia soli	species	0	1	3	3	25	6	31	19	3	95
3077327	Pseudomonas sp. ESBL9	species	0	1	0	1	1	0	3	0	102	1
432608	Candidatus Mycoplasma haematobovis	species	0	1	0	0	0	1	1	2	0	1
2985151	Citrobacter sp. Cpo142	species	0	1	0	1	0	3	0	1	1	0
3438752	Collinsella sp. LCP19S3_A6	species	0	1	0	0	0	3	6	2	1	1
2316728	Corallococcus carmarthensis	species	0	1	1	0	5	3	2	3	1	55
3384443	Pseudarthrobacter sp. NKDBFgelt	species	0	1	0	0	0	0	0	0	0	0
346912	Labrys miyagiensis	species	0	1	2	2	6	0	23	5	3	18
1706855	Deinococcus malanensis	species	0	1	1	1	3	1	10	1	1	5
1177156	Alcanivorax xiamenensis	species	0	1	2	0	1	4	4	4	1	2
3273414	Paenibacillus sp. GCM10027629	species	0	1	0	1	2	0	2	2	1	0
1921087	Mariprofundus ferrinatatus	species	0	1	4	3	3	3	12	8	0	15
3395918	Paracoccus sp. TD-10	species	0	2	0	0	0	0	3	6	2	1
747349	Halomonas ramblicola	species	0	1	1	0	0	2	0	1	1	2
207949	Bermanella marisrubri	species	0	1	0	1	5	5	9	3	0	14
1972202	Cellulophaga sp.	species	0	1	2	0	0	0	0	0	0	0
432653	uncultured Microscilla sp.	species	0	1	3	4	7	7	32	5	3	85
351224	Blastococcus jejuensis	species	0	1	1	0	2	0	8	6	0	20
480036	Nocardia blacklockiae	species	0	1	0	0	1	1	0	0	0	0
171292	uncultured Mycobacterium sp.	species	0	1	0	0	1	3	3	0	1	0
1144304	Caulobacter sp. AP07	species	0	1	0	1	2	0	2	10	0	15
3114289	Ancylobacter sp. G4_0304	species	0	1	7	1	1	4	6	2	1	4
138853	Mesoplasma lactucae	species	0	1	0	0	0	3	1	0	0	1
274592	Hoeflea marina	species	0	1	3	0	1	0	4	8	0	13
1387834	Paenibacillus terreus	species	0	1	1	1	0	1	6	0	1	4
370526	Mycolicibacterium rutilum	species	0	1	0	0	2	1	7	1	1	0
2842454	Microbacterium sp. G2-8	species	0	2	0	1	5	3	3	3	0	2
1444977	Marinibactrum halimedae	species	0	1	2	3	5	3	11	9	1	16
2589945	Mesorhizobium sp. B2-4-4	species	0	1	0	0	0	0	0	0	0	0
264638	[Acholeplasma] multilocale	species	0	1	0	0	0	0	0	0	0	0
1471202	Halomonas sp. PR-M31	species	0	1	0	1	3	2	5	4	5	2
1642570	Paenibacillus sp. DMB20	species	0	2	3	1	3	1	4	5	0	4
2940583	Sphingobium sp. B7D2B	species	0	1	0	0	0	0	0	1	0	2
3032202	Actinoplanes sp. NBRC 103695	species	0	4	0	2	8	12	12	6	0	11
2666025	Spirosoma endbachense	species	0	1	13	2	9	6	5	10	1	56
2963433	Natronobeatus ordinarius	species	0	1	0	1	0	3	3	0	0	1
1775168	Flagellimonas marina	species	0	1	3	5	16	0	16	12	1	21
129921	Amycolatopsis keratiniphila	species	0	1	0	0	0	0	0	0	0	3
2762227	Oerskovia merdavium	species	0	1	0	0	1	1	0	0	0	1
2602760	Mesonia sp. K4-1	species	0	1	0	1	14	7	0	7	0	14
2807196	Paenibacillus sp. J45TS6	species	0	1	0	1	1	4	1	0	0	0
2183996	Rhodococcus sp. AG1013	species	0	1	1	2	0	2	4	0	0	1
2916634	Companilactobacillus sp. RD055328	species	0	2	2	1	0	0	4	0	1	0
1505866	Candidatus Schmidhempelia bombi	species	0	1	0	0	1	2	1	1	1	2
224379	Hahellaceae	family	0	1	0	0	0	0	4	2	0	185
1276888	Vibrio bivalvicida	species	0	1	1	1	0	0	1	0	0	5
2650748	Actinomadura physcomitrii	species	0	1	0	1	2	1	1	1	0	2
2056843	Pseudomonas sp. HMWF006	species	0	1	0	0	1	0	0	0	70	1
2143	Spiroplasma gladiatoris	species	0	1	0	2	0	0	1	1	0	1
1946578	Gordonia sp. UBA7599	species	0	2	2	0	1	1	0	0	0	43
712121	Actinomyces sp. oral taxon 181	species	0	1	2	2	1	3	0	1	1	0
2813041	Vannielia	genus	0	1	0	0	0	0	0	0	0	0
2609961	Pseudomonas akapageensis	species	0	1	0	2	2	1	1	2	6	4
663602	Actinomycetospora corticicola	species	0	1	0	0	1	0	13	0	1	1
2975883	Streptomyces sp. NBC_01571	species	0	1	0	2	0	1	0	1	0	0
1902409	Phaeobacter sp.	species	0	1	1	0	0	0	0	1	0	0
1429085	Cribrihabitans neustonicus	species	0	1	0	1	0	0	3	2	1	1
2341020	Candidatus Nitrosotalea sp. TS	species	0	1	0	0	1	0	0	1	1	1
3046702	Oceanicaulis sp. MMSF_3324	species	0	1	0	0	0	0	9	0	0	1
3367180	Pseudomonas sp. GLN_2	species	0	2	0	0	0	0	0	0	3	0
401472	Corynebacterium ureicelerivorans	species	0	1	2	1	2	4	7	1	1	1
223900	Chromohalobacter japonicus	species	0	1	2	0	2	5	6	0	0	0
392714	Nonlabens antarcticus	species	0	1	0	1	1	3	2	0	0	6
1229152	Oceanobacillus chungangensis	species	0	1	1	2	0	0	3	3	0	0
3153682	Coprococcus sp. RTP31081st1_D2_RTP31081_211007	species	0	1	2	2	5	1	0	2	0	1
70863	Shewanella oneidensis	species	0	1	2	1	1	1	3	3	0	1
1416808	Bordetella genomosp. 11	species	0	1	2	1	56	6	15	11	0	4
28258	Cobetia marina	species	0	2	2	0	6	0	2	4	1	6
2949650	Parabacteroides caeci	species	0	1	13	0	3	4	4	2	2	1
1855331	Pseudomonas sp. A214	species	0	1	0	0	1	0	0	0	0	0
55213	Brenneria rubrifaciens	species	0	2	5	1	3	7	1	18	113	2
355591	Marinobacter vinifirmus	species	0	1	5	0	0	1	6	1	1	0
2590010	Dolichospermum sp. UHCC 0259	species	0	1	1	0	0	2	11	1	0	8
46161	Actinomadura kijaniata	species	0	2	2	4	1	4	6	7	1	7
2058327	Moritella sp. Urea-trap-13	species	0	1	0	1	2	0	0	3	1	4
3040317	Pseudomonas sp. lyk4-TYG-107	species	0	1	1	1	14	0	2	0	5	2
3391187	Devosia sp. XGJD_8	species	0	1	1	1	0	0	10	12	0	14
2821356	Herbaspirillum sp. LeCh32-8	species	0	1	1	1	3	1	4	5	4	7
3154810	Nocardioides sp. NPDC047086	species	0	1	0	0	0	1	0	3	0	1
2915824	Gordonia sp. 'Campus'	species	0	1	0	0	0	1	1	0	0	0
2137761	Rhizobium sp. SEMIA 4085	species	0	1	0	0	0	1	1	3	0	0
2583394	Lactobacillus sp. UCMA15818	species	0	2	0	0	5	1	2	0	0	0
2692777	Aulosira sp. FACHB-615	species	0	1	0	0	2	2	7	1	0	0
2070463	Lysinibacillus sp. SGAir0095	species	0	3	0	1	1	2	6	1	0	1
3044232	Acinetobacter sp. V89_4	species	0	1	0	0	3	0	0	0	0	3
2599291	Chachezhania sediminis	species	0	1	0	1	0	4	7	3	0	11
3346569	Streptomyces sp. NPDC058637	species	0	1	0	0	1	0	0	0	32	0
2563940	Mesorhizobium sp. M2D.F.Ca.ET.223.01.1.1	species	0	1	0	0	0	2	0	5	0	4
2914832	Sphingomonas sp. CROZ-RG-20F-R02-07	species	0	2	1	1	3	2	4	6	2	0
3456077	Nitrospira sp. T9	species	0	2	0	0	0	0	0	1	0	0
1396826	Leisingera aquaemixtae	species	0	1	0	0	1	0	3	2	0	4
3160963	Spongiivirga sp. MCCC 1A20706	species	0	1	1	5	7	2	9	10	0	59
1502774	Luteibacter sp. UNC138MFCol5.1	species	0	1	0	2	1	0	3	1	1	2
419940	Hyunsoonleella jejuensis	species	0	2	1	1	1	1	4	1	0	11
1036674	Idiomarina sp. A28L	species	0	1	0	1	2	1	11	0	0	3
3232162	Bacillus sp. 179-C3.3 HS	species	0	1	0	1	1	4	0	0	0	1
1386924	Aestuariibaculum	genus	0	3	2	0	9	3	3	2	0	11
2048117	Pseudotenacibaculum	genus	0	1	0	2	2	3	0	3	0	7
3156615	Nocardioides cheoyonin	species	0	3	0	1	2	8	4	2	2	12
2873599	Salegentibacter lacus	species	0	1	1	2	2	4	26	1	0	15
505252	Marivita cryptomonadis	species	0	1	1	0	1	0	1	1	0	1
2724879	Vibrio sp. Of7-15	species	0	1	0	0	0	4	12	1	3	2
1434030	Phytomonospora	genus	0	1	0	0	1	4	0	0	0	2
1739286	Anaerococcus sp. HMSC068A02	species	0	1	0	0	0	1	0	1	0	0
240303	Halobacillus aidingensis	species	0	1	0	1	0	1	0	1	0	0
1357545	Richelia sinica	species	0	1	3	3	2	2	7	4	1	8
2676445	Commensalibacter sp. ESL0382	species	0	1	2	0	0	1	0	0	0	0
2652803	Candidatus Azoamicus ciliaticola	species	0	1	1	1	4	2	3	4	4	23
453304	Agromyces aureus	species	0	2	2	0	6	3	4	3	0	1
212423	Streptomyces kaniharaensis	species	0	1	0	0	0	1	0	2	0	3
3273802	Microvirga sp. RSM25	species	0	1	0	2	0	1	7	4	1	3
552357	Shewanella fodinae	species	0	1	3	0	2	3	4	2	0	0
2817904	Bacillus sp. 3255	species	0	1	3	3	2	2	3	2	0	5
2615024	Winogradskyella vidalii	species	0	1	0	1	1	2	10	1	0	18
187	Aquaspirillum	genus	0	1	1	13	7	2	1	3	1	23
1173082	Devosia submarina	species	0	2	0	4	0	8	7	17	1	5
3110252	Synechococcus sp. BA-132 BA5	species	0	1	0	12	27	3	22	8	1	19
56813	Shewanella gelidimarina	species	0	1	0	4	6	2	0	0	0	2
3348358	Sinorhizobium sp. P24N7	species	0	1	0	0	0	1	0	1	0	0
3133274	Chromobacterium sp. CV08	species	0	1	0	4	1	2	2	0	1	6
2836656	Methylobacterium sp. J-077	species	0	1	0	0	0	1	2	3	0	1
1591085	Dyadobacter jiangsuensis	species	0	1	3	2	0	4	4	18	0	18
3053355	Streptococcus raffinosi	species	0	1	0	0	0	2	0	1	1	0
2035533	Promicromonospora soli	species	0	1	0	3	0	6	0	0	0	0
2615208	Paraburkholderia sp. UCT2	species	0	1	0	0	2	0	3	6	0	3
2853448	Georgenia sp. EYE_87	species	0	1	1	0	1	13	14	3	0	8
2954685	Paenibacillus sp. FSL L8-0340	species	0	1	1	0	0	1	1	0	0	0
114975	Sporosarcina aquimarina	species	0	1	1	1	0	0	5	0	0	3
1591087	Nesterenkonia populi	species	0	1	0	0	3	8	4	0	0	2
2745198	Metabacillus elymi	species	0	1	0	0	0	0	3	0	0	0
2954540	Fredinandcohnia sp. FSL W7-1320	species	0	1	1	0	0	0	0	0	0	0
2836867	Maritimibacter sp. DP1N21-5	species	0	1	1	2	3	0	8	2	1	6
