taxonomy_id	name	rank	CAN.22a_ERR1713340_db6.diamond	CAN.22_ERR1713339_db6.diamond	AUS.18a_ERR1713333_db6.diamond	AUS.18_ERR1713332_db6.diamond	AUT.70_ERR1713334_db6.diamond	BWA.19_ERR1713338_db6.diamond	BRA.53_ERR1713336_db6.diamond	BGR.66_ERR1713335_db6.diamond	BRA.53a_ERR1713337_db6.diamond	ALB.17_ERR1713331_db6.diamond
3364463	Pseudomonas sp. NPDC089406	species	0	0	0	1	0	2	0	1	1	0
2560052	Arthrobacter sp. CAU 1506	species	0	0	0	1	1	2	0	1	0	0
1736356	Modestobacter sp. Leaf380	species	0	0	0	1	2	0	0	1	4	1
1912091	Nioella sp.	species	0	0	0	1	6	3	1	0	6	3
1176649	Agrobacterium fabrum	species	0	0	0	1	5	8	2	0	8	6
3153805	Delftia sp. DS1230	species	0	0	0	2	3	1	0	1	1	4
2839983	Cupriavidus sp. EM10	species	0	0	0	1	0	1	0	1	0	7
340361	uncultured Pigmentiphaga sp.	species	0	0	0	3	6	9	7	6	13	5
1947664	Thalassolituus sp. UBA3500	species	0	0	0	1	1	4	0	2	0	0
218670	Marinobacter excellens	species	0	0	0	2	1	0	0	0	0	0
2957033	Mesorhizobium sp. M0955	species	0	0	0	1	0	2	1	5	1	0
3155762	Streptomyces sp. NPDC048636	species	0	0	0	2	0	0	0	0	1	0
2057791	Enterococcus sp. CR-Ec1	species	0	0	0	1	0	0	0	0	0	0
1476199	Helicobacter sp. 12S02634-8	species	0	0	0	1	2	0	0	0	13	2
578924	Bradyrhizobium sp. STM 3562	species	0	0	0	2	0	3	0	0	4	3
3032592	Altererythrobacter arenosus	species	0	0	0	1	3	2	0	7	7	0
2283801	Stenotrophomonas sp. TEPEL	species	0	0	0	1	0	0	0	0	1	0
3155410	Streptosporangium sp. NPDC051023	species	0	0	0	1	0	3	1	0	5	1
2637870	unclassified Solibacillus	no rank	0	0	0	1	7	8	0	4	18	2
455	Legionella jamestowniensis	species	0	0	0	1	1	1	2	2	3	0
241425	Crinalium epipsammum	species	0	0	0	1	1	3	0	0	16	1
154654	Mycobacterium montefiorense	species	0	0	0	1	3	0	0	0	0	1
3133291	Sorangium sp. So ce260	species	0	0	0	1	2	7	1	0	14	1
2183612	Klenkia	genus	0	0	0	1	1	5	2	4	12	2
2926012	Microbacterium sp. Mcb102	species	0	0	0	2	1	1	0	0	0	6
1639132	Citrobacter sp. A316	species	0	0	0	1	0	0	0	1	0	0
1502156	Tianweitania sediminis	species	0	0	0	1	7	14	4	4	21	14
47761	Streptomyces ochraceiscleroticus	species	0	0	0	1	0	2	0	0	0	0
2932258	Halobacillus shinanisalinarum	species	0	0	0	1	0	1	0	0	0	0
1965651	Collinsella sp. An7	species	0	0	0	1	8	0	2	0	2	3
1608298	Thiolapillus	genus	0	0	0	1	0	13	0	1	29	2
344998	Hymenobacter psychrotolerans	species	0	0	0	1	0	1	3	6	6	2
1969379	Bacillus sp. SRB_331	species	0	0	0	1	2	1	0	1	0	2
3155396	Asanoa sp. NPDC049573	species	0	0	0	1	0	7	0	0	4	1
2795388	Marinomonas transparens	species	0	0	0	1	0	0	0	0	3	2
475937	Rhodopseudomonas boonkerdii	species	0	0	0	2	4	1	2	1	3	0
2528642	Lichenihabitans psoromatis	species	0	0	0	1	1	2	1	1	2	1
2292333	Collinsella sp. TF08-11AT	species	0	0	0	1	6	4	3	0	2	3
310782	Actinacidiphila paucisporea	species	0	0	0	1	0	0	0	0	0	0
904933	Pseudonocardia hispaniensis	species	0	0	0	2	14	7	5	0	8	9
2496779	Mesorhizobium sp. M7A.F.Ca.MR.362.00.0.0	species	0	0	0	1	0	0	0	2	1	1
1874619	Pseudoalteromonas sp. BMB	species	0	0	0	1	0	0	4	3	0	3
2083206	Tritonibacter	genus	0	0	0	1	4	2	0	3	5	0
1920245	Kangiella sp.	species	0	0	0	1	5	6	3	2	97	10
3132294	Paenibacillus sp. 1P03SA	species	0	0	0	1	0	3	0	0	5	5
3364417	Pseudomonas sp. NPDC007930	species	0	0	0	1	2	1	1	1	4	0
1141889	Sphingomonas spermidinifaciens	species	0	0	0	2	1	3	0	2	3	0
2926021	Pseudomonas sp. Pse35	species	0	0	0	1	2	0	0	0	0	26
431596	Paenibacillus ginsengihumi	species	0	0	0	1	1	5	1	0	22	4
2943498	Candidatus Mycobacterium methanotrophicum	species	0	0	0	1	2	7	1	0	3	0
55208	Pectobacterium wasabiae	species	0	0	0	1	0	1	0	1	2	0
3233081	Rhizobium sp. YAF28	species	0	0	0	1	0	0	0	1	1	0
1323948	Nitrospina watsonii	species	0	0	0	1	0	18	4	2	30	4
1784816	Pseudomonas sp. D1HM	species	0	0	0	1	0	0	0	0	0	6
3415141	Yoonia sp. TsM2_T14_4	species	0	0	0	1	0	0	0	1	0	0
2626817	unclassified Mesonia	no rank	0	0	0	1	0	0	0	0	0	0
554949	Thermaerobacter composti	species	0	0	0	1	4	3	1	3	8	3
3346758	Streptomyces sp. NPDC059176	species	0	0	0	1	0	0	0	0	0	1
1905142	Amycolatopsis vastitatis	species	0	0	0	1	0	1	0	0	1	15
2853449	Pseudomonas sp. EYE_354	species	0	0	0	1	3	1	0	2	0	5
447467	Simiduia	genus	0	0	0	1	2	3	1	0	7	3
2604140	Geminocystis sp. GBBB08	species	0	0	0	2	2	7	5	1	21	1
2592067	Tsukamurella asaccharolytica	species	0	0	0	1	0	10	2	0	1	5
2730403	Pedobacter ghigonis	species	0	0	0	2	3	1	0	3	3	0
1946431	Empedobacter sp. UBA1863	species	0	0	0	1	0	0	0	0	0	0
3378074	Mycolicibacterium sp. SCSIO 43805	species	0	0	0	1	1	1	0	1	0	0
1386092	Cellulomonas carbonis	species	0	0	0	1	2	2	6	2	11	21
545276	Thioalkalivibrio sp. ALJ24	species	0	0	0	1	1	1	0	0	1	0
2433	Roseobacter	genus	0	0	0	3	5	12	1	10	10	20
2627060	unclassified Pseudovibrio	no rank	0	0	0	1	4	3	1	0	7	1
2979464	Reichenbachiella agarivorans	species	0	0	0	2	3	4	1	1	16	3
3332596	Spongiimicrobium sp. 3-5	species	0	0	0	2	2	1	0	2	3	2
3379818	Pseudomonas sp. Pseu.R1	species	0	0	0	1	3	0	0	0	0	2
633403	Sporosarcina contaminans	species	0	0	0	1	0	1	0	0	1	5
2558361	Formicincola oecophyllae	species	0	0	0	1	1	2	0	0	4	0
3243510	Bartonella sp. CB12SXKL	species	0	0	0	2	0	0	1	0	1	4
32062	Deinococcus radiophilus	species	0	0	0	1	1	0	0	2	6	3
3364437	Pseudomonas sp. NPDC087342	species	0	0	0	1	3	0	0	0	0	1
2879629	Burkholderia sp. AU31624	species	0	0	0	1	0	1	0	2	0	0
3075394	Nostoc sp. DedQUE09	species	0	0	0	1	0	0	0	2	2	0
1780299	Anaerosolibacter	genus	0	0	0	2	0	4	2	2	29	8
2609466	unclassified Ferrovum	no rank	0	0	0	1	0	6	13	4	4	3
2970253	Raoultella sp. C349492	species	0	0	0	1	0	0	0	0	0	0
346045	Amycolatopsis benzoatilytica	species	0	0	0	1	0	5	2	1	3	0
3021715	Aphanizomenon sp. CS-733/32	species	0	0	0	1	0	0	0	0	1	0
261290	Halorubrum alkaliphilum	species	0	0	0	1	1	0	0	0	0	1
1591158	Xanthomonas sp. LMG 9002	species	0	0	0	1	0	0	5	1	0	0
867345	Ectothiorhodospira magna	species	0	0	0	2	1	2	1	6	12	6
39844	Mesorhizobium tianshanense	species	0	0	0	1	0	2	1	0	2	1
207954	Neptuniibacter caesariensis	species	0	0	0	2	1	6	1	5	5	0
2614442	Pseudomonas sp. LPB0260	species	0	0	0	2	0	1	1	0	4	0
911242	Pseudomonas sp. CFII64	species	0	0	0	1	3	1	0	0	1	3
1581075	Neisseria sp. HMSC31F04	species	0	0	0	1	0	6	12	4	2	1
408067	Yinghuangia seranimata	species	0	0	0	1	0	9	1	1	4	0
2745518	Pseudomonas tritici	species	0	0	0	1	3	0	1	0	0	6
2126993	Paraburkholderia sp. C35	species	0	0	0	1	4	2	3	9	12	4
1345498	Agrobacterium sp. MS2	species	0	0	0	2	1	2	4	0	1	3
3376990	Brevibacterium sp. GP-SGM9	species	0	0	0	1	0	0	0	0	0	0
1736399	Nostocoides sp. Soil756	species	0	0	0	1	22	2	3	14	7	7
262077	Marinobacter daepoensis	species	0	0	0	1	0	2	2	2	2	2
2004595	Clostridium sp. HV4-5-A1G	species	0	0	0	1	2	4	1	1	13	1
2995156	Caulobacter sp. SL161	species	0	0	0	1	6	0	0	3	2	3
2642701	unclassified Spirillospora	no rank	0	0	0	1	0	5	0	1	2	0
1947487	Sphingobacterium sp. UBA2074	species	0	0	0	1	1	0	1	13	1	20
2172015	Pseudonocardia lutea	species	0	0	0	1	2	47	2	0	9	4
3088704	Pseudomonas sp. RA_15y_Pfl2_54	species	0	0	0	2	0	0	0	0	0	0
29488	Photorhabdus luminescens	species	0	0	0	1	1	1	0	1	0	4
237609	Pseudomonas alkylphenolica	species	0	0	0	1	5	3	1	5	2	20
2774965	Enterococcus sp. AZ137	species	0	0	0	1	0	0	0	0	0	0
1380392	Nocardioides sp. URHA0020	species	0	0	0	2	2	4	0	5	10	0
1968	Streptomyces cellulosae	species	0	0	0	1	0	0	3	3	5	0
2919913	Shinella sedimenti	species	0	0	0	1	1	0	0	0	2	0
2839954	Streptomyces hilarionis	species	0	0	0	2	1	1	5	1	3	8
2547404	Roseovarius arcticus	species	0	0	0	1	0	1	0	1	0	6
2957065	Mesorhizobium sp. M1163	species	0	0	0	3	0	0	0	0	1	0
1247546	Pseudomonas hunanensis	species	0	0	0	1	4	0	0	0	4	9
101070	Rummeliibacillus pycnus	species	0	0	0	1	2	0	1	6	10	2
930118	Marinobacter persicus	species	0	0	0	1	1	10	0	3	20	1
2822353	Arthrobacter sp. Bi83	species	0	0	0	1	0	0	0	0	0	0
1508806	Ectobacillus polymachus	species	0	0	0	1	2	3	0	0	3	4
2950546	Roseomonas sp. GC11	species	0	0	0	1	0	4	1	1	10	6
1395944	Aliirhizobium smilacinae	species	0	0	0	1	0	1	1	0	6	2
3054778	Pseudomonas sp. BCRC 81390	species	0	0	0	1	0	0	0	1	1	7
3232981	Cupriavidus sp. 2MCAB6	species	0	0	0	1	4	9	1	2	5	10
2952536	Actinoallomurus rhizosphaericola	species	0	0	0	1	0	0	0	0	2	0
29450	Rhizobium leucaenae	species	0	0	0	1	3	4	2	5	2	19
2213015	Pseudomonas sichuanensis	species	0	0	0	1	1	8	7	6	12	7
2609562	Kineococcus rubinsiae	species	0	0	0	2	1	1	0	0	5	0
2781025	Pseudomonas sp. 3HC3	species	0	0	0	1	0	0	0	0	0	0
1616783	Photobacterium salinisoli	species	0	0	0	1	0	1	0	0	1	0
2798301	Viridibacillus soli	species	0	0	0	1	0	1	0	1	2	1
51670	Hyphomicrobium facile	species	0	0	0	1	1	1	0	0	7	2
3134034	Marinobacter sp. KMM 10035	species	0	0	0	1	1	0	0	0	1	0
2258963	Chryseobacterium pennipullorum	species	0	0	0	1	2	1	0	2	1	3
2609417	Methanochimaera problematica	species	0	0	0	1	0	4	0	0	12	0
2816074	Vibrio sp. Vb2424	species	0	0	0	2	0	1	0	2	1	1
2692858	Pseudanabaena sp. FACHB-1998	species	0	0	0	1	2	6	0	1	13	2
3153706	Splendidivirgaceae	family	0	0	0	1	0	4	0	0	13	0
1759081	Sphingopyxis sp. H100	species	0	0	0	1	2	1	0	1	0	0
2697566	Pseudomonas sp. R5(2019)	species	0	0	0	1	3	2	2	3	5	5
2773306	unclassified Pelagicoccus	no rank	0	0	0	1	2	4	1	1	15	2
248906	Zobellia laminariae	species	0	0	0	1	1	0	0	0	4	0
2698458	Nibribacter ruber	species	0	0	0	1	2	0	1	0	13	4
942866	Cupriavidus alkaliphilus	species	0	0	0	2	6	4	2	14	6	12
337245	uncultured Oxalobacter sp.	species	0	0	0	2	1	3	2	1	6	6
3120822	Pseudomonas sp. 4810-S13	species	0	0	0	1	3	0	0	0	0	2
173973	uncultured Photobacterium sp.	species	0	0	0	1	4	2	4	5	10	4
3402289	Mesorhizobium sp. AaZ16	species	0	0	0	2	5	4	0	2	4	0
2025311	Larkinella terrae	species	0	0	0	1	4	3	1	7	15	17
3155644	Micromonospora sp. NPDC048986	species	0	0	0	1	0	0	0	0	1	0
3082388	Corallococcus caeni	species	0	0	0	1	0	1	0	0	4	2
2762573	Streptococcus sp. 2.1	species	0	0	0	2	1	0	0	0	0	1
2851017	Paracoccus sp. Z118	species	0	0	0	3	1	3	1	0	12	9
2593663	Myceligenerans indicum	species	0	0	0	1	2	1	1	0	0	3
3365102	Streptomyces sp. NPDC020917	species	0	0	0	1	1	0	0	0	2	1
2796399	Pseudomonas sp. TH34	species	0	0	0	1	8	1	0	0	1	1
1290553	Halocynthiibacter namhaensis	species	0	0	0	2	0	0	0	0	2	4
3039426	Lysinibacillus sp. 1 U-2021	species	0	0	0	1	1	3	2	3	0	3
3390580	Lysinibacillus sp. NPDC094177	species	0	0	0	1	0	0	0	0	0	0
2665635	Salmonella sp. S146_54837	species	0	0	0	1	0	0	0	0	18	5
3453910	Acinetobacter sp. 22323	species	0	0	0	1	2	0	9	2	0	4
28174	Vibrio ordalii	species	0	0	0	1	0	0	0	1	0	1
2819116	Arthrobacter sp. ISL-95	species	0	0	0	1	3	2	0	1	2	1
2039713	Neomegalonema sp.	species	0	0	0	1	42	11	11	11	56	18
1938600	Pseudoalteromonas sp. TB64	species	0	0	0	1	0	0	1	0	1	1
1300310	Mesorhizobium calcicola	species	0	0	0	1	0	1	2	2	4	2
44822	Microcystis viridis	species	0	0	0	1	0	0	0	0	0	0
1759331	Cnuibacter	genus	0	0	0	1	2	1	0	2	7	1
754429	Gilvibacter sp. SZ-19	species	0	0	0	1	3	0	2	2	1	2
2841924	Alcaligenes sp. 13f	species	0	0	0	2	0	1	0	0	2	1
1739501	Staphylococcus sp. HMSC057C08	species	0	0	0	1	0	0	0	0	0	3
2995223	Amycolatopsis cynarae	species	0	0	0	1	0	2	1	5	3	0
1137606	Leptospira mayottensis	species	0	0	0	1	0	3	0	1	3	1
2201171	Pseudomonas sp. Leaf98	species	0	0	0	1	1	1	0	0	1	6
3368560	Sulfitobacter sp. 1A05707	species	0	0	0	1	0	0	0	0	0	3
420955	Sphingobium olei	species	0	0	0	4	5	1	1	3	10	6
1413221	Streptomyces ferrugineus	species	0	0	0	1	0	0	0	0	1	0
2827235	Erythrobacter ani	species	0	0	0	1	1	6	2	3	6	1
3449223	Roseovarius sp. B08	species	0	0	0	1	0	2	0	2	3	3
2545756	Marimonas lutisalis	species	0	0	0	1	0	1	0	4	7	1
2729626	Planctomonas sp. JC2975	species	0	0	0	1	1	2	3	1	10	2
3035209	Rhizobium sp. 28DA2	species	0	0	0	1	0	0	0	0	0	1
3160967	Bacillus haimaensis	species	0	0	0	1	0	1	0	0	3	0
2849501	Nocardioides panacis	species	0	0	0	1	2	14	3	2	12	2
930117	Ornithinibacillus halophilus	species	0	0	0	2	3	3	0	3	7	1
3345978	Kribbella sp. NPDC056951	species	0	0	0	1	0	1	1	0	7	0
2339232	Vallicoccus soli	species	0	0	0	1	6	21	2	2	13	5
3057126	Bacteroides sp. ET489	species	0	0	0	2	2	4	0	5	1	1
1176	Aphanizomenon flos-aquae	species	0	0	0	1	0	2	0	0	8	10
2070536	Aquimarina sediminis	species	0	0	0	2	3	4	0	2	11	2
2995320	Thalassomonas sp. RHCl1	species	0	0	0	1	2	1	0	1	1	0
366534	Pseudovibrio japonicus	species	0	0	0	1	0	4	0	0	4	0
3364262	Micromonospora sp. NPDC048935	species	0	0	0	2	0	1	0	0	2	1
3034676	Rhodopseudomonas sp. BAL398	species	0	0	0	2	1	0	1	0	1	1
3156276	Flavobacterium sp. 28YEA47A	species	0	0	0	1	3	2	1	8	2	5
3154835	Actinocrispum sp. NPDC049592	species	0	0	0	1	3	3	2	1	11	2
3098148	Halorubellus sp. PRR65	species	0	0	0	1	0	0	3	5	12	4
3066276	Spiroplasma endosymbiont of Aspidapion aeneum	species	0	0	0	1	0	0	0	0	3	3
2895483	Pseudomonas sp. B21-032	species	0	0	0	1	3	0	0	0	0	6
596085	Prevotella aurantiaca	species	0	0	0	1	1	4	0	3	10	3
943830	Tardiphaga robiniae	species	0	0	0	1	1	3	0	0	2	1
2759848	Pseudomonas sp. 5Ae-yellow	species	0	0	0	1	1	0	0	0	1	1
1323742	Marivita lacus	species	0	0	0	1	0	3	1	1	4	3
112140	Gluconacetobacter johannae	species	0	0	0	1	0	0	0	0	3	0
67365	Streptomyces sparsogenes	species	0	0	0	1	1	4	3	0	1	6
2811781	Varibaculum prostatecancerukia	species	0	0	0	1	1	1	2	0	1	1
3133325	Sorangium sp. So ce1000	species	0	0	0	1	2	8	0	4	12	6
3112563	Paraburkholderia sp. MPAMCS5	species	0	0	0	1	0	2	1	6	0	11
2448266	Pseudomonas sp. Sample_22	species	0	0	0	1	1	0	1	1	0	8
198093	Pseudoroseomonas ludipueritiae	species	0	0	0	1	3	4	4	1	7	1
3050036	Pseudodonghicola flavimaris	species	0	0	0	1	2	2	0	0	1	1
67351	Streptomyces californicus	species	0	0	0	2	0	0	0	0	4	0
2008380	Apilactobacillus timberlakei	species	0	0	0	1	0	2	0	1	1	0
1672219	Cellulomonas sp. A375-1	species	0	0	0	1	1	0	2	0	0	1
2662263	Paraferrimonas sp. SM1919	species	0	0	0	1	1	1	0	0	4	4
1661052	Pseudomonas sp. NBRC 111137	species	0	0	0	1	4	0	0	0	1	14
3003265	Aurantiacibacter sp. MUD11	species	0	0	0	1	0	3	0	4	5	0
2927786	Ferirhizobium litorale	species	0	0	0	1	2	5	2	0	14	1
1647413	Anabaena sp. WA102	species	0	0	0	1	0	0	0	0	0	0
2583821	Arenibacterium halophilum	species	0	0	0	1	2	2	0	1	1	2
3154598	Actinoplanes sp. NPDC024001	species	0	0	0	1	0	5	0	0	3	0
1387834	Paenibacillus terreus	species	0	0	0	1	1	0	3	1	3	2
1569794	Chitinophaga qingshengii	species	0	0	0	1	1	5	2	2	21	5
1566200	Pseudomonas sp. NFACC46-3	species	0	0	0	1	0	0	0	0	0	1
1897729	Halomonas aestuarii	species	0	0	0	1	0	2	1	2	3	3
67818	Atribacterota	phylum	0	0	0	1	0	1	0	1	21	1
1882772	Phyllobacterium sp. OV277	species	0	0	0	2	0	0	0	4	2	2
3346648	Gordonia sp. NPDC058843	species	0	0	0	4	0	0	0	0	1	0
392408	Deinococcus depolymerans	species	0	0	0	1	0	2	0	1	0	0
1985343	Pseudomonas sp. 1239	species	0	0	0	1	1	0	0	0	2	2
3379823	Massilia sp. LXY-6	species	0	0	0	1	3	1	7	16	4	3
2592049	Pontibacter kalidii	species	0	0	0	2	0	2	0	5	10	4
2665464	Pseudomonas sp. PA-1-2A	species	0	0	0	1	2	0	0	0	0	7
352211	Streptomyces sp. AcH 505	species	0	0	0	1	0	2	1	1	5	0
2771361	Roseococcus microcysteis	species	0	0	0	1	5	15	1	3	8	1
1736463	Microbacterium sp. Root1433D1	species	0	0	0	1	0	0	0	0	0	3
2735317	Paenarthrobacter sp. YJN-D	species	0	0	0	1	0	0	1	0	1	0
2819984	Winogradskyella pelagia	species	0	0	0	2	0	3	0	0	14	0
2708338	Salinibacterium sp. ZJ450	species	0	0	0	1	3	0	1	0	0	0
3062681	Cyclobacterium sp. 1_MG-2023	species	0	0	0	2	1	1	0	4	9	4
2802176	Bacillus sp. NTK034	species	0	0	0	1	1	0	0	0	2	0
1759078	Sphingopyxis sp. H071	species	0	0	0	1	0	0	0	0	1	1
2921682	Paenibacillus sp. FSL R7-0312	species	0	0	0	1	1	0	0	0	0	2
1737065	Salinimicrobium flavum	species	0	0	0	1	2	0	0	2	8	2
2908206	Sphingomonas brevis	species	0	0	0	2	0	0	1	2	19	5
3243572	Bartonella sp. OT172YNZD	species	0	0	0	1	2	1	0	0	4	1
2602069	Serinicoccus kebangsaanensis	species	0	0	0	1	7	2	1	0	1	2
2876652	Mesorhizobium sp. BR1-1-2	species	0	0	0	2	0	0	0	0	0	0
1848191	Hyphomonas sp. ND6WE1B	species	0	0	0	1	0	0	0	0	0	0
408139	Leptospira kmetyi	species	0	0	0	1	5	3	1	1	43	5
1003114	Lysobacter yananisis	species	0	0	0	1	5	4	0	2	5	5
3118588	Ewingella docleensis	species	0	0	0	2	0	0	2	2	0	4
173559	Gordonia sihwensis	species	0	0	0	2	1	17	2	2	10	1
1190620	Atopobium sp. ICM42b	species	0	0	0	1	1	1	0	0	0	0
3057365	Bradyrhizobium sp. SZCCHNR1085	species	0	0	0	1	0	0	0	0	1	0
1316444	Blattabacterium sp. (Nauphoeta cinerea)	species	0	0	0	1	0	0	0	0	0	0
1834159	Mycobacterium sp. IS-2888	species	0	0	0	1	0	0	0	0	1	0
2805435	Paraburkholderia sp. J67	species	0	0	0	1	0	0	2	1	4	0
2613965	Pseudooceanicola spongiae	species	0	0	0	1	3	1	0	0	0	8
40223	Methylophaga thalassica	species	0	0	0	1	3	1	0	0	1	0
54910	Brevibacillus centrosporus	species	0	0	0	1	1	6	0	2	24	3
2853432	Allobaculum sp. Allo2	species	0	0	0	1	1	0	0	0	0	2
1882823	Salinivibrio sp. ES.052	species	0	0	0	1	0	3	0	0	2	0
1400133	Allobacillus	genus	0	0	0	1	3	2	0	3	8	2
3390654	Pseudomonas sp. NPDC089918	species	0	0	0	1	2	1	0	0	0	2
2903651	Streptomyces sp. NBC_00442	species	0	0	0	1	0	0	0	0	0	0
2511982	Enterobacter cloacae complex sp. GF14B	species	0	0	0	1	1	1	5	1	21	1
1533	Clostridium fallax	species	0	0	0	2	5	5	1	2	16	2
3048641	Pseudomonas sp. RTS1	species	0	0	0	1	7	1	0	1	0	15
1262912	Parabacteroides sp. CAG:2	species	0	0	0	1	1	4	3	3	0	2
3078805	Parvularcula sp. LCG005	species	0	0	0	1	4	3	2	1	15	2
490629	Amycolatopsis marina	species	0	0	0	1	1	0	0	0	0	0
1517589	Nocardioides albidus	species	0	0	0	2	3	5	0	1	7	1
248905	Zobellia amurskyensis	species	0	0	0	1	0	0	1	0	7	3
1479486	Algimonas arctica	species	0	0	0	1	1	4	0	1	15	0
2899784	Vibrio salinus	species	0	0	0	1	0	2	5	1	5	3
2448263	Pseudomonas sp. Sample_16	species	0	0	0	1	0	0	0	0	0	0
1776288	Burkholderia sp. CCA53	species	0	0	0	1	3	0	0	0	4	1
3050037	Sedimentitalea xiamensis	species	0	0	0	1	7	8	0	4	23	19
1367968	Sinosporangium	genus	0	0	0	1	0	0	0	0	0	0
390250	Labedella	genus	0	0	0	1	0	0	0	9	2	1
2578117	Parasedimentitalea maritima	species	0	0	0	1	2	2	1	1	1	2
3078429	Alcaligenes sp. SJTW-7	species	0	0	0	1	1	0	0	2	3	1
3377113	Aeromonas mytilicola	species	0	0	0	1	0	0	0	5	0	1
1229514	Cupriavidus sp. GA3-3	species	0	0	0	2	0	0	0	0	0	0
1497681	Listeria newyorkensis	species	0	0	0	1	1	0	0	2	7	5
2819149	Halomonas sp. ISL-56	species	0	0	0	1	0	0	0	0	1	0
2844864	Thalassobaculaceae	family	0	0	0	1	1	5	1	2	10	0
2766780	Shewanella cutis	species	0	0	0	1	0	0	0	1	1	9
1323731	Streptomonospora nanhaiensis	species	0	0	0	2	1	0	2	0	0	0
2495430	Curtobacterium sp. Csp2	species	0	0	0	1	0	0	0	1	1	1
1162418	Maritimibacter sp. HL-12	species	0	0	0	1	4	2	1	3	7	0
3055869	Rhodococcus indonesiensis	species	0	0	0	1	0	1	1	0	1	0
712623	Streptococcus sp. oral taxon 061	species	0	0	0	1	0	0	1	1	1	0
2340860	Chachezhania antarctica	species	0	0	0	2	1	0	1	0	5	1
113571	Actinoplanes rectilineatus	species	0	0	0	1	1	2	0	2	4	0
1855306	Tardiphaga sp. OK245	species	0	0	0	2	0	4	2	1	1	0
546874	Microlunatus sagamiharensis	species	0	0	0	2	1	1	0	0	4	3
1571202	Bradyrhizobium altum	species	0	0	0	1	0	0	0	0	3	0
1654741	Bombella	genus	0	0	0	1	0	0	0	0	4	0
37333	Nocardia transvalensis	species	0	0	0	1	1	0	0	1	7	3
2762217	Bacillus norwichensis	species	0	0	0	1	1	0	1	0	5	2
1982224	Arthrospira sp. PCC 8006	species	0	0	0	1	0	1	0	2	0	0
3342307	Pseudomonas sp. LjRoot277	species	0	0	0	1	0	0	0	0	2	1
1335059	Paracoccus sp. FO-3	species	0	0	0	1	6	2	2	6	3	3
3378778	Eubacterium sp. Marseille-QA0814	species	0	0	0	2	9	3	2	1	1	7
2759844	Colwellia sp. BRX10-3	species	0	0	0	1	0	1	1	0	3	0
3373919	Ensifer sp. KUDG1	species	0	0	0	1	0	0	1	0	0	1
546022	Marinimicrobium locisalis	species	0	0	0	1	3	4	1	0	1	3
54076	Thermococcus zilligii	species	0	0	0	3	0	0	0	0	0	0
3119003	Marinobacter sp. C2H3	species	0	0	0	1	1	4	4	0	6	4
300266	Silvimonas terrae	species	0	0	0	1	0	5	3	4	9	2
2871171	Sphingopyxis jiangsuensis	species	0	0	0	3	0	0	1	4	6	0
113569	Cryptosporangium minutisporangium	species	0	0	0	1	0	7	2	0	5	0
92400	[Mycoplasma] anseris	species	0	0	0	1	0	0	0	0	2	1
3079935	Microbacterium limosum	species	0	0	0	2	4	0	3	1	1	1
2738136	Planomonospora sp. ID82291	species	0	0	0	1	1	1	2	1	1	1
2484750	Sphingomonas populi	species	0	0	0	1	3	0	2	3	8	5
2804648	Brevundimonas sp. TWP2-3-2	species	0	0	0	2	3	0	2	9	2	5
2259172	Lewinella sp. IMCC34191	species	0	0	0	1	6	0	0	0	20	4
393303	Nocardioides sp. PD653	species	0	0	0	2	0	2	0	1	3	1
134964	Nocardia africana	species	0	0	0	2	0	1	1	0	3	1
2823721	Cyanobium sp. T1B-Tous	species	0	0	0	1	0	1	1	1	5	26
2293095	Coprococcus sp. OM06-34AC	species	0	0	0	1	0	0	0	0	0	0
3071451	Kocuria cellulosilytica	species	0	0	0	1	0	0	0	0	0	0
463301	Halomonas korlensis	species	0	0	0	1	1	3	3	0	3	3
346912	Labrys miyagiensis	species	0	0	0	1	6	6	2	1	6	4
320324	Formosa agariphila	species	0	0	0	1	4	0	0	2	5	0
1380355	Bradyrhizobium sp. URHD0069	species	0	0	0	2	4	16	2	3	12	13
3395317	Pseudopelagicola sp. nBUS_20	species	0	0	0	1	0	3	0	0	2	4
223958	Exiguobacterium oxidotolerans	species	0	0	0	1	0	0	0	0	0	1
2583849	Agromyces tardus	species	0	0	0	1	2	3	0	1	5	6
1834152	Mycobacterium sp. E802	species	0	0	0	1	0	4	0	0	2	3
2792046	Pseudoalteromonas sp. NZS100	species	0	0	0	1	1	0	1	0	5	2
3344555	Pseudomonas sp. KCJK9111	species	0	0	0	1	0	0	0	0	0	0
1783498	Phytoactinopolyspora alkaliphila	species	0	0	0	3	2	2	2	0	12	6
1501239	Peribacillus huizhouensis	species	0	0	0	2	2	1	0	1	2	4
1048642	Aliidiomarina shirensis	species	0	0	0	2	1	5	9	1	1	1
596495	Sciscionella	genus	0	0	0	1	2	2	1	0	0	0
2653135	Citricoccus sp. K5	species	0	0	0	1	5	8	0	6	1	1
53635	Acidimicrobium ferrooxidans	species	0	0	0	1	1	15	1	3	8	2
2610880	Bifidobacterium canis	species	0	0	0	1	0	1	1	3	1	13
146802	Nocardiopsis alborubida	species	0	0	0	1	0	0	1	0	0	0
2056175	Neisseria sp. N177_16	species	0	0	0	1	0	0	16	0	0	3
3015173	Mesorhizobium sp. Cs1299R1N3	species	0	0	0	1	0	2	0	0	2	1
2991934	Methylophaga sp. OBS3	species	0	0	0	1	0	2	0	0	6	1
