run_accession	library_name	library_layout	first_public	last_updated	fastq_aspera	submitted_galaxy	sample_alias
ERR1725993	MLT.63_3	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/003/ERR1725993/ERR1725993_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/003/ERR1725993/ERR1725993_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725993/MLT.63_2.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725993/MLT.63_2.HR.R2.fastq.gz	MLT.63
ERR2592258	IND.11_3	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/008/ERR2592258/ERR2592258_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/008/ERR2592258/ERR2592258_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592258/11_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592258/11_R2_001.fastq.gz	IND.11
ERR1726000	POL.36_2	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/000/ERR1726000/ERR1726000_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/000/ERR1726000/ERR1726000_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726000/POL.36_1.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726000/POL.36_1.HR.R2.fastq.gz	POL.36
ERR2592263	MKD.62_4	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/003/ERR2592263/ERR2592263_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/003/ERR2592263/ERR2592263_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592263/62_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592263/62_R2_001.fastq.gz	MKD.62
ERR1726003	SVK.9_2	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/003/ERR1726003/ERR1726003_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/003/ERR1726003/ERR1726003_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726003/SVK.9_1.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726003/SVK.9_1.HR.R2.fastq.gz	SVK.9
ERR2592268	POL.36_3	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/008/ERR2592268/ERR2592268_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/008/ERR2592268/ERR2592268_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592268/36_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592268/36_R2_001.fastq.gz	POL.36
ERR1726008	TCD.1_3	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/008/ERR1726008/ERR1726008_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/008/ERR1726008/ERR1726008_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726008/TCD.1_2.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726008/TCD.1_2.HR.R2.fastq.gz	TCD.1
ERR2592270	SRB.37_3	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/000/ERR2592270/ERR2592270_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/000/ERR2592270/ERR2592270_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592270/37_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592270/37_R2_001.fastq.gz	SRB.37
ERR1726011	USA.74a_3	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/001/ERR1726011/ERR1726011_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/001/ERR1726011/ERR1726011_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726011/USA.74a_2.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726011/USA.74a_2.HR.R2.fastq.gz	USA.74a
ERR2592271	SVN.38_3	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/001/ERR2592271/ERR2592271_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/001/ERR2592271/ERR2592271_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592271/38_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592271/38_R2_001.fastq.gz	SVN.38
ERR1726015	USA.74b_5	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/005/ERR1726015/ERR1726015_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/005/ERR1726015/ERR1726015_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726015/USA.74b_4.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726015/USA.74b_4.HR.R2.fastq.gz	USA.74b
ERR1726017	USA.74d_3	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/007/ERR1726017/ERR1726017_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/007/ERR1726017/ERR1726017_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726017/USA.74d_2.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726017/USA.74d_2.HR.R2.fastq.gz	USA.74d
ERR1726018	USA.74e_2	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/008/ERR1726018/ERR1726018_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/008/ERR1726018/ERR1726018_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726018/USA.74e_1.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726018/USA.74e_1.HR.R2.fastq.gz	USA.74e
ERR1726019	USA.74e_3	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/009/ERR1726019/ERR1726019_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/009/ERR1726019/ERR1726019_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726019/USA.74e_2.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726019/USA.74e_2.HR.R2.fastq.gz	USA.74e
ERR2592273	TUR.46_3	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/003/ERR2592273/ERR2592273_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/003/ERR2592273/ERR2592273_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592273/46_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592273/46_R2_001.fastq.gz	TUR.46
ERR1726024	USA.74g_2	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/004/ERR1726024/ERR1726024_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/004/ERR1726024/ERR1726024_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726024/USA.74g_1.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726024/USA.74g_1.HR.R2.fastq.gz	USA.74g
ERR1726026	USA.74g_4	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/006/ERR1726026/ERR1726026_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/006/ERR1726026/ERR1726026_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726026/USA.74g_3.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726026/USA.74g_3.HR.R2.fastq.gz	USA.74g
ERR2592331	CHE.67_6	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/001/ERR2592331/ERR2592331_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/001/ERR2592331/ERR2592331_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592331/67_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592331/67_R2_001.fastq.gz	CHE.67
ERR1726030	ZAF.39_2	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/000/ERR1726030/ERR1726030_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/000/ERR1726030/ERR1726030_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726030/ZAF.39_1.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726030/ZAF.39_1.HR.R2.fastq.gz	ZAF.39
ERR2592333	ECU.14a_2	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/003/ERR2592333/ERR2592333_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/003/ERR2592333/ERR2592333_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592333/14a_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592333/14a_R2_001.fastq.gz	ECU.14a
ERR2592340	USA.74b_6	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/000/ERR2592340/ERR2592340_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/000/ERR2592340/ERR2592340_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592340/74b_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592340/74b_R2_001.fastq.gz	USA.74b
ERR1726033	ZMB.49b_3	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/003/ERR1726033/ERR1726033_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/003/ERR1726033/ERR1726033_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726033/ZMB.49b_2.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726033/ZMB.49b_2.HR.R2.fastq.gz	ZMB.49b
ERR1726034	ZMB.49b_4	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/004/ERR1726034/ERR1726034_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/004/ERR1726034/ERR1726034_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726034/ZMB.49b_3.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726034/ZMB.49b_3.HR.R2.fastq.gz	ZMB.49b
ERR1726035	ZMB.49b_5	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/005/ERR1726035/ERR1726035_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/005/ERR1726035/ERR1726035_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726035/ZMB.49b_4.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726035/ZMB.49b_4.HR.R2.fastq.gz	ZMB.49b
ERR2592244	ALB.17_3	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/004/ERR2592244/ERR2592244_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/004/ERR2592244/ERR2592244_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592244/17_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592244/17_R2_001.fastq.gz	ALB.17
ERR9855088		PAIRED	2022-06-17	2022-06-17	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR985/008/ERR9855088/ERR9855088_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR985/008/ERR9855088/ERR9855088_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR985/ERR9855088/DTU_2016_243_2_MG_Reproduce_22_3_R1.trim.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR985/ERR9855088/DTU_2016_243_2_MG_Reproduce_22_3_R2.trim.fq.gz	DTU_2016_243_2_MG_Reproduce_22_3
ERR1713331	ALB.17	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/001/ERR1713331/ERR1713331_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/001/ERR1713331/ERR1713331_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713331/ALB.17.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713331/ALB.17.HR.R2.fastq.gz	ALB.17
ERR9855091		PAIRED	2022-06-17	2022-06-17	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR985/001/ERR9855091/ERR9855091_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR985/001/ERR9855091/ERR9855091_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR985/ERR9855091/DTU_2016_247_2_MG_Reproduce_53a_3_R1.trim.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR985/ERR9855091/DTU_2016_247_2_MG_Reproduce_53a_3_R2.trim.fq.gz	DTU_2016_247_2_MG_Reproduce_53a_3
ERR2592255	FIN.25_3	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/005/ERR2592255/ERR2592255_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/005/ERR2592255/ERR2592255_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592255/25_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592255/25_R2_001.fastq.gz	FIN.25
ERR1713334	AUT.70	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/004/ERR1713334/ERR1713334_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/004/ERR1713334/ERR1713334_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713334/AUS.70.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713334/AUS.70.HR.R2.fastq.gz	AUS.70
ERR2592260	ISL.28_3	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/000/ERR2592260/ERR2592260_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/000/ERR2592260/ERR2592260_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592260/28_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592260/28_R2_001.fastq.gz	ISL.28
ERR9855092		PAIRED	2022-06-17	2022-06-17	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR985/002/ERR9855092/ERR9855092_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR985/002/ERR9855092/ERR9855092_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR985/ERR9855092/DTU_2016_245_2_MG_Reproduce_27_3_R1.trim.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR985/ERR9855092/DTU_2016_245_2_MG_Reproduce_27_3_R2.trim.fq.gz	DTU_2016_245_2_MG_Reproduce_27_3
ERR1713337	BRA.53a	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/007/ERR1713337/ERR1713337_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/007/ERR1713337/ERR1713337_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713337/BRA.53a.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713337/BRA.53a.HR.R2.fastq.gz	BRA.53a
ERR2592262	LVA.31_4	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/002/ERR2592262/ERR2592262_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/002/ERR2592262/ERR2592262_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592262/31_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592262/31_R2_001.fastq.gz	LVA.31
ERR2592266	NLD.43_5	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/006/ERR2592266/ERR2592266_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/006/ERR2592266/ERR2592266_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592266/43_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592266/43_R2_001.fastq.gz	NLD.43
ERR1713339	CAN.22	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/009/ERR1713339/ERR1713339_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/009/ERR1713339/ERR1713339_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713339/CAN.22.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713339/CAN.22.HR.R2.fastq.gz	CAN.22
ERR2592269	SGP.52_3	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/009/ERR2592269/ERR2592269_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/009/ERR2592269/ERR2592269_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592269/52_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592269/52_R2_001.fastq.gz	SGP.52
ERR1713340	CAN.22a	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/000/ERR1713340/ERR1713340_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/000/ERR1713340/ERR1713340_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713340/CAN.22a.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713340/CAN.22a.HR.R2.fastq.gz	CAN.22a
ERR2592272	TCD.1_5	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/002/ERR2592272/ERR2592272_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/002/ERR2592272/ERR2592272_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592272/1_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592272/1_R2_001.fastq.gz	TCD.1
ERR1713344	CHN.64	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/004/ERR1713344/ERR1713344_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/004/ERR1713344/ERR1713344_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713344/CHN.64.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713344/CHN.64.HR.R2.fastq.gz	CHN.64
ERR2592275	USA.74b_7	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/005/ERR2592275/ERR2592275_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/005/ERR2592275/ERR2592275_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592275/74b_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592275/74b_R2_001.fastq.gz	USA.74b
ERR1713345	CIV.13	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/005/ERR1713345/ERR1713345_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/005/ERR1713345/ERR1713345_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713345/CIV.13.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713345/CIV.13.HR.R2.fastq.gz	CIV.13
ERR2592276	USA.74c_2	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/006/ERR2592276/ERR2592276_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/006/ERR2592276/ERR2592276_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592276/74c_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592276/74c_R2_001.fastq.gz	USA.74c
ERR1713346	COL.2	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/006/ERR1713346/ERR1713346_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/006/ERR1713346/ERR1713346_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713346/COL.2.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713346/COL.2.HR.R2.fastq.gz	COL.2
ERR1713348	DEU.27	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/008/ERR1713348/ERR1713348_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/008/ERR1713348/ERR1713348_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713348/DEU.27.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713348/DEU.27.HR.R2.fastq.gz	DEU.27
ERR2592278	USA.74e_4	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/008/ERR2592278/ERR2592278_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/008/ERR2592278/ERR2592278_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592278/74e_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592278/74e_R2_001.fastq.gz	USA.74e
ERR2592280	USA.74g_9	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/000/ERR2592280/ERR2592280_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/000/ERR2592280/ERR2592280_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592280/74g_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592280/74g_R2_001.fastq.gz	USA.74g
ERR1713349	DNK.71_RA	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/009/ERR1713349/ERR1713349_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/009/ERR1713349/ERR1713349_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713349/DNK.71_RA.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713349/DNK.71_RA.HR.R2.fastq.gz	DNK.71_RA
ERR2592282	ZMB.49_3	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/002/ERR2592282/ERR2592282_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/002/ERR2592282/ERR2592282_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592282/49_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592282/49_R2_001.fastq.gz	ZMB.49
ERR1713358	GHA.4	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/008/ERR1713358/ERR1713358_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/008/ERR1713358/ERR1713358_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713358/GHA.4.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713358/GHA.4.HR.R2.fastq.gz	GHA.4
ERR2592329	CAN.22_3	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/009/ERR2592329/ERR2592329_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/009/ERR2592329/ERR2592329_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592329/22_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592329/22_R2_001.fastq.gz	CAN.22
ERR1713364	IRN.12	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/004/ERR1713364/ERR1713364_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/004/ERR1713364/ERR1713364_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713364/IRN.12.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713364/IRN.12.HR.R2.fastq.gz	IRN.12
ERR2592335	HRV.68_4	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/005/ERR2592335/ERR2592335_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/005/ERR2592335/ERR2592335_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592335/68_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592335/68_R2_001.fastq.gz	HRV.68
