taxonomy_id	name	rank	USA.74g_ERR1713404_db6.diamond	USA.74f_ERR1713403_db6.diamond	USA.74e_ERR1713402_db6.diamond	USA.74i_ERR1713406_db6.diamond	USA.74h_ERR1713405_db6.diamond
263511	Crocosphaera watsonii	species	1	2	2	11	8
2597354	Psychrobacter sp. ANT_H59	species	1	2	5	115	2
69895	Tindallia magadiensis	species	1	5	11	8	42
1718918	Pseudomonas sp. ICMP 561	species	1	0	3	0	9
2725558	Parasphingorhabdus halotolerans	species	2	1	2	5	5
2502191	Pseudomonas sp. 2FG	species	1	1	3	2	22
1926279	Bacillus marasmi	species	1	2	6	9	16
310575	Advenella kashmirensis	species	2	6	3	48	16
3140445	Psychrobacter sp. TB55-MNA-CIBAN-0194	species	1	2	2	3	1
47763	Streptomyces lydicus	species	1	0	1	5	1
3118657	Thermotaleaceae	family	2	3	6	13	82
3363894	Actinophytocola sp. NPDC049390	species	1	0	1	19	0
2742644	Citrobacter sp. RHBSTW-00325	species	1	0	0	1	1
49283	Paenibacillus thiaminolyticus	species	2	2	3	4	29
71999	Kocuria palustris	species	1	3	2	21	32
156977	Microbacterium resistens	species	1	2	5	58	67
2169400	Paragemmobacter aquarius	species	1	6	14	77	45
2692768	Alkalinema sp. FACHB-956	species	1	0	1	145	10
3394380	Streptomyces sp. 4F14	species	1	0	0	0	1
3029274	Amygdalobacter nucleatus	species	1	2	6	10	15
1154	Spirulina	genus	1	6	10	33	4
637393	Herbiconiux moechotypicola	species	1	0	1	29	2
2292925	Bacteroides sp. AF25-5LB	species	1	0	0	0	0
3153301	Methylomonas sp. AM2-LC	species	1	12	11	100	36
1431282	Methanohalophilus levihalophilus	species	1	2	2	13	10
1028742	Pontixanthobacter gangjinensis	species	1	5	1	13	3
1069827	Listeria fleischmannii	species	1	1	0	16	36
1324766	Rothia endophytica	species	1	2	2	10	5
1854057	Mesorhizobium sp. AA22	species	1	0	0	0	0
505341	Gallibacterium salpingitidis	species	2	0	3	10	20
2003551	Cellulomonas sp. PSBB021	species	1	1	3	38	5
1273442	Mycobacterium bourgelatii	species	1	0	1	6	3
3154575	Streptosporangium sp. NPDC006007	species	1	1	0	32	0
946334	Actinoplanes sp. OR16	species	1	0	0	28	3
2921705	Solibacillus sp. FSL W7-1436	species	1	2	1	1	1
211113	Kibdelosporangium philippinense	species	1	0	1	37	1
3404064	Chryseobacterium sp. S-02	species	1	0	3	4	10
2985135	Citrobacter sp. Cpo074	species	1	0	0	0	0
3387277	Rhizobium sp. SAFR-030	species	1	6	2	29	7
3058963	Methylomonas montana	species	1	4	6	107	26
1104780	Sphingosinicella sp. YJ22	species	1	3	0	5	3
3231044	Aquimarina sp. 2304DJ70-9	species	1	2	0	16	5
41899	Burkholderia plantarii	species	1	0	3	11	7
376620	Gluconobacter japonicus	species	1	0	1	9	4
1052259	Klenkia terrae	species	1	0	0	9	2
2202419	Paracoccus sediminilitoris	species	2	0	4	7	3
2654843	Flavobacterium panici	species	1	0	0	0	3
3241168	Litorimonas sp. RW-G-Af-16	species	1	1	2	3	4
462367	Flavisolibacter ginsengisoli	species	1	1	4	28	30
1365375	Pseudomonas sp. UMAB-08	species	1	3	1	3	6
2901193	uncultured Halopseudomonas sp.	species	1	1	0	0	9
2893756	Myroides oncorhynchi	species	1	0	6	2	4
2992147	Defluviimonas salinarum	species	1	2	13	70	17
2628974	unclassified Alishewanella	no rank	1	0	0	0	2
2770592	Flammeovirga sp. EKP202	species	1	3	0	26	15
218490	Polaribacter butkevichii	species	1	1	0	3	2
1806670	Neptuniibacter marinus	species	2	0	2	14	15
2496686	Mesorhizobium sp. M7A.F.Ca.CA.004.06.1.1	species	1	2	1	2	0
1855631	Polynucleobacter parvulilacunae	species	1	0	2	40	7
1742724	Thalassotalea sp. PP2-459	species	1	0	0	0	0
3381626	Mycobacterium sp. SMC-13	species	2	1	10	72	7
3391187	Devosia sp. XGJD_8	species	1	3	2	0	9
2678688	Pseudodesulfovibrio cashew	species	1	5	5	15	13
1615909	Geminocystis sp. NIES-3708	species	1	5	3	10	2
552518	Elstera litoralis	species	1	0	0	7	7
2675780	Enterobacteriaceae endosymbiont of Donacia piscatrix	species	2	0	0	0	0
2508543	Paracoccus luteus	species	1	11	8	11	27
85925	Alkalispirillum mobile	species	1	0	1	10	6
3074559	Vibrio sp. 1456-1	species	1	1	0	3	7
1850373	Rhizobium rhizophilum	species	1	4	10	1	9
2211119	Lujinxingia litoralis	species	1	5	0	36	7
1076937	Fontimonas thermophila	species	1	0	1	2	4
2865838	Mesorhizobium sp. AR07	species	1	0	2	11	12
2044597	Roseovarius nitratireducens	species	1	0	2	9	8
1508451	Polymorphobacter	genus	1	5	9	15	15
2969218	Acaryochloris sp. IP29b_bin.148	species	1	1	3	6	3
1473586	Roseiarcus fermentans	species	1	4	7	22	14
2901836	Fodinisporobacter ferrooxydans	species	1	11	2	12	18
670293	Segetibacter aerophilus	species	1	4	15	25	53
1974213	Prosthecochloris sp. HL-130-GSB	species	1	4	1	19	8
3364279	Micromonospora sp. NPDC050397	species	1	0	0	8	2
3159890	Salmonella sp. SAL4435	species	1	0	0	4	1
2652172	unclassified Nitrospira	no rank	1	6	5	68	15
3016427	Microcystis sp. LE19-41.2A	species	1	0	0	0	0
1881069	Pelagibacterium sp. H642	species	1	2	3	3	4
2493690	Paenibacillus sp. HB172176	species	1	7	4	29	7
1768792	Erythrobacter sp. CCH5-A1	species	1	12	6	50	38
1045317	Sphingomonas lutea	species	1	2	0	1	6
390884	Echinicola vietnamensis	species	1	1	1	3	13
3140477	Pseudomonas sp. H26/SER47-MNA-CIBAN-0231	species	1	0	0	0	0
58050	Moritella	genus	1	10	8	14	16
138	Borrelia	genus	1	2	0	3	17
2282419	Staphylococcus pseudoxylosus	species	1	0	0	1	0
2787132	Anaeromassilibacillus sp. 1001302B_160321_C8	species	1	2	1	6	17
220752	Shewanella gaetbuli	species	1	1	5	2	7
2683677	Burkholderia alba	species	1	1	1	1	18
2949866	Providencia sp. PROV156	species	1	0	0	0	0
1881068	Sphingomonas sp. OV641	species	1	8	7	5	13
1968433	Noviherbaspirillum denitrificans	species	1	3	4	251	26
3392636	Paenalcaligenes sp. Me131	species	1	0	2	5	9
907364	Phytohabitans	genus	1	1	2	45	3
489915	Corynebacterium sputi	species	1	0	4	10	14
431553	Spirosoma luteum	species	1	1	3	16	20
3107926	Chlorogloeopsis sp. ULAP02	species	1	4	0	2	0
1954381	Shimia sp.	species	1	2	10	9	14
63186	Zobellia galactanivorans	species	1	0	0	2	12
2219059	Cysteiniphilum halobium	species	1	2	0	3	6
2576421	Citrobacter sp. wls715	species	1	0	0	0	1
2601156	Acinetobacter sp. YH12224	species	1	0	1	1	0
2984846	Catenovulum adriaticum	species	1	0	0	7	6
1080225	Flagellimonas meridianipacifica	species	1	0	4	2	4
1882827	Variovorax sp. PDC80	species	1	0	0	7	3
415215	Microbacterium fluvii	species	1	0	2	2	3
1121252	Cucumibacter marinus	species	1	1	4	21	1
2231053	Bdellovibrio sp. ZAP7	species	1	0	4	32	16
695982	Halogranum	genus	1	0	0	0	0
3133967	Iodidimonas sp. SYSU 1G8	species	1	7	4	21	9
1560345	Sphingomonas panacis	species	1	0	2	13	2
701042	Mycobacterium marseillense	species	1	0	0	12	0
3073890	Methanosarcina baikalica	species	1	1	1	2	4
2816476	Paradesulfitobacterium ferrireducens	species	1	4	12	16	32
2038656	Sphingobium aquiterrae	species	1	13	27	20	24
78527	Allorhizobium undicola	species	1	3	8	11	7
189770	Chrysiogenaceae	family	2	15	3	26	11
2820877	Fodinibius salsisoli	species	1	2	4	13	23
2527971	Gimesia algae	species	1	6	2	26	2
2527873	Paenibacillus thalictri	species	1	8	0	23	22
2921449	Bacillus sp. FSL K6-0268	species	1	0	1	1	1
2742661	Citrobacter sp. RHBSTW-00678	species	1	0	0	1	0
1430884	Methylibium sp. T29	species	1	1	3	3	7
2527984	Bremerella volcania	species	1	19	5	42	12
2769284	Pseudoxanthomonas sp. PXM03	species	1	13	24	30	109
213223	Geothermobacter	genus	1	4	0	37	3
267818	Lactobacillus kefiranofaciens	species	1	3	6	4	6
241244	Rummeliibacillus stabekisii	species	1	1	1	4	2
523788	Herminiimonas glaciei	species	1	6	2	10	8
908626	Angustibacter	genus	1	3	2	232	5
1816676	Alistipes provencensis	species	1	3	4	2	20
2094025	Pukyongia salina	species	1	1	2	9	7
3017813	Paracoccus onchidii	species	1	3	9	4	28
393763	Anaerobacillus alkalilacustris	species	1	1	2	1	5
3351532	Pseudomonas sp. CR3202	species	1	0	0	3	2
1572857	Fontibacillus solani	species	1	0	2	20	9
1680591	Scytonema sp. PCC 10023	species	1	2	1	64	6
1920421	Paenibacillus sp. FSL H7-0331	species	1	0	0	9	1
2070575	Pseudomonas sp. MPBD4-3	species	1	0	0	0	3
2876636	Mesorhizobium sp. CO1-1-11	species	1	0	1	3	0
2292343	Collinsella sp. TM09-10AT	species	1	1	6	1	8
2950439	Aquibacillus salsiterrae	species	1	0	0	6	7
3127706	Parerythrobacter aurantius	species	0	6	7	10	13
2867268	Streptomyces ortus	species	0	1	0	2	1
187982	Amycolatopsis palatopharyngis	species	0	1	0	12	2
2777966	Nodosilinea sp. LEGE 06152	species	0	1	0	5	0
217495	Lederbergia ruris	species	0	5	4	13	11
2067959	Lelliottia sp. AC1	species	0	1	0	0	1
2778729	Microvirga pudoricolor	species	0	6	6	40	12
2588535	Candidatus Methylopumilus rimovensis	species	0	4	1	2	0
2972479	Arthrobacter sp. CJ23	species	0	2	0	12	3
3342118	Paraliobacillus sp. JSM ZJ581	species	0	1	3	3	16
600628	Dongia soli	species	0	14	7	66	12
2851645	Microbacterium croceum	species	0	1	1	0	0
1541170	Sphingomonas morindae	species	0	2	0	4	3
2775301	Rhizobium sp. CFBP 8752	species	0	2	3	1	1
1528880	Streptomyces fuscigenes	species	0	2	0	5	0
3058434	Thermanaerothrix solaris	species	0	71	3	3	15
2629118	unclassified Yoonia	no rank	0	5	1	14	20
3127116	Roseovarius sp. D22-M7	species	0	4	1	45	1
3037649	Natronococcus sp. A-GB7	species	0	1	0	0	0
3054952	Galbitalea sp. SE-J8	species	0	3	3	78	9
2992760	Planococcus sp. A6	species	0	1	0	6	0
162491	Oerskovia	genus	0	28	2	104	23
875171	Celeribacter baekdonensis	species	0	2	8	34	24
2869515	Collinsella ureilytica	species	0	1	1	3	9
115551	Vreelandella neptunia	species	0	4	1	5	15
1736477	Mesorhizobium sp. Root157	species	0	1	2	20	12
191495	Conexibacter woesei	species	0	15	4	223	22
548579	Isoptericola jiangsuensis	species	0	4	6	14	14
96492	Frigoribacterium	genus	0	2	2	41	13
246	Chryseobacterium balustinum	species	0	1	10	23	57
1382928	Ardenticatenia	class	0	20	1	87	2
2606599	Alteribacillus sp. YIM 98480	species	0	2	0	0	3
3423363	Leptolyngbya sp. AN02str	species	0	8	2	37	6
3073900	Domibacillus sp. 8LH	species	0	2	0	4	8
2699202	Stagnihabitans tardus	species	0	18	21	131	97
3378215	Candidatus Caldatribacteriaceae	family	0	405	3	2	2
2751350	Pseudomonas sp. GW456-12-1-14-TSB6	species	0	5	10	4	10
2985506	Homoserinibacter sp. YIM 151385	species	0	1	7	32	3
1333996	Variibacter gotjawalensis	species	0	7	11	23	5
2921558	Sporosarcina sp. FSL K6-5500	species	0	3	0	0	5
3397852	Caldisericum sp. AR60	species	0	22	1	6	1
1708783	Halopseudomonas oceani	species	0	1	6	1	9
2259330	Stenotrophomonas sp. ATCM1_4	species	0	7	24	11	9
2772510	Paenibacillus oceani	species	0	1	2	7	13
1778678	Paenibacillus psychroresistens	species	0	8	4	33	18
1629062	Antricoccus suffuscus	species	0	1	4	91	14
2320	Methanopyrus kandleri	species	0	1	0	0	1
3063993	Hymenobacter sp. CA2-7	species	0	4	3	17	8
356302	Chitinimonas koreensis	species	0	11	6	36	38
45070	Legionella nautarum	species	0	6	10	10	4
221287	Mastigocladopsis repens	species	0	7	4	11	13
2626006	unclassified Azohydromonas	no rank	0	1	1	0	1
1431246	Mycolicibacterium anyangense	species	0	1	2	170	5
3016092	Micromonospora sp. WMMD998	species	0	1	0	0	0
491923	Parvularcula lutaonensis	species	0	1	6	6	5
2644549	unclassified Sphingosinicella	no rank	0	3	1	0	2
2742202	Lolliginicoccus lacisalsi	species	0	1	1	6	1
3073902	Buttiauxella selenatireducens	species	0	2	2	1	4
2831662	Gordonia pseudamarae	species	0	4	0	1	1
1231134	Rhodovulum viride	species	0	1	3	6	5
2877123	Winogradskyella alexanderae	species	0	3	1	2	3
52	Chondromyces crocatus	species	0	28	6	86	25
2675002	Halalkalicoccus subterraneus	species	0	1	0	1	3
2644544	unclassified Flagellimonas	no rank	0	2	1	7	8
484184	Paenibacillus taichungensis	species	0	3	1	4	4
3121296	Marinomonas sp. TI.3.20	species	0	1	1	1	3
1288494	Nitrosospira lacus	species	0	3	2	31	9
2599198	Candidatus Poseidonia	genus	0	4	1	12	5
1289170	Leucobacter ruminantium	species	0	10	8	54	34
2712698	Salaquimonas pukyongi	species	0	11	0	8	0
2565556	Sphingopyxis sp. PAMC25046	species	0	7	6	9	24
2728037	Tautonia rosea	species	0	18	8	88	9
375489	Paenibacillus cellulosilyticus	species	0	7	2	6	6
2572682	Moorella sp. E308F	species	0	2	3	3	7
210768	Synechococcus sp. MW101C3	species	0	1	0	21	0
1965549	Gemmiger sp. An120	species	0	2	10	9	23
2807194	Paenibacillus sp. J2TS4	species	0	2	2	7	7
379075	Sediminitomix flava	species	0	6	6	28	73
2826939	Stakelama marina	species	0	1	3	9	0
2929802	Agromyces larvae	species	0	4	1	22	8
60450	Kribbella sandramycini	species	0	1	1	25	17
3420764	Bradyrhizobium sp. HKCCYLS2038	species	0	4	2	4	3
2836180	Alteromonas oceanisediminis	species	0	2	0	3	2
2967972	Spiroplasma endosymbiont of Anurida maritima	species	0	13	24	4	4
1348235	Candidatus Similichlamydia	genus	0	2	1	1	0
2716930	Falsiroseomonas algicola	species	0	3	1	43	1
1325088	Bradyrhizobium sp. CCBAU 51627	species	0	5	1	5	0
980254	Roseimaritima ulvae	species	0	37	8	125	31
53365	Catellatospora	genus	0	6	1	216	16
3043293	Halomonas kalidii	species	0	8	3	2	8
159450	Paraburkholderia sacchari	species	0	5	3	6	18
3113722	Cohnella sp. 56	species	0	2	3	8	9
2184697	Acuticoccus sediminis	species	0	2	5	33	10
2614639	Microbacterium lushaniae	species	0	1	0	7	5
76891	Asticcacaulis biprosthecium	species	0	4	4	6	17
2771432	Polycladospora coralii	species	0	9	0	12	6
2560057	Terasakiella sp. SH-1	species	0	2	1	7	4
3038776	Lysobacter arvi	species	0	3	5	3	14
2780400	Nostoc sp. CHAB 5715	species	0	4	2	3	1
721133	Nitratireductor indicus	species	0	5	4	9	5
156979	Pseudoglutamicibacter cumminsii	species	0	5	6	17	25
2653932	Citrobacter telavivensis	species	0	1	4	2	9
2909265	Sphingopyxis sp. MSC1_008	species	0	4	7	15	44
2989832	Aeromonas sp. QDB25	species	0	1	8	10	129
3364642	Streptomyces sp. NPDC002328	species	0	3	4	4	12
912	Nitrobacter hamburgensis	species	0	2	2	62	12
2979869	Reichenbachiella carrageenanivorans	species	0	9	3	13	17
2744522	Mesorhizobium sp. L-8-3	species	0	1	0	1	3
3108736	Antiquaquibacter	genus	0	15	10	38	8
686800	Aerolutibacter ruishenii	species	0	10	13	48	91
709883	Micromonospora zamorensis	species	0	2	1	12	9
1296320	Anabaena catenula	species	0	4	0	20	2
1112215	Salinibacterium sp. PAMC 21357	species	0	3	1	1	3
1426	Parageobacillus thermoglucosidasius	species	0	2	0	6	11
2493111	Lacticaseibacillus hulanensis	species	0	1	2	2	10
1385663	Hymenobacter sp. DG25A	species	0	1	0	1	5
450363	Nocardioides fonticola	species	0	3	3	105	13
2908895	unclassified Pauljensenia	no rank	0	1	2	2	1
2954730	Paenibacillus sp. FSL F4-0125	species	0	1	0	0	6
889306	Jeotgalibacillus soli	species	0	2	0	3	6
1892251	Coleofasciculaceae	family	0	8	2	5	0
3068890	Paenibacillus sp. GD4	species	0	1	0	0	0
3036245	Paralimibaculum aggregatum	species	0	11	5	46	5
259354	Desulfatibacillum alkenivorans	species	0	32	9	17	30
1835723	Arthrobacter sp. OY3WO11	species	0	2	0	22	3
2749832	Rhizobium sp. WYCCWR 11128	species	0	1	0	0	2
2910677	Flavobacterium anseongense	species	0	4	7	10	31
2489174	Palleronia caenipelagi	species	0	7	1	6	7
1931232	Marinitenerispora sediminis	species	0	1	0	23	0
60454	Erythrobacter tepidarius	species	0	34	5	10	6
103725	Kutzneria kofuensis	species	0	1	0	6	2
3390580	Lysinibacillus sp. NPDC094177	species	0	1	2	0	2
553636	Lysobacter korlensis	species	0	10	7	40	45
2613842	Marinihelvus fidelis	species	0	11	5	39	12
1798183	Gilliamella intestini	species	0	1	0	1	2
108150	Thermoanaerobacter italicus	species	0	1	1	3	3
255248	Leuconostoc garlicum	species	0	1	0	0	0
74312	Brevundimonas variabilis	species	0	5	5	11	163
2282382	Thalassococcus profundi	species	0	1	0	6	0
132144	Candidatus Glomeribacter gigasporarum	species	0	11	1	14	3
3119828	Pelagibacterium mangrovi	species	0	1	5	16	7
291179	Subsaximicrobium wynnwilliamsii	species	0	5	4	19	24
2067452	Tabrizicola sp. TH137	species	0	14	4	42	28
1295327	Croceicoccus	genus	0	6	5	66	11
2763317	Agrilutibacter solisilvae	species	0	6	7	32	43
2703787	Chitinophaga agri	species	0	1	1	3	19
1917182	Paracandidimonas soli	species	0	5	6	145	38
1834097	Mycobacterium sp. 852002-51163_SCH5372311	species	0	1	1	6	0
3388663	Pontitalea aquivivens	species	0	7	4	57	104
2919364	Novacetimonas	genus	0	1	0	1	3
2933912	Leptolyngbya sp. ST-U4	species	0	1	5	2	2
2731251	Acinetobacter sp. ANC 5414	species	0	2	14	5	9
1353136	Synechococcus sp. CBW1004	species	0	4	1	262	7
3062783	Neomoorella carbonis	species	0	5	5	4	5
312539	Acidianus sulfidivorans	species	0	1	0	0	0
1528868	Mucilaginibacter roseus	species	0	3	0	2	2
617123	Lachnoanaerobaculum umeaense	species	0	3	3	12	17
2828742	Endozoicomonas sp. SESOKO1	species	0	3	2	36	19
114	Gemmata obscuriglobus	species	0	9	8	91	10
1965580	Bacteroides sp. An19	species	0	8	0	1	14
2072018	Meridianimarinicoccus roseus	species	0	2	10	10	2
2731756	Teredinibacter purpureus	species	0	8	2	13	10
2834430	Mucilaginibacter sp. Bleaf8	species	0	3	1	7	9
2932247	Leucobacter allii	species	0	12	3	44	31
340214	Lentibacillus kapialis	species	0	3	1	2	5
175570	Virgisporangium aurantiacum	species	0	2	5	116	6
2745512	Pseudomonas shahriarae	species	0	8	12	7	10
340268	Tardiphaga alba	species	0	6	7	15	6
1747221	Rhodanobacter sp. L36	species	0	4	3	10	9
593909	Mesorhizobium opportunistum	species	0	1	0	1	1
2614638	Microbacterium caowuchunii	species	0	3	0	21	3
13275	Suttonella	genus	0	59	17	1	1
36807	Microbacterium laevaniformans	species	0	6	6	16	20
2614931	unclassified Hoeflea	no rank	0	3	7	6	1
39773	Methylomicrobium	genus	0	15	7	206	117
3439061	Methanococcoides sp. FTZ1	species	0	7	0	3	1
1768789	Methylobacterium sp. CCH7-A2	species	0	5	15	40	17
531	Polaribacter irgensii	species	0	1	0	5	12
93929	Thermotoga petrophila	species	0	6	0	1	0
3416605	Flavobacterium sp. MMS24-S5	species	0	2	1	1	1
2586998	Novosphingobium sp. SG720	species	0	3	4	10	3
1166078	Aureimonas phyllosphaerae	species	0	2	1	1	0
298794	Methylobacterium variabile	species	0	1	1	14	0
2053833	Paramagnetospirillum kuznetsovii	species	0	7	4	10	18
370777	Arenimonas daejeonensis	species	0	5	2	46	27
370979	Flavobacterium defluvii	species	0	3	1	1	17
1659309	uncultured Lentibacter sp.	species	0	2	0	6	7
2498452	Rhodomicrobium lacus	species	0	13	0	5	4
202789	Actinobaculum massiliense	species	0	3	3	3	17
173363	Brachybacterium fresconis	species	0	2	0	19	1
632773	Salisediminibacterium beveridgei	species	0	5	0	8	8
2609473	unclassified Roseiflexus	no rank	0	39	3	81	21
1641972	Rhodobacter lacus	species	0	9	12	6	5
2485126	Erwinia sp. JUb26	species	0	1	1	4	3
3342716	Streptacidiphilus cavernicola	species	0	7	1	18	1
28907	Caedibacter taeniospiralis	species	0	7	12	15	6
2620237	unclassified Virgibacillus	no rank	0	3	2	1	4
2721164	Pseudoruegeria sp. HB172150	species	0	1	0	6	4
2903568	Kitasatospora sp. NBC_00458	species	0	1	0	2	0
2322	Methanohalobium evestigatum	species	0	22	1	3	2
2259016	Edaphobacter bradus	species	0	6	3	8	2
94254	Dyadobacter fermentans	species	0	2	3	8	15
37330	Nocardia nova	species	0	5	4	30	4
3233381	Ruminococcus sp. JL13D9	species	0	3	13	22	45
3118750	Methylocystis borbori	species	0	2	2	12	3
1224513	Teichococcus aerophilus	species	0	1	1	10	6
1874277	Conexivisphaera calida	species	0	3	0	1	4
2720078	Variovorax sp. dw_954	species	0	2	0	41	16
2643834	unclassified Streptacidiphilus	no rank	0	1	0	13	1
2962043	Allokutzneria sp. A3M-2-11 16	species	0	1	1	16	1
1313211	Lentisphaeria	class	0	26	4	31	70
652722	Prevotella sp. oral taxon 313	species	0	12	1	2	41
3154631	Micromonospora sp. NPDC050686	species	0	3	3	10	4
704093	Anaerobacillus	genus	0	4	0	6	6
1610491	Lampropedia cohaerens	species	0	7	16	26	34
2093745	Pseudomonas sp. Kh14	species	0	94	3	17	21
2225	Methanococcoides	genus	0	13	3	14	14
402171	Lapillicoccus jejuensis	species	0	3	3	214	24
1434100	Methanosarcina sp. MTP4	species	0	3	1	0	3
2841597	Streptomyces beigongshangae	species	0	1	0	0	1
2984949	Sphingomonas caeni	species	0	6	0	7	8
2025310	Larkinella knui	species	0	8	3	24	21
64973	Terasakiella pusilla	species	0	4	2	20	17
1931992	Gandjariella thermophila	species	0	1	1	39	0
102	Polaribacter glomeratus	species	0	2	1	2	9
535290	Legionella nagasakiensis	species	0	4	0	14	4
655643	uncultured Actinobaculum sp.	species	0	1	3	1	1
374515	Pelagibius litoralis	species	0	23	2	25	13
461393	Actinomyces massiliensis	species	0	3	9	15	34
2871169	Stenotrophomonas forensis	species	0	2	2	5	14
3404050	Luteibacter sp. E-22	species	0	1	0	5	4
2717479	Pseudomonas sp. WS 5071	species	0	17	14	5	2
3133975	Pararhizobium sp. A13	species	0	1	4	4	1
2919173	Desulfuromonas sp. KJ2020	species	0	11	8	10	42
256701	Glutamicibacter arilaitensis	species	0	1	1	33	88
2893554	Paucibacter sp. B2R-40	species	0	2	8	56	67
2670374	Jiangella anatolica	species	0	6	2	28	7
553981	Candidatus Nitrosacidococcus tergens	species	0	2	0	5	3
3059076	Marivirga arenosa	species	0	2	0	4	23
2801334	Chryseobacterium tagetis	species	0	1	11	2	11
17	Methylophilus methylotrophus	species	0	3	4	119	36
269670	Sporolactobacillus nakayamae	species	0	2	1	0	8
3138073	Ancylobacter sp. IITR112	species	0	6	5	11	5
693499	uncultured Demequina sp.	species	0	2	1	32	3
2448266	Pseudomonas sp. Sample_22	species	0	2	0	0	1
3018973	Sphingobium sp. BS19	species	0	1	6	22	15
2546366	Rippkaea orientalis	species	0	3	0	14	6
3442641	Formosa sp. A9	species	0	2	2	7	8
1344951	Sphingomonas naasensis	species	0	2	3	2	8
3119568	Bremerella sp. TYQ1	species	0	13	2	20	9
2903901	Phenylobacterium sp. LH3H17	species	0	8	2	11	13
444515	Maribacter forsetii	species	0	1	0	0	1
1457365	Cyclonatronum proteinivorum	species	0	9	6	23	29
527200	Thiorhodococcus fuscus	species	0	7	10	1292	17
291989	Thermosediminibacter litoriperuensis	species	0	3	5	4	17
2735894	Hymenobacter caeli	species	0	1	0	4	4
2633430	unclassified Saccharospirillum	no rank	0	12	3	9	31
3346704	Amycolatopsis sp. NPDC059021	species	0	1	0	11	1
3017319	Agrobacterium sp. ST15.13.015	species	0	1	2	0	1
1647556	Polycladidibacter hongkongensis	species	0	2	1	3	4
2964617	unclassified Halalkalibaculum	no rank	0	4	1	9	5
2075551	Pseudomonas sp. DP16D-R1	species	0	3	7	6	20
2823707	Cyanobium sp. Candia 9D4	species	0	1	0	12	4
65505	Virgisporangium ochraceum	species	0	3	4	50	2
493781	Falsibacillus pallidus	species	0	2	1	1	5
1142	Synechocystis	genus	0	100	4	185	10
2307	Pyrodictiaceae	family	0	1	0	2	1
2448774	Ralstonia sp. SET104	species	0	1	1	13	7
1871616	Dietzia sp.	species	0	4	13	6	0
930130	Oceanobacillus halophilus	species	0	1	2	1	5
2023130	Rhodopirellula sp. MGV	species	0	7	0	38	9
3140361	Flavobacterium sp. CAU 1735	species	0	2	1	5	20
1248760	Blastomonas sp. AAP53	species	0	6	1	15	7
2607834	Moorena sp. SIO3H5	species	0	3	0	10	9
3447506	Mycoplasma sp. 3341	species	0	1	0	1	1
36806	Microbacterium dextranolyticum	species	0	3	5	10	9
1775135	Streptomyces boluensis	species	0	1	0	0	0
1321365	Tistlia consotensis	species	0	8	5	18	15
2774142	Paenibacillus arenosi	species	0	3	0	2	2
2823708	Cyanobium sp. CH-040	species	0	7	0	40	3
2618750	unclassified Fulvimarina	no rank	0	2	0	0	0
1811552	Nocardioides sp. REDSEA-S30_B4	species	0	1	0	29	4
438596	Salinimicrobium xinjiangense	species	0	4	1	3	22
2683197	Sphingomonas sp. SFZ2018-12	species	0	2	6	13	5
3368577	Sulfitobacter sp. M23508	species	0	1	0	0	14
2795602	Bremerella sp.	species	0	5	1	29	8
228599	Nocardia higoensis	species	0	8	0	13	1
2637958	unclassified Rhodoblastus	no rank	0	8	41	14	50
3240872	Falsihalocynthiibacter sp. CO-5D18	species	0	1	0	1	1
2507582	Rhodococcus sp. ABRD24	species	0	1	0	12	1
2025311	Larkinella terrae	species	0	4	4	8	17
1890673	Celeribacter sp.	species	0	1	8	32	10
2054280	Kocuria tytonis	species	0	2	0	7	1
2795217	Ramlibacter algicola	species	0	3	3	44	16
909928	Negativicoccus	genus	0	3	3	8	22
89050	Actinacidiphila yeochonensis	species	0	2	0	10	1
3125785	Methanolobus sp. WCC5	species	0	4	2	32	7
543877	Pelagerythrobacter marensis	species	0	5	12	14	4
3143536	Hyphococcus lacteus	species	0	40	0	2	3
1499308	Paracoccus mutanolyticus	species	0	5	9	4	11
3155675	Streptomyces sp. NPDC051940	species	0	1	0	37	0
332950	Enterococcus termitis	species	0	2	3	6	6
407226	Rubritalea squalenifaciens	species	0	7	4	31	12
3056445	Sporosarcina trichiuri	species	0	1	0	0	0
83868	Palaeococcus ferrophilus	species	0	15	2	4	4
2847973	Synechococcus sp. CS-1331	species	0	2	0	8	1
285679	Micromonospora lupini	species	0	2	0	3	1
3413057	Undibacterium sp. Xuan67W	species	0	3	3	3	22
88374	Agromyces rhizosphaerae	species	0	2	2	0	1
1566282	Sphingomonas sp. NFR15	species	0	2	1	0	2
452979	Kineococcus gynurae	species	0	2	0	53	10
547188	Phycisphaera mikurensis	species	0	26	10	114	26
48935	Novosphingobium aromaticivorans	species	0	5	7	118	14
2926029	Stenotrophomonas sp. Ste96	species	0	1	0	1	3
2580413	Microvirga brassicacearum	species	0	1	7	9	3
2976354	Natronoarchaeaceae	family	0	6	0	2	2
146017	Mycolicibacterium boenickei	species	0	1	0	3	0
3128900	Spirosoma sp. SC4-14	species	0	6	6	23	22
1265931	Rhizobium metallidurans	species	0	1	5	0	2
1768776	Sphingomonas sp. CCH9-E2	species	0	1	0	1	0
3415675	Cellulomonas sp. McL0617	species	0	3	0	45	5
3050636	Paracoccus sp. SSJ	species	0	2	2	5	8
2666307	Cupriavidus lacunae	species	0	1	3	120	15
