taxonomy_id	name	rank	ISR.29_ERR1713366_db6.diamond	HUN.61_ERR1713361_db6.diamond	HRV.68_ERR1713360_db6.diamond	FIN.25_ERR1713356_db6.diamond	IRN.12_ERR1713364_db6.diamond	ISL.28_ERR1713365_db6.diamond	GEO.59_ERR1713357_db6.diamond	IRL.69_ERR1713363_db6.diamond	IND.11_ERR1713362_db6.diamond	GHA.4_ERR1713358_db6.diamond
2724524	Amycolatopsis acididurans	species	0	1	1	0	1	1	0	0	1	1
3097554	Photorhabdus africana	species	0	2	2	2	1	0	0	0	4	1
2975439	Pseudomonas sp. GD04158	species	0	1	0	0	0	0	0	0	0	0
225148	Candidatus Rhabdochlamydia porcellionis	species	0	3	2	0	2	0	0	5	13	3
53388	Microlunatus antarcticus	species	0	3	1	6	0	1	0	9	5	5
3379826	Neobacillus sp. LXY-4	species	0	2	1	3	0	1	0	1	7	17
13689	Sphingomonas paucimobilis	species	0	2	3	9	9	3	0	6	12	0
123312	Curtobacterium sp. VKM Ac-1376	species	0	1	0	0	0	0	0	0	0	2
454136	[Phormidium ambiguum] IAM M-71	species	0	1	0	2	2	1	2	1	6	19
2962887	Lewinella sp. JB7	species	0	1	0	0	0	0	2	2	6	49
1577788	Methanomassiliicoccaceae	family	0	10	3	4	2	0	0	0	13	12
687388	Saccharomonospora piscinae	species	0	1	0	0	0	0	0	0	1	2
2723060	Sphingopyxis sp. JAI108	species	0	1	1	3	1	3	0	3	6	2
2834459	Allobaculum mucilyticum	species	0	1	2	6	2	10	0	1	16	18
173361	Brachybacterium rhamnosum	species	0	1	0	0	0	0	0	0	1	3
862126	Mucilaginibacter ginsenosidivorax	species	0	6	0	1	2	1	0	3	7	46
1280947	Hyphomonas chukchiensis	species	0	1	0	0	0	2	2	5	1	5
2929782	Streptomyces sp. XM4193	species	0	2	1	0	0	0	0	0	0	0
2681555	Fodinicola acaciae	species	0	3	0	6	1	0	1	1	6	15
1855332	Nitrosospira sp. Nsp13	species	0	1	2	4	0	3	0	10	0	10
535091	Campylobacter sp. MIT 99-7217	species	0	1	2	3	6	0	0	0	5	4
2940578	Sphingobium sp. B1D7B	species	0	1	0	0	0	2	0	1	4	1
3079931	Olivibacter sp. CPCC 100613	species	0	2	1	2	1	1	1	3	16	18
1965575	Lachnoclostridium sp. An181	species	0	3	8	25	1	6	0	5	31	28
2931975	Halosolutus gelatinilyticus	species	0	1	0	2	0	0	0	0	0	0
2759953	Natronospirillum operosum	species	0	1	2	1	1	5	7	2	4	13
3237476	Bosea sp. 2RAB26	species	0	2	1	4	1	0	0	2	4	3
3048008	Microbacterium dauci	species	0	1	9	2	0	4	0	7	7	3
1736537	Devosia sp. Root436	species	0	1	0	3	1	0	0	10	0	1
770	Anaplasma marginale	species	0	4	2	4	0	0	0	1	7	3
1872403	Lutimonas sp.	species	0	4	1	3	3	2	3	4	22	20
1706373	Microbulbiferaceae	family	0	1	1	0	0	0	0	2	2	9
1571877	Hymenobacter sp. AT01-02	species	0	1	0	0	0	2	0	0	5	1
1163671	Clostridium sp. 12(A)	species	0	2	4	5	3	0	0	0	10	1
2772559	Peribacillus faecalis	species	0	1	5	5	0	1	1	4	13	17
2493119	Bifidobacterium xylocopae	species	0	1	0	0	2	0	0	0	1	7
2821358	Cupriavidus sp. AcVe19-6a	species	0	2	1	2	7	3	0	4	1	1
2033586	Afifella sp. IM 167	species	0	2	0	2	1	1	0	1	6	4
1385763	Novosphingobium sp. Chol11	species	0	1	1	4	5	6	3	9	3	7
3085900	Plantactinospora sp. KLBMP9567	species	0	1	0	0	1	0	0	0	0	2
3453916	Roseateles sp. 22389	species	0	3	0	2	5	392	1	1	1	4
748247	Azoarcus sp. KH32C	species	0	7	18	20	24	24	3	12	32	63
2710881	Sphingobacterium sp. SGG-5	species	0	1	4	10	7	3	0	14	37	100
2637926	unclassified Phycicoccus	no rank	0	4	3	0	1	1	1	1	2	5
3159911	Salmonella sp. SAL4456	species	0	1	0	0	0	0	0	0	1	73
1750598	Dissulfurimicrobium hydrothermale	species	0	4	0	1	1	0	0	0	4	30
230091	Micromonospora endolithica	species	0	1	0	0	0	0	0	0	1	0
2793807	Bradyrhizobium sp. IC4060	species	0	1	1	1	1	0	0	3	0	0
453304	Agromyces aureus	species	0	2	1	2	0	0	0	5	3	0
2026240	Klebsiella quasivariicola	species	0	2	1	27	9	8	6	17	42	4
3048889	Candidatus Ventrimonas sp.	species	0	2	0	3	4	0	1	10	27	3
2010330	Oleiagrimonas sp.	species	0	1	1	13	1	3	1	3	11	21
2593646	Chryseobacterium binzhouense	species	0	2	162	209	272	311	257	225	93	13
1665556	Bacillus sp. LL01	species	0	1	2	3	0	0	0	0	3	3
2883512	Citrifermentans	genus	0	3	1	2	2	0	0	1	16	33
2994642	Acinetobacter nematophilus	species	0	1	6	11	8	7	22	158	0	1
2527970	Blastopirellula retiformator	species	0	4	6	3	3	0	1	4	12	92
1287738	Achromobacter dolens	species	0	2	4	12	9	3	0	4	7	3
2781962	Agromyces archimandritae	species	0	1	0	2	1	2	0	3	7	10
1494606	Sporohalobacter salinus	species	0	2	2	6	1	0	0	8	31	51
1502762	Janthinobacterium sp. RA13	species	0	1	0	0	0	1	40	0	0	0
2697035	Paenibacillus glycinis	species	0	2	1	1	0	0	0	0	12	35
1658783	uncultured Aliiroseovarius sp.	species	0	2	1	4	0	2	0	3	1	12
2067454	Emticicia sp. TH156	species	0	4	0	1	3	12	6	7	3	5
2183911	Salinisphaera sp. LB1	species	0	1	0	0	2	1	0	3	5	6
432652	uncultured Endozoicomonas sp.	species	0	1	1	2	6	3	0	4	1	5
2608327	Burkholderia sp. Cy-637	species	0	1	1	0	0	0	0	0	12	0
3400999	Algibacter ulvanivorans	species	0	3	6	5	4	1	2	13	4	3
246432	Staphylococcus equorum	species	0	1	15	18	27	5	2	16	16	9
2692626	Pseudomaricurvus sp. HS19	species	0	2	2	1	2	4	1	0	9	10
2249427	Cognataquiflexum aquatile	species	0	1	0	0	1	5	2	5	3	22
3141700	Chryseotaleaceae	family	0	3	0	3	2	8	0	3	5	14
2818433	Marinobacter sp. NFXS9	species	0	1	4	0	0	0	0	2	7	7
3081289	Paenibacillus sp. MMO-177	species	0	1	2	1	3	0	0	0	13	9
1761781	Clostridium sp. DSM 8431	species	0	1	6	11	8	0	0	12	57	25
1082580	Dyadobacter jejuensis	species	0	6	7	16	4	7	6	28	13	54
748008	Thalassobacillus pellis	species	0	2	0	1	3	1	0	0	5	9
321982	Pseudoduganella dura	species	0	2	9	7	10	3	16	5	1	6
2126556	Flavobacterium artemisiae	species	0	1	6	3	5	17	25	16	3	5
1947533	Sphingomonas sp. UBA4815	species	0	8	2	1	1	0	0	1	5	6
2854786	Duganella sp. sic0402	species	0	1	2	5	1	3	11	5	3	7
83641	Bradyrhizobium genosp. P	species	0	2	2	0	0	0	0	0	5	3
3239979	Nocardia sp. CA-136227	species	0	1	0	0	0	0	0	0	0	0
3002863	Methanocorpusculum petauri	species	0	3	1	1	0	0	0	0	10	36
2855505	Shewanella sp. SR1	species	0	1	2	0	0	0	9	4	0	0
1908523	Novosphingobium ovatum	species	0	1	1	7	5	1	0	4	7	5
2841669	Streptomyces sp. CHA3	species	0	1	0	0	0	0	0	1	1	2
2636957	unclassified Pseudogracilibacillus	no rank	0	1	0	1	0	0	0	3	3	5
2496640	Roseococcus sp. SYP-B2431	species	0	3	6	27	3	20	1	86	26	24
1620816	Halotia branconii	species	0	1	2	1	0	0	0	2	4	4
2641955	unclassified Persephonella	no rank	0	4	8	1	1	3	0	0	12	19
1807691	Echinicola rosea	species	0	2	4	4	0	4	2	17	4	31
306543	Paenibacillus harenae	species	0	5	5	6	1	1	0	2	12	18
1945512	Cellvibrio sp. PSBB023	species	0	2	3	2	3	7	0	1	7	1
2583810	Alteribacter natronophilus	species	0	2	1	2	0	0	0	0	11	6
2731755	Teredinibacter haidensis	species	0	1	1	2	2	4	0	2	10	21
479936	Commensalibacter intestini	species	0	1	3	1	1	1	0	0	3	4
450380	Microbacterium profundi	species	0	3	6	7	8	2	0	44	4	22
1736572	Rhodanobacter sp. Root627	species	0	3	8	26	50	8	2	6	3	6
1490041	Sphingorhabdus arenilitoris	species	0	3	4	4	5	8	2	24	10	2
2527979	Stieleria neptunia	species	0	2	1	0	2	3	0	2	9	98
3445355	Paramicrobacterium sp. CJ85	species	0	1	2	1	0	0	0	1	2	2
413306	Saccharothrix violaceirubra	species	0	1	1	0	0	0	0	0	3	2
1170456	Flaviramulus aquimarinus	species	0	2	0	1	2	0	2	2	3	32
1852368	Ihuprevotella massiliensis	species	0	1	0	1	2	3	0	3	24	29
2594476	Carboxylicivirga sp. M1479	species	0	6	6	9	10	8	2	2	45	199
3364210	Microbacterium sp. NPDC091382	species	0	1	0	0	0	0	0	3	1	0
3155292	Rhodococcus sp. NPDC080181	species	0	1	0	5	0	2	0	2	0	0
1842539	Bosea sp. RAC05	species	0	2	9	5	1	2	0	24	5	3
2056866	Pseudomonas sp. HMWF032	species	0	2	3	3	5	0	4	4	1	1
1772276	Mycobacterium sp. IS-1556	species	0	2	0	0	1	0	0	0	0	0
1703337	Hallella colorans	species	0	4	2	7	6	5	0	6	85	17
2231183	Sporocytophaga sp.	species	0	1	4	7	19	16	4	5	23	55
320497	Neoasaia chiangmaiensis	species	0	1	1	1	0	0	0	0	2	1
2761534	Glutamicibacter sp. FBE19	species	0	1	0	0	0	2	0	1	0	2
2675878	Hymenobacter sp. BRD128	species	0	1	0	2	0	0	0	1	5	10
2733571	Trueperella pecoris	species	0	1	1	4	1	2	1	4	9	35
2829794	Novosphingobium sp. CECT 9465	species	0	6	3	18	3	11	7	20	5	9
396595	Thioalkalivibrio sp. K90mix	species	0	2	1	0	0	1	0	1	1	1
3438963	Methylocaldum sp. GT1BB	species	0	1	6	7	14	8	0	2	12	124
2033494	Bacillus sp. AFS029533	species	0	1	0	1	1	0	0	0	0	0
1397477	Martelella mangrovi	species	0	1	1	1	1	0	0	5	3	1
2866724	Chitinilyticum piscinae	species	0	1	9	10	7	15	4	9	57	28
271065	Methylotuvimicrobium alcaliphilum	species	0	2	1	3	1	5	0	2	7	13
1123067	Rubellimicrobium mesophilum	species	0	2	6	4	6	7	2	5	4	25
1233113	Niveispirillum fermenti	species	0	2	3	3	5	1	1	3	13	8
2898677	Mammaliicoccus sp. D-M17	species	0	1	1	0	2	0	0	0	0	0
1921145	Rhizobium sp. P44RR-XXIV	species	0	1	0	10	2	1	0	37	3	1
1383067	Desulforamulus profundi	species	0	5	18	40	11	7	0	7	76	94
320787	Cyclobacterium amurskyense	species	0	2	2	2	1	3	1	3	7	57
3077585	Bacillus sp. DTU_2020_1000418_1_SI_GHA_SEK_038	species	0	1	0	1	0	0	0	0	1	5
1162966	Naasia aerilata	species	0	2	0	0	1	0	0	0	4	5
2839843	Novosphingobium aerophilum	species	0	1	1	2	7	25	3	5	24	19
2993937	Thermomicrobium sp. 4228-Ro	species	0	3	2	4	4	1	0	3	15	76
2683198	Devosia marina	species	0	2	7	4	2	0	0	10	1	5
2188	Methanococcus voltae	species	0	2	2	1	1	1	1	3	26	20
1774589	Lunatimonas	genus	0	2	3	2	0	1	0	1	9	28
401472	Corynebacterium ureicelerivorans	species	0	1	0	1	1	0	0	1	1	3
2699429	Persephonella atlantica	species	0	1	7	2	0	2	0	4	10	35
2926412	Ornithinimicrobium sp. F0845	species	0	1	5	3	4	3	0	4	8	75
2055955	Tsuneonella flava	species	0	1	1	5	4	4	0	11	5	1
1502941	Pleionea	genus	0	1	0	3	0	1	0	1	0	15
1500285	Chryseobacterium sp. OV279	species	0	1	1	6	1	8	21	51	2	2
67267	Streptomyces alboflavus	species	0	1	0	0	1	0	0	0	0	2
2810563	Pseudodesulfovibrio sediminis	species	0	3	1	3	2	1	1	4	19	92
2621999	unclassified Spirosoma	no rank	0	5	2	3	3	8	2	7	16	35
2172005	Methylosinus sp. Ce-a6	species	0	1	2	0	0	0	0	4	5	0
374515	Pelagibius litoralis	species	0	4	3	3	5	1	2	7	9	12
1535422	Thalassotalea sp. ND16A	species	0	2	0	3	2	2	0	0	10	33
76335	Nostoc sp. ATCC 53789	species	0	1	0	0	0	0	0	0	0	1
1926260	Pseudactinotalea sp.	species	0	3	11	1	10	1	7	5	6	25
2720225	Vibrio sp. S11_S32	species	0	1	0	0	1	1	0	0	1	2
2949309	Mucilaginibacter flavidus	species	0	1	2	3	2	2	5	2	6	24
2884903	Faecalibacillus sp. MSK20_93	species	0	1	0	0	0	0	0	1	0	0
1096750	Chitinophaga cymbidii	species	0	5	5	8	1	7	0	5	25	36
3120259	Gilliamella sp. wkB178	species	0	1	0	1	1	0	0	0	0	0
3364488	Pseudomonas sp. NPDC099000	species	0	1	1	0	0	0	7	2	0	0
2546128	Methanocaldococcus lauensis	species	0	2	0	0	0	0	0	0	3	0
2897163	Candidatus Nanopusillus massiliensis	species	0	1	0	0	0	0	1	0	0	0
1520892	Mariniflexile ostreae	species	0	3	21	20	24	20	77	22	12	42
291985	Qipengyuania vulgaris	species	0	1	1	1	4	2	0	2	3	3
438856	Methylomarinovum caldicuralii	species	0	1	1	1	1	0	0	0	4	22
2650745	Xanthomonas sontii	species	0	1	9	11	8	1	2	13	6	4
2026239	Neopusillimonas maritima	species	0	3	9	13	25	8	1	18	7	69
1690214	Pseudoxanthomonas sp. 3HH-4	species	0	8	29	31	21	3	4	59	9	10
3401719	Flavobacterium sp. LB3P21	species	0	1	22	5	3	25	29	23	5	1
3125784	Methanolobus sp. WCC4	species	0	3	0	1	1	1	1	0	7	13
2922272	Cognataquiflexum nitidum	species	0	1	2	5	17	3	2	3	20	101
2950277	Winogradskyella sp. 3972H.M.0a.05	species	0	1	0	3	0	4	4	1	0	36
457083	Tolypothrix tenuis	species	0	1	0	2	2	1	2	1	4	20
2975359	Acinetobacter sp. GD03645	species	0	1	3	3	7	32	5	6	1	0
857417	Janibacter indicus	species	0	1	3	10	3	2	1	8	5	21
3153690	Desertivirga	genus	0	4	4	2	3	7	1	3	24	46
1980935	Pseudanabaena sp. SR411	species	0	1	0	1	0	0	0	0	1	24
2971796	Frigidibacter sp. ROC022	species	0	4	5	7	1	9	0	18	5	16
191497	Rhodoglobus aureus	species	0	1	3	1	0	0	0	0	3	9
203523	Longispora albida	species	0	2	0	1	0	1	1	2	5	12
3453575	Psychrobacter sp. 1Y4	species	0	2	6	9	2	0	0	23	0	0
1088	Rhodovibrio sodomensis	species	0	1	5	1	5	4	0	4	19	15
163874	Arthrobacter tumbae	species	0	1	0	0	0	0	0	2	1	0
2663008	Alcanivorax sediminis	species	0	1	2	2	0	3	1	6	5	6
2055	Gordonia terrae	species	0	1	0	5	4	2	0	3	4	0
1736560	Rhodanobacter sp. Root561	species	0	1	13	10	4	10	1	13	2	2
2723068	Microbacterium sp. AK009	species	0	1	1	5	0	0	1	3	1	12
2764718	Flavobacterium turcicum	species	0	2	33	23	31	70	146	47	5	5
781	Rickettsia conorii	species	0	1	8	1	2	1	1	14	0	5
3053498	Variovorax sp. J2L1-78	species	0	1	9	8	11	22	12	31	5	10
479978	Micromonospora tulbaghiae	species	0	1	1	1	1	0	0	0	7	3
3026424	Bremerella sp. P1	species	0	2	1	1	3	4	0	4	28	130
3412477	Roseobacter sp. EG26	species	0	2	0	0	0	0	0	5	1	0
3133324	Sorangium sp. So ce887	species	0	1	2	1	0	3	0	0	2	11
1443590	Ferriphaselus	genus	0	1	1	1	3	3	11	1	58	11
33925	Entomoplasmataceae	family	0	1	1	1	0	0	0	2	7	2
3372850	Agromyces sp. MMS24-K17	species	0	2	0	0	0	1	0	2	1	5
3093853	Jannaschia sp. R86511	species	0	4	1	3	1	0	0	1	3	6
2587851	Erythrobacter sp. THAF29	species	0	1	1	1	1	0	0	1	4	2
40683	Sphingomonas pruni	species	0	1	0	4	0	3	0	5	1	0
2899727	Mediannikoviicoccus vaginalis	species	0	5	1	0	2	0	0	1	4	7
2003582	Pannonibacter sp. P2PFMT1	species	0	2	0	0	0	0	0	3	1	0
2518931	Lysinibacillus piscis	species	0	1	4	2	0	0	0	1	3	2
2787717	Arthrobacter sp. CAN_A1	species	0	1	1	0	0	0	0	0	0	0
1458307	Octadecabacter temperatus	species	0	2	3	3	0	0	0	3	0	4
198815	Vibrio superstes	species	0	1	0	0	0	0	0	0	2	1
1964354	Fibrobacter sp. UWH1	species	0	1	0	0	1	1	0	1	6	2
3425123	Salinimicrobium sp. WS361	species	0	2	3	0	0	0	2	5	1	6
75796	Aromatoleum diolicum	species	0	4	9	23	6	14	5	11	27	58
365346	Paenisporosarcina quisquiliarum	species	0	2	5	8	2	1	0	2	7	4
453579	uncultured Tepidimonas sp.	species	0	1	3	4	2	45	0	1	0	7
2962037	Domibacillus sp. A3M-37	species	0	1	0	0	0	0	0	0	1	0
2709132	Agromyces sp. Marseille-P2726	species	0	2	1	2	0	0	0	2	2	1
3363977	Dactylosporangium sp. NPDC051541	species	0	1	0	0	0	0	0	0	4	4
3367525	Pseudomonas sp. NA-150	species	0	1	3	3	1	4	11	2	1	7
2315424	Cognatilysobacter tabacisoli	species	0	7	12	17	0	4	1	19	14	23
3140362	Gorillibacterium sp. CAU 1737	species	0	2	2	8	6	0	0	0	16	429
2044854	Psychrosphaera aquimarina	species	0	1	0	1	1	0	0	0	0	0
1392488	Flavimarina sp. Hel_I_48	species	0	1	1	2	5	7	0	3	7	21
1643336	Mesobacillus maritimus	species	0	1	1	4	2	0	0	2	9	21
2689096	Polynucleobacter sp. 31A-FELB	species	0	1	2	0	0	5	0	2	7	1
52021	Billgrantia desiderata	species	0	1	6	9	14	2	0	12	13	23
53362	Dactylosporangium vinaceum	species	0	1	0	0	0	0	1	1	1	1
1348114	Pseudoalteromonas piratica	species	0	1	0	1	0	0	1	0	9	3
3062491	Mucilaginibacter sp. L3T2-6	species	0	3	3	1	6	3	2	4	15	51
1943580	Pyramidobacter sp. C12-8	species	0	1	0	2	0	1	1	0	4	12
2943679	Sporosarcina sp. NCCP-2716	species	0	1	3	1	2	0	0	5	2	2
213223	Geothermobacter	genus	0	3	0	0	1	2	0	1	9	25
3366196	Streptosporangium sp. NPDC087985	species	0	2	0	1	0	0	0	0	2	0
135193	Paenibacillus daejeonensis	species	0	2	3	3	3	1	1	5	16	23
488939	Desulfonatronospira thiodismutans	species	0	8	3	6	4	2	0	3	13	74
712363	Leptotrichia sp. oral taxon 223	species	0	1	19	18	29	0	2	5	3	0
3445773	Paenibacillus sp. KN14-4R	species	0	1	1	0	5	0	0	1	6	5
2691571	Stenotrophomonas sp. 364	species	0	1	0	0	3	2	1	2	0	1
39960	Erythrobacter litoralis	species	0	1	2	2	7	2	0	8	2	5
3373125	Streptococcus sp. A18	species	0	1	0	3	0	0	0	0	2	0
1778540	Dickeya fangzhongdai	species	0	1	1	4	3	0	0	2	13	1
119000	Modicisalibacter muralis	species	0	1	1	2	1	0	2	0	4	7
3373541	Krasilnikovia sp. MM14-A1004	species	0	5	0	2	2	0	0	0	3	26
69960	Rhodospira trueperi	species	0	1	1	5	1	4	0	9	10	18
675281	Aquibium microcysteis	species	0	4	6	5	2	1	0	6	7	8
110101	Laceyella putida	species	0	3	1	6	1	0	0	4	8	11
2976475	Tsuneonella litorea	species	0	1	2	0	2	3	0	2	3	7
2056851	Aeromonas sp. HMWF015	species	0	3	2	0	2	0	1	2	0	0
3112950	Sphingomonas sp. MJ1 (PH-R8)	species	0	2	0	0	0	1	0	0	6	0
2603858	Oryzomonas japonica	species	0	1	9	4	2	3	0	4	31	24
913865	Desulfosporosinus sp. OT	species	0	5	18	31	11	3	2	7	70	28
1642818	Aquimarina aggregata	species	0	3	0	3	5	4	4	3	9	12
2650611	Nostoc sp. WHI	species	0	1	0	1	0	2	0	1	3	54
2662192	Pseudomonas sp. FSL R10-0056	species	0	1	0	1	0	0	0	0	0	0
1307853	Mesorhizobium neociceri	species	0	2	0	1	1	1	0	0	5	0
2020965	Bifidobacterium imperatoris	species	0	1	0	0	0	1	0	5	16	0
3435412	Sanguibacter sp. Z1732	species	0	1	4	1	2	0	0	0	5	7
2292928	Bacteroides sp. AF29-11	species	0	1	0	1	0	0	0	1	0	0
2182327	Candidatus Nitrotoga fabula	species	0	3	7	8	6	12	5	2	16	23
2006111	Caenicola nitritireducens	species	0	11	10	14	18	3	5	11	36	240
2529275	Arcanobacterium bovis	species	0	1	1	1	1	2	0	0	0	3
1481893	Planktotalea arctica	species	0	2	3	1	4	1	1	6	0	1
1667	Arthrobacter sp.	species	0	3	12	11	3	8	0	26	3	16
89050	Actinacidiphila yeochonensis	species	0	1	0	1	1	0	0	0	3	1
310037	Acaryochloris sp. CCMEE 5410	species	0	2	6	3	2	3	0	2	5	13
316997	Rubrivivax benzoatilyticus	species	0	1	0	4	1	3	4	4	2	10
3131994	Pelagibius sp. 7325	species	0	2	2	3	2	0	0	2	8	52
3097961	Consotaella aegiceratis	species	0	2	3	27	8	1	1	2	8	40
1924110	Massilimicrobiota	genus	0	1	5	17	2	6	0	3	13	10
490186	Algoriphagus aquatilis	species	0	2	0	4	1	4	1	2	22	26
2817382	Pedobacter deserti	species	0	1	1	0	1	1	0	1	7	4
1268041	Frondihabitans sucicola	species	0	2	0	0	0	0	0	2	2	1
266	Paracoccus denitrificans	species	0	4	10	41	57	12	7	75	24	5
1977060	Polaromonas sp. AER18D-145	species	0	1	39	20	16	92	38	60	4	31
554121	Sphingomonas sp. 1P06PA	species	0	1	3	19	5	11	0	9	22	5
3120343	Roseobacter sp. HKCCD7870	species	0	1	0	0	0	0	0	1	1	2
2942278	Virgibacillus sp. CBA3643	species	0	1	0	0	0	0	1	0	5	5
1347903	Lederbergia wuyishanensis	species	0	1	2	2	0	0	0	1	2	12
2656774	Glycomyces albidus	species	0	2	1	1	1	0	0	0	2	2
1871033	Olsenella urininfantis	species	0	2	0	2	1	0	0	2	33	5
1922217	Candidatus Erwinia haradaeae	species	0	2	1	0	0	2	0	0	0	2
1346502	Agrococcus pavilionensis	species	0	1	0	0	0	0	0	1	0	3
2911967	Clostridium sp. YIM B02569	species	0	1	2	1	0	1	0	2	20	2
947835	Lactobacillus rodentium	species	0	1	1	0	0	0	0	0	2	1
2614804	Pseudotamlana haliotis	species	0	3	1	0	0	2	1	3	3	14
2989816	Flavobacterium sp. MFBS3-15	species	0	4	4	3	9	11	15	11	11	75
1182970	Micromonospora okii	species	0	1	0	0	1	0	0	0	1	8
2024615	Mycolicibacterium sp. P1-18	species	0	1	1	1	0	0	0	2	7	1
889	Paucidesulfovibrio longus	species	0	3	5	13	6	3	0	3	65	103
859059	Aliidiomarina haloalkalitolerans	species	0	1	0	0	0	0	0	0	2	6
766136	Desulfuribacillus alkaliarsenatis	species	0	8	21	8	15	1	1	10	36	91
3374181	Flavobacterium sp. FlaQc-48	species	0	4	9	6	13	14	42	26	6	33
1428657	Intrasporangium flavum	species	0	1	0	3	0	1	0	1	1	3
1756355	Agrococcus sp. UYP10	species	0	1	0	0	1	0	0	2	1	0
1938804	Paraburkholderia sp. BL25I1N1	species	0	1	0	0	0	0	0	0	2	0
2111	Metamycoplasma arthritidis	species	0	1	1	0	0	1	1	0	0	0
2644139	unclassified Marinobacterium	no rank	0	1	8	6	13	37	3	6	8	13
314281	Pseudoalteromonas tunicata	species	0	1	2	4	4	5	0	5	4	1
1071	Rhodopila globiformis	species	0	3	3	9	0	9	1	7	21	31
138	Borrelia	genus	0	1	2	3	0	1	0	1	19	5
2873263	Marinicella meishanensis	species	0	2	0	3	1	2	0	4	4	20
2071994	Corynebacterium sp. 13CS0277	species	0	1	0	0	0	0	0	1	1	1
2859781	Clostridium weizhouense	species	0	2	10	5	3	3	0	2	29	11
3230800	Flavobacterium sp. UW10123	species	0	1	1	15	0	5	9	13	3	3
3156463	Marinobacterium sp. MBR-111	species	0	1	8	2	2	3	0	1	2	2
2842355	Pseudomonas fakonensis	species	0	1	2	1	0	3	0	0	0	3
1622269	Cellvibrio sp. pealriver	species	0	3	3	6	8	9	3	11	25	4
2320855	Poseidonocella sp. HB161398	species	0	2	5	7	9	4	1	6	16	11
2923428	Acinetobacter sp. NIPH 1852	species	0	1	1	17	10	4	12	6	0	2
2803301	Poriferisphaera	genus	0	4	2	3	6	2	1	3	27	107
3045177	Actinoplanes sandaracinus	species	0	1	0	0	0	0	0	0	3	3
3447018	Natronorubrum sp. FCH18a	species	0	1	0	0	0	0	0	0	0	2
61654	Methylopila capsulata	species	0	1	0	0	0	0	1	2	2	1
1736518	Duganella sp. Root336D2	species	0	1	3	1	3	2	0	1	1	1
2593292	unclassified Pseudanabaena	no rank	0	1	0	1	1	1	1	2	12	16
1427523	Tessaracoccus lapidicaptus	species	0	1	13	35	2	17	4	13	35	173
2586909	Agrilactobacillus fermenti	species	0	2	0	1	0	1	0	1	6	2
1471433	Geitlerinema calcuttense	species	0	3	4	4	7	3	1	17	11	53
1198324	Halopelagius fulvigenes	species	0	1	0	0	0	2	0	0	1	8
2918761	Caballeronia sp. BR00000012568055	species	0	1	1	3	4	0	1	0	8	8
1282440	Ancylobacter defluvii	species	0	1	1	2	1	2	0	3	4	0
396013	Pseudooceanicola marinus	species	0	1	0	1	1	1	0	4	2	1
348610	Methanogenium marinum	species	0	6	2	3	0	1	1	1	23	16
2926424	Alcanivorax sp. S6407	species	0	2	0	0	0	0	0	0	5	6
3160581	Polaribacter sp. Asnod1-A03	species	0	1	0	1	1	2	2	3	1	15
2620183	unclassified Natronoarchaeum	no rank	0	1	0	1	0	0	0	0	0	0
1844116	Brevibacillus dissolubilis	species	0	3	2	5	4	4	0	3	25	37
2510978	Amycolatopsis suaedae	species	0	2	0	0	0	0	0	0	3	3
55148	Deinococcus proteolyticus	species	0	1	0	0	0	0	0	0	2	0
561067	Mycoplasmopsis ciconiae	species	0	1	0	0	0	1	1	1	3	0
502333	Ramlibacter ginsenosidimutans	species	0	1	10	7	6	12	4	19	19	21
2963406	Microcella humidisoli	species	0	1	1	2	1	0	0	2	0	2
687207	Spinactinospora alkalitolerans	species	0	1	0	1	1	1	0	1	8	17
2053191	Microbacterium album	species	0	1	2	2	2	1	1	1	3	4
3346124	Streptomyces sp. NPDC057413	species	0	1	0	0	0	0	0	0	1	0
2023741	Paraburkholderia sp. SG-MS1	species	0	2	0	0	0	0	0	0	1	4
84163	Cryptobacterium curtum	species	0	2	3	5	1	1	0	4	17	19
196117	Methanocaldococcaceae	family	0	2	0	6	3	2	0	4	9	27
3445241	Bacillus cereus group sp. Bce027	species	0	2	9	10	36	107	3	5	6	10
1443666	Aquimarina megaterium	species	0	3	1	3	1	1	2	5	2	1
70611	Legionella taurinensis	species	0	2	6	6	3	0	1	4	6	3
1658671	Arsenicicoccus sp. oral taxon 190	species	0	1	3	3	0	2	0	2	4	7
398555	Agrilactobacillus composti	species	0	1	0	15	4	6	1	5	2	8
2640159	unclassified Marinitoga	no rank	0	7	4	3	0	3	1	0	33	10
1087	Rhodovibrio salinarum	species	0	1	0	1	1	1	1	0	5	6
1930849	Thermoanaerobacterium sp. PSU-2	species	0	5	1	1	1	1	0	1	8	3
2975953	Actinoplanes sp. NBC_00393	species	0	1	1	3	1	0	0	0	1	6
1970420	Polaromonas sp. 39-63-25	species	0	1	4	2	0	3	0	4	3	0
3347062	Rhodococcus sp. NPDC060176	species	0	1	0	0	0	1	0	1	3	0
3248838	Chitinophaga sp. 30R24	species	0	2	0	4	0	1	0	3	8	10
2563669	Treponema sp. OMZ 787	species	0	3	0	0	0	1	0	0	10	2
660064	Methermicoccus shengliensis	species	0	2	0	10	3	6	0	2	25	108
1855730	Pelomonas sp. KK5	species	0	4	29	12	13	24	21	46	22	21
187102	Mycolicibacterium pyrenivorans	species	0	1	1	3	0	1	0	4	3	6
