taxonomy_id	name	rank	CAN.22a_ERR1713340_db6.diamond	CAN.22_ERR1713339_db6.diamond	AUS.18a_ERR1713333_db6.diamond	AUS.18_ERR1713332_db6.diamond	AUT.70_ERR1713334_db6.diamond	BWA.19_ERR1713338_db6.diamond	BRA.53_ERR1713336_db6.diamond	BGR.66_ERR1713335_db6.diamond	BRA.53a_ERR1713337_db6.diamond	ALB.17_ERR1713331_db6.diamond	DEU.27_ERR1713348_db6.diamond	CHE.67_ERR1713343_db6.diamond	ECU.14a_ERR1713353_db6.diamond	CAN.22b_ERR1713341_db6.diamond	ESP.75_ERR1713354_db6.diamond	COL.2_ERR1713346_db6.diamond	CIV.13_ERR1713345_db6.diamond	DNK.71_RL_ERR1713351_db6.diamond	CAN.22c_ERR1713342_db6.diamond	ETH.24_ERR1713355_db6.diamond	DNK.71_RA_ERR1713349_db6.diamond	CHN.64_ERR1713344_db6.diamond	CZE.23_ERR1713347_db6.diamond	DNK.71_RD_ERR1713350_db6.diamond	ECU.14_ERR1713352_db6.diamond	ISR.29_ERR1713366_db6.diamond	HUN.61_ERR1713361_db6.diamond	HRV.68_ERR1713360_db6.diamond	FIN.25_ERR1713356_db6.diamond	IRN.12_ERR1713364_db6.diamond	ISL.28_ERR1713365_db6.diamond	GEO.59_ERR1713357_db6.diamond	IRL.69_ERR1713363_db6.diamond	IND.11_ERR1713362_db6.diamond	GHA.4_ERR1713358_db6.diamond	LVA.31_ERR1713373_db6.diamond	MDA.65_ERR1713374_db6.diamond	MLT.63_ERR1713376_db6.diamond	MKD.62_ERR1713375_db6.diamond	KAZ.6_ERR1713368_db6.diamond	KEN.72_ERR1713369_db6.diamond	KHM.21_ERR1713370_db6.diamond	LUX.32_ERR1713372_db6.diamond	LKA.40_ERR1713371_db6.diamond	ITA.30_ERR1713367_db6.diamond	NLD.43_ERR1713379_db6.diamond	MYS.54_ERR1713377_db6.diamond	NGA.50_ERR1713378_db6.diamond	POL.36_ERR1713383_db6.diamond	PER.35_ERR1713385_db6.diamond	NOR.34_ERR1713380_db6.diamond	NPL.33_ERR1713381_db6.diamond	PAK.7_ERR1713384_db6.diamond	SEN.8_ERR1713386_db6.diamond	NZL.56_ERR1713382_db6.diamond	TCD.1_ERR1713393_db6.diamond	SVK.9_ERR1713389_db6.diamond	SGP.52_ERR1713387_db6.diamond	SRB.37_ERR1713388_db6.diamond	SVN.38_ERR1713390_db6.diamond	TUR.46_ERR1713395_db6.diamond	SWE.41a_ERR1713392_db6.diamond	TZA.15_ERR1713396_db6.diamond	SWE.41_ERR1713391_db6.diamond	TGO.44_ERR1713394_db6.diamond	USA.74b_ERR1713399_db6.diamond	USA.74a_ERR1713398_db6.diamond	USA.74d_ERR1713401_db6.diamond	USA.74c_ERR1713400_db6.diamond	USA.74_ERR1713397_db6.diamond	USA.74g_ERR1713404_db6.diamond	USA.74f_ERR1713403_db6.diamond	USA.74e_ERR1713402_db6.diamond	USA.74i_ERR1713406_db6.diamond	USA.74h_ERR1713405_db6.diamond	ZAF.39_ERR1713409_db6.diamond	ZMB.49b_ERR1713411_db6.diamond	ZMB.49_ERR1713410_db6.diamond	XK.60_ERR1713408_db6.diamond	VNM.48_ERR1713407_db6.diamond
394505	Salirhabdus	genus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
396388	Aestuariimicrobium	genus	0.0	1.0	7.0	6.0	21.0	4.0	5.0	11.0	11.0	10.0	8.0	84.0	12.0	18.0	21.0	9.0	42.0	39.0	98.0	50.0	55.0	23.0	131.0	65.0	10.0	1.0	0.0	10.0	50.0	1.0	12.0	1.0	15.0	17.0	39.0	7.0	23.0	4.0	3.0	277.0	49.0	17.0	46.0	9.0	73.0	1.0	12.0	15.0	10.0	40.0	27.0	204.0	45.0	10.0	33.0	0.0	11.0	5.0	26.0	25.0	6.0	33.0	55.0	97.0	3.0	555.0	107.0	61.0	4.0	56.0	1.0	1.0	5.0	23.0	36.0	19.0	5.0	6.0	18.0	9.0
396811	Fulvivirga	genus	20.0	3.0	2.0	10.0	18.0	32.0	7.0	20.0	157.0	21.0	7.0	41.0	65.0	10.0	16.0	55.0	38.0	51.0	40.0	25.0	109.0	924.0	175.0	27.0	15.0	1.0	15.0	14.0	13.0	22.0	32.0	14.0	25.0	96.0	425.0	10.0	12.0	27.0	19.0	37.0	31.0	88.0	38.0	6.0	530.0	143.0	13.0	18.0	97.0	25.0	96.0	24.0	81.0	8.0	34.0	0.0	19.0	143.0	17.0	112.0	9.0	29.0	39.0	138.0	615.0	383.0	55.0	19.0	12.0	269.0	2.0	6.0	11.0	102.0	133.0	11.0	22.0	24.0	22.0	28.0
397275	Andreprevotia	genus	0.0	0.0	1.0	4.0	1.0	10.0	11.0	6.0	8.0	5.0	1.0	1.0	4.0	0.0	0.0	5.0	6.0	7.0	7.0	21.0	28.0	34.0	4.0	10.0	7.0	0.0	0.0	2.0	2.0	4.0	5.0	1.0	2.0	20.0	5.0	1.0	1.0	2.0	4.0	5.0	20.0	4.0	1.0	4.0	6.0	4.0	4.0	7.0	6.0	7.0	0.0	4.0	9.0	8.0	3.0	0.0	6.0	9.0	0.0	17.0	1.0	2.0	24.0	7.0	3.0	3.0	0.0	3.0	3.0	6.0	2.0	2.0	1.0	5.0	27.0	7.0	18.0	11.0	2.0	3.0
397456	Gulbenkiania	genus	3.0	4.0	389.0	31.0	66.0	16.0	31.0	146.0	37.0	17.0	12.0	34.0	13.0	111.0	57.0	8.0	66.0	119.0	1242.0	47.0	343.0	133.0	122.0	186.0	12.0	3.0	20.0	21.0	128.0	12.0	116.0	13.0	35.0	124.0	49.0	134.0	54.0	58.0	33.0	382.0	215.0	30.0	357.0	13.0	115.0	14.0	78.0	17.0	14.0	12.0	134.0	4.0	68.0	9.0	79.0	3.0	114.0	153.0	27.0	101.0	28.0	125.0	476.0	324.0	29.0	62.0	53.0	14815.0	63.0	1210.0	84.0	14.0	47.0	95.0	92.0	12.0	52.0	153.0	40.0	514.0
397864	Barnesiella	genus	48.0	96.0	220.0	394.0	4531.0	131.0	228.0	7207.0	1725.0	2604.0	358.0	857.0	644.0	950.0	1433.0	433.0	571.0	17953.0	2286.0	415.0	18386.0	2499.0	2087.0	27873.0	148.0	218.0	372.0	869.0	2316.0	1052.0	2510.0	472.0	3046.0	11473.0	2769.0	3971.0	2314.0	2650.0	4004.0	10055.0	916.0	174.0	16321.0	2596.0	6562.0	443.0	546.0	728.0	2805.0	2661.0	9611.0	632.0	6290.0	387.0	7643.0	30.0	12768.0	274.0	2455.0	1725.0	307.0	9764.0	13749.0	5712.0	1901.0	1159.0	2539.0	2540.0	1823.0	1367.0	506.0	133.0	1068.0	1103.0	10594.0	259.0	789.0	1121.0	2551.0	348.0
398041	Flavisolibacter	genus	0.0	0.0	1.0	10.0	10.0	2.0	10.0	14.0	66.0	2.0	1.0	30.0	5.0	2.0	7.0	2.0	8.0	73.0	29.0	4.0	29.0	857.0	50.0	9.0	6.0	3.0	5.0	4.0	7.0	0.0	25.0	1.0	6.0	13.0	29.0	3.0	0.0	4.0	2.0	10.0	5.0	14.0	10.0	3.0	265.0	46.0	9.0	2.0	36.0	2.0	60.0	10.0	11.0	7.0	7.0	0.0	38.0	32.0	18.0	16.0	1.0	17.0	23.0	64.0	15.0	69.0	23.0	14.0	2.0	41.0	5.0	2.0	4.0	5.0	10.0	2.0	4.0	7.0	12.0	5.0
399320	Sphaerochaeta	genus	49.0	51.0	26.0	9.0	305.0	116.0	412.0	376.0	1098.0	203.0	69.0	308.0	135.0	275.0	1201.0	396.0	361.0	618.0	729.0	246.0	1215.0	966.0	84.0	675.0	22.0	35.0	10935.0	1050.0	135.0	87.0	35.0	448.0	575.0	723.0	5741.0	70.0	367.0	685.0	320.0	109.0	722.0	640.0	126.0	38.0	191.0	7973.0	393.0	887.0	610.0	456.0	40.0	754.0	1549.0	178.0	743.0	6.0	119.0	917.0	77.0	796.0	561.0	608.0	999.0	1952.0	666367.0	1139.0	4520.0	761.0	513.0	779.0	455.0	324.0	903.0	782.0	11333.0	82.0	546.0	559.0	361.0	586.0
400060	Paludibacterium	genus	0.0	0.0	13.0	2.0	1.0	13.0	10.0	10.0	26.0	12.0	3.0	2.0	8.0	2.0	12.0	13.0	12.0	8.0	7.0	17.0	37.0	86.0	12.0	42.0	3.0	0.0	0.0	11.0	10.0	4.0	2.0	1.0	1.0	234.0	23.0	3.0	2.0	1.0	6.0	12.0	9.0	15.0	8.0	7.0	16.0	2.0	8.0	3.0	1.0	6.0	5.0	3.0	25.0	12.0	4.0	0.0	12.0	11.0	1.0	4.0	1.0	8.0	17.0	7.0	4.0	7.0	2.0	12.0	7.0	29.0	4.0	1.0	7.0	22.0	28.0	3.0	23.0	11.0	5.0	6.0
400634	Lysinibacillus	genus	5.0	18.0	24.0	16.0	78.0	53.0	34.0	55.0	264.0	90.0	32.0	27.0	50.0	89.0	58.0	119.0	128.0	77.0	186.0	148.0	154.0	98.0	207.0	186.0	18.0	12.0	22.0	45.0	74.0	65.0	20.0	7.0	57.0	158.0	176.0	34.0	56.0	47.0	68.0	138.0	136.0	226.0	88.0	26.0	101.0	27.0	40.0	81.0	174.0	154.0	35.0	368.0	305.0	99.0	32.0	1.0	100.0	70.0	81.0	293.0	25.0	82.0	114.0	154.0	427.0	56.0	47.0	98.0	76.0	320.0	14.0	24.0	59.0	104.0	244.0	55.0	55.0	77.0	97.0	107.0
400947	Deefgea	genus	5.0	6.0	11.0	15.0	21.0	26.0	33.0	71.0	47.0	36.0	22.0	5.0	10.0	76.0	65.0	12.0	47.0	44.0	604.0	91.0	144.0	171.0	65.0	115.0	323.0	5.0	7.0	42.0	36.0	52.0	25.0	21.0	20.0	99.0	29.0	21.0	24.0	197.0	55.0	140.0	54.0	26.0	242.0	31.0	128.0	17.0	30.0	16.0	45.0	17.0	47.0	24.0	555.0	19.0	24.0	0.0	84.0	41.0	30.0	33.0	42.0	58.0	73.0	42.0	47.0	60.0	10.0	33.0	31.0	39.0	9.0	15.0	24.0	547.0	200.0	20.0	196.0	56.0	39.0	23.0
401469	Undibacterium	genus	22.0	42.0	754.0	149.0	206.0	290.0	412.0	816.0	2468.0	1510.0	115.0	296.0	175.0	157.0	387.0	210.0	392.0	588.0	2445.0	1212.0	4547.0	5097.0	862.0	1072.0	244.0	18.0	73.0	578.0	522.0	299.0	9478.0	1140.0	1430.0	1524.0	280.0	131.0	260.0	141.0	380.0	907.0	803.0	331.0	2984.0	111.0	2613.0	849.0	334.0	334.0	306.0	190.0	6021.0	260.0	660.0	178.0	496.0	3.0	580.0	439.0	189.0	382.0	389.0	1855.0	928.0	1006.0	448.0	557.0	2492.0	6918.0	287.0	4420.0	91.0	85.0	239.0	674.0	1457.0	280.0	640.0	706.0	567.0	1848.0
402170	Lapillicoccus	genus	4.0	1.0	0.0	0.0	18.0	7.0	2.0	1.0	13.0	1.0	2.0	52.0	0.0	0.0	10.0	13.0	2.0	243.0	12.0	4.0	9.0	18.0	469.0	7.0	1.0	14.0	28.0	0.0	7.0	1.0	2.0	0.0	4.0	9.0	4.0	1.0	4.0	1.0	0.0	1.0	3.0	0.0	7.0	2.0	47.0	130.0	2.0	8.0	457.0	2.0	2.0	4.0	3.0	0.0	8.0	0.0	25.0	17.0	1.0	8.0	5.0	22.0	3.0	103.0	5.0	145.0	75.0	8.0	1.0	14.0	1.0	1.0	1.0	422.0	172.0	3.0	1.0	3.0	0.0	0.0
402649	Actinomycetospora	genus	2.0	0.0	7.0	4.0	15.0	111.0	23.0	19.0	360.0	34.0	13.0	20.0	134.0	8.0	3.0	31.0	167.0	53.0	60.0	31.0	33.0	309.0	51.0	42.0	8.0	2.0	6.0	11.0	19.0	5.0	7.0	3.0	21.0	87.0	239.0	14.0	25.0	4.0	18.0	11.0	55.0	232.0	57.0	31.0	58.0	18.0	67.0	216.0	48.0	28.0	6.0	330.0	88.0	73.0	22.0	2.0	64.0	47.0	53.0	38.0	10.0	20.0	62.0	71.0	10.0	35.0	16.0	15.0	31.0	272.0	3.0	34.0	106.0	438.0	42.0	21.0	46.0	41.0	27.0	52.0
404235	Maritimibacter	genus	0.0	0.0	0.0	0.0	3.0	3.0	1.0	2.0	6.0	2.0	1.0	4.0	0.0	2.0	0.0	2.0	2.0	2.0	12.0	3.0	5.0	20.0	7.0	3.0	1.0	0.0	1.0	3.0	3.0	6.0	1.0	0.0	1.0	9.0	6.0	0.0	1.0	13.0	5.0	4.0	2.0	7.0	5.0	0.0	12.0	4.0	6.0	2.0	5.0	2.0	13.0	3.0	5.0	3.0	2.0	0.0	7.0	5.0	1.0	4.0	2.0	7.0	0.0	7.0	6.0	6.0	0.0	4.0	5.0	9.0	0.0	1.0	1.0	9.0	11.0	13.0	0.0	4.0	2.0	2.0
404432	Salinicola	genus	1.0	1.0	1.0	3.0	12.0	41.0	8.0	16.0	61.0	22.0	5.0	7.0	12.0	2.0	2.0	169.0	25.0	5.0	25.0	21.0	23.0	66.0	18.0	31.0	11.0	3.0	2.0	5.0	10.0	1.0	7.0	9.0	21.0	38.0	56.0	2.0	8.0	20.0	15.0	9.0	21.0	67.0	29.0	19.0	22.0	5.0	8.0	27.0	13.0	20.0	5.0	27.0	44.0	28.0	12.0	0.0	15.0	27.0	8.0	7.0	5.0	10.0	24.0	21.0	20.0	12.0	7.0	15.0	4.0	17.0	5.0	3.0	3.0	32.0	28.0	3.0	21.0	32.0	6.0	3.0
406099	Aquisalimonas	genus	0.0	0.0	2.0	2.0	0.0	14.0	3.0	6.0	13.0	5.0	2.0	2.0	2.0	1.0	0.0	3.0	18.0	5.0	5.0	4.0	5.0	52.0	5.0	9.0	7.0	0.0	0.0	0.0	2.0	0.0	4.0	0.0	0.0	5.0	111.0	0.0	2.0	5.0	2.0	4.0	5.0	39.0	3.0	2.0	16.0	9.0	1.0	24.0	3.0	3.0	3.0	2.0	8.0	4.0	7.0	0.0	1.0	13.0	5.0	8.0	0.0	3.0	4.0	4.0	8.0	10.0	1.0	8.0	1.0	29.0	2.0	2.0	3.0	77.0	8.0	2.0	1.0	2.0	1.0	5.0
407217	Aquitalea	genus	5.0	2.0	27.0	27.0	14.0	63.0	79.0	128.0	144.0	47.0	19.0	11.0	32.0	19.0	30.0	43.0	56.0	29.0	78.0	169.0	85.0	333.0	80.0	94.0	20.0	5.0	4.0	30.0	31.0	36.0	33.0	13.0	22.0	1614.0	30.0	8.0	20.0	18.0	24.0	68.0	155.0	50.0	50.0	46.0	54.0	18.0	130.0	377.0	31.0	43.0	56.0	14.0	74.0	18.0	75.0	1.0	55.0	62.0	22.0	24.0	26.0	27.0	180.0	96.0	42.0	27.0	30.0	290.0	39.0	283.0	32.0	5.0	31.0	48.0	147.0	70.0	116.0	95.0	21.0	119.0
412033	Celerinatantimonas	genus	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	8.0	12.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	2.0	2.0	0.0	2.0	3.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	5.0	5.0	1.0	0.0	0.0	1.0	1.0	5.0	7.0	0.0	2.0	0.0	1.0	0.0	1.0	9.0	12.0	1.0	2.0	9.0	2.0	2.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	4.0	0.0	3.0	2.0	3.0	1.0	2.0	2.0	0.0	0.0	1.0	2.0	2.0	2.0	1.0	1.0	23.0	1.0
413435	Solimonas	genus	1.0	4.0	3.0	7.0	8.0	69.0	9.0	17.0	109.0	33.0	4.0	9.0	36.0	15.0	20.0	47.0	32.0	34.0	119.0	91.0	92.0	305.0	281.0	49.0	14.0	1.0	11.0	43.0	48.0	12.0	139.0	2.0	23.0	73.0	103.0	7.0	15.0	3.0	25.0	249.0	37.0	104.0	43.0	8.0	154.0	35.0	12.0	51.0	123.0	61.0	22.0	35.0	58.0	11.0	8.0	2.0	14.0	37.0	9.0	23.0	5.0	12.0	30.0	130.0	56.0	25.0	8.0	14.0	24.0	100.0	3.0	13.0	17.0	44.0	42.0	8.0	25.0	45.0	31.0	15.0
413496	Cronobacter	genus	1.0	8.0	13.0	12.0	109.0	58.0	13.0	18.0	12.0	28.0	8.0	2.0	6.0	30.0	48.0	17.0	36.0	20.0	37.0	55.0	16.0	52.0	17.0	54.0	4.0	4.0	2.0	5.0	22.0	39.0	39.0	6.0	30.0	126.0	19.0	5.0	17.0	39.0	10.0	30.0	24.0	45.0	33.0	99.0	9.0	3.0	59.0	90.0	17.0	78.0	10.0	26.0	153.0	109.0	41.0	39.0	20.0	29.0	2.0	19.0	3.0	24.0	192.0	24.0	15.0	32.0	17.0	49.0	50.0	28.0	17.0	9.0	39.0	26.0	124.0	25.0	102.0	87.0	11.0	79.0
414051	Caenispirillum	genus	0.0	0.0	0.0	1.0	3.0	9.0	1.0	0.0	6.0	1.0	3.0	0.0	3.0	1.0	2.0	4.0	3.0	4.0	1.0	6.0	11.0	21.0	23.0	8.0	0.0	0.0	0.0	4.0	8.0	0.0	0.0	0.0	0.0	10.0	7.0	1.0	4.0	9.0	2.0	18.0	1.0	13.0	3.0	0.0	12.0	2.0	0.0	4.0	2.0	8.0	1.0	0.0	17.0	0.0	1.0	0.0	1.0	6.0	1.0	3.0	0.0	3.0	10.0	14.0	2.0	2.0	0.0	2.0	4.0	50.0	0.0	0.0	5.0	6.0	4.0	0.0	3.0	2.0	4.0	3.0
414371	Aureimonas	genus	2.0	11.0	17.0	13.0	76.0	278.0	34.0	50.0	285.0	98.0	32.0	25.0	495.0	26.0	17.0	317.0	144.0	40.0	64.0	514.0	78.0	100.0	30.0	77.0	23.0	40.0	17.0	32.0	26.0	28.0	20.0	1.0	207.0	95.0	53.0	19.0	21.0	120.0	31.0	31.0	200.0	782.0	110.0	22.0	73.0	5.0	58.0	117.0	70.0	310.0	14.0	319.0	138.0	344.0	46.0	1.0	88.0	35.0	25.0	97.0	28.0	34.0	39.0	64.0	34.0	24.0	26.0	37.0	68.0	109.0	8.0	32.0	64.0	150.0	128.0	448.0	437.0	487.0	107.0	38.0
414715	Actinospica	genus	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	5.0	1.0	1.0	6.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	4.0	1.0	4.0	0.0	2.0	0.0	1.0	0.0	2.0	5.0	0.0	1.0	8.0	2.0	0.0	10.0	4.0	0.0	0.0	2.0	2.0	2.0	1.0	0.0	1.0	5.0	0.0	2.0	1.0	0.0	0.0	9.0	5.0	2.0	3.0	0.0	1.0	11.0	0.0	2.0	1.0	46.0	3.0	0.0	0.0	2.0	0.0	0.0
414878	Catenulispora	genus	0.0	0.0	0.0	1.0	3.0	21.0	3.0	3.0	22.0	1.0	2.0	5.0	9.0	0.0	1.0	62.0	16.0	12.0	18.0	9.0	5.0	53.0	5.0	7.0	4.0	1.0	1.0	1.0	8.0	5.0	0.0	4.0	3.0	13.0	61.0	1.0	2.0	4.0	1.0	2.0	6.0	34.0	4.0	6.0	21.0	11.0	0.0	13.0	11.0	6.0	7.0	9.0	21.0	3.0	7.0	0.0	8.0	27.0	3.0	10.0	2.0	5.0	8.0	30.0	1.0	13.0	8.0	10.0	4.0	49.0	2.0	3.0	1.0	288.0	12.0	1.0	3.0	9.0	1.0	1.0
415014	Proteiniborus	genus	1.0	1.0	5.0	1.0	4.0	3.0	6.0	6.0	8.0	8.0	9.0	3.0	4.0	6.0	6.0	3.0	12.0	15.0	6.0	4.0	24.0	10.0	473.0	23.0	3.0	1.0	27.0	5.0	11.0	3.0	1.0	0.0	3.0	16.0	71.0	11.0	11.0	25.0	5.0	2.0	11.0	15.0	3.0	1.0	8.0	11.0	3.0	8.0	21.0	16.0	3.0	32.0	14.0	8.0	4.0	0.0	6.0	6.0	6.0	36.0	1.0	7.0	22.0	27.0	140.0	9.0	6.0	7.0	236.0	14.0	41.0	15.0	58.0	2.0	69.0	2.0	3.0	4.0	5.0	2.0
416212	Ferrovum	genus	1.0	6.0	10.0	15.0	3.0	45.0	20.0	29.0	139.0	43.0	9.0	12.0	90.0	15.0	44.0	44.0	79.0	27.0	146.0	113.0	130.0	125.0	20.0	84.0	20.0	2.0	5.0	50.0	44.0	20.0	43.0	10.0	11.0	69.0	152.0	20.0	20.0	23.0	39.0	77.0	90.0	114.0	38.0	3.0	163.0	22.0	36.0	47.0	32.0	30.0	81.0	38.0	206.0	58.0	10.0	0.0	58.0	50.0	11.0	19.0	131.0	45.0	134.0	28.0	173.0	39.0	9.0	26.0	62.0	106.0	5.0	20.0	63.0	79.0	207.0	13.0	57.0	100.0	16.0	38.0
416916	Aggregatibacter	genus	0.0	7.0	56.0	29.0	26.0	1125.0	220.0	22.0	20.0	41.0	17.0	12.0	15.0	57.0	33.0	10.0	781.0	36.0	100.0	135.0	43.0	87.0	65.0	115.0	23.0	10.0	5.0	15.0	55.0	168.0	19.0	15.0	51.0	44.0	10.0	36.0	62.0	71.0	66.0	156.0	241.0	25.0	124.0	45.0	28.0	4.0	38.0	231.0	49.0	519.0	56.0	28.0	239.0	167.0	25.0	2.0	51.0	74.0	81.0	46.0	7.0	47.0	422.0	129.0	16.0	16.0	22.0	48.0	291.0	37.0	24.0	21.0	117.0	51.0	156.0	81.0	60.0	220.0	108.0	9.0
416949	Parapedobacter	genus	8.0	5.0	2.0	29.0	43.0	25.0	19.0	39.0	122.0	33.0	7.0	37.0	25.0	18.0	20.0	25.0	60.0	73.0	41.0	21.0	117.0	302.0	46.0	83.0	107.0	6.0	27.0	17.0	46.0	33.0	35.0	13.0	79.0	128.0	532.0	30.0	16.0	72.0	14.0	67.0	47.0	97.0	102.0	11.0	164.0	47.0	19.0	36.0	68.0	49.0	54.0	31.0	143.0	20.0	79.0	1.0	39.0	97.0	27.0	134.0	42.0	59.0	123.0	120.0	699.0	74.0	21.0	27.0	18.0	66.0	5.0	17.0	17.0	72.0	91.0	18.0	22.0	26.0	30.0	26.0
417127	Zunongwangia	genus	2.0	3.0	0.0	1.0	2.0	0.0	0.0	0.0	27.0	1.0	1.0	9.0	5.0	4.0	1.0	3.0	15.0	9.0	8.0	3.0	65.0	43.0	8.0	3.0	11.0	0.0	5.0	4.0	6.0	0.0	1.0	2.0	4.0	24.0	72.0	4.0	2.0	1.0	10.0	9.0	1.0	12.0	5.0	4.0	30.0	19.0	1.0	3.0	13.0	5.0	9.0	19.0	15.0	0.0	9.0	0.0	3.0	15.0	1.0	10.0	17.0	6.0	13.0	12.0	77.0	9.0	4.0	7.0	3.0	14.0	0.0	1.0	1.0	6.0	14.0	0.0	2.0	3.0	3.0	2.0
419014	Alloscardovia	genus	2.0	3.0	1.0	2.0	26.0	6.0	15.0	1.0	1.0	17.0	4.0	3.0	17.0	20.0	6.0	32.0	8.0	12.0	24.0	22.0	25.0	4.0	13.0	40.0	0.0	6.0	2.0	13.0	11.0	11.0	2.0	2.0	16.0	20.0	3.0	7.0	14.0	5.0	17.0	6.0	19.0	11.0	20.0	7.0	6.0	2.0	7.0	2.0	22.0	15.0	4.0	20.0	28.0	18.0	0.0	0.0	11.0	4.0	27.0	37.0	1.0	6.0	7.0	53.0	5.0	4.0	23.0	24.0	40.0	18.0	9.0	9.0	20.0	24.0	61.0	34.0	7.0	13.0	61.0	0.0
420345	Lactonifactor	genus	8.0	4.0	15.0	7.0	57.0	19.0	23.0	18.0	87.0	28.0	18.0	13.0	25.0	28.0	20.0	48.0	70.0	96.0	72.0	101.0	72.0	68.0	24.0	151.0	3.0	8.0	8.0	15.0	48.0	16.0	19.0	4.0	45.0	164.0	117.0	17.0	23.0	38.0	42.0	38.0	112.0	108.0	92.0	17.0	48.0	6.0	96.0	144.0	88.0	41.0	17.0	317.0	142.0	64.0	16.0	0.0	45.0	35.0	65.0	149.0	3.0	65.0	102.0	115.0	97.0	18.0	320.0	123.0	92.0	182.0	20.0	17.0	87.0	52.0	143.0	37.0	28.0	64.0	67.0	19.0
420644	Piscibacillus	genus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	1.0	5.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	4.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	2.0	0.0	1.0	0.0	2.0	1.0	2.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0	5.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	5.0	1.0	0.0	3.0	1.0	0.0
423349	Mucilaginibacter	genus	40.0	35.0	24.0	178.0	110.0	156.0	60.0	229.0	1293.0	218.0	54.0	243.0	260.0	94.0	170.0	345.0	232.0	326.0	482.0	174.0	1293.0	4120.0	556.0	289.0	416.0	16.0	137.0	119.0	204.0	115.0	197.0	75.0	190.0	754.0	2040.0	89.0	77.0	113.0	131.0	344.0	206.0	579.0	539.0	42.0	2468.0	587.0	95.0	180.0	504.0	181.0	779.0	365.0	607.0	88.0	553.0	7.0	553.0	570.0	104.0	640.0	187.0	530.0	353.0	682.0	3574.0	842.0	461.0	393.0	122.0	958.0	31.0	88.0	107.0	466.0	816.0	65.0	148.0	150.0	152.0	149.0
423604	Elusimicrobium	genus	5.0	2.0	0.0	1.0	3.0	16.0	4.0	0.0	100.0	11.0	1.0	6.0	129.0	4.0	5.0	280.0	10.0	4.0	14.0	18.0	6.0	51.0	5.0	7.0	0.0	4.0	1.0	8.0	1.0	2.0	4.0	1.0	3.0	125.0	44.0	2.0	2.0	7.0	9.0	10.0	12.0	55.0	8.0	5.0	48.0	3.0	9.0	51.0	14.0	21.0	1.0	14.0	43.0	24.0	1.0	0.0	9.0	11.0	3.0	50.0	0.0	1.0	42.0	16.0	17.0	16.0	1.0	9.0	16.0	20.0	3.0	9.0	1.0	19.0	36.0	4.0	20.0	27.0	9.0	4.0
427077	Salsuginibacillus	genus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
