taxonomy_id	name	rank	TCD.1_ERR1713393_db6.diamond	SVK.9_ERR1713389_db6.diamond	SGP.52_ERR1713387_db6.diamond	SRB.37_ERR1713388_db6.diamond	SVN.38_ERR1713390_db6.diamond	TUR.46_ERR1713395_db6.diamond	SWE.41a_ERR1713392_db6.diamond	TZA.15_ERR1713396_db6.diamond	SWE.41_ERR1713391_db6.diamond	TGO.44_ERR1713394_db6.diamond
3420559	Desulfovibrio sp. SGI.102	species	0	1	1	0	4	0	0	16	2	1
2305252	Pseudotabrizicola alkalilacus	species	0	9	0	6	11	9	20	7	33	30
46201	Geovibrio ferrireducens	species	0	6	9	4	6	0	3	9	14	15
2780094	Ramlibacter aquaticus	species	0	2	15	1	1	0	5	0	1	3
1614635	Polaromonas eurypsychrophila	species	0	13	8	4	11	12	35	11	63	22
151416	Bosea vestrisii	species	0	22	20	50	53	11	19	13	33	2
2963128	Mycoplasma bradburyae	species	0	2	1	1	2	0	0	1	2	1
3048599	Pseudomonas sp. AH2 (2023)	species	0	4	4	1	6	1	3	5	16	4
2614693	Nitrincola iocasae	species	0	1	8	0	1	1	6	5	0	3
1347386	Anaerosalibacter	genus	0	6	0	3	16	0	3	7	10	47
863575	Citricoccus nitrophenolicus	species	0	3	2	3	5	3	3	5	0	2
2652292	Hornefia porci	species	0	8	4	7	24	0	3	48	15	45
3401756	Bacillus sp. SBS7	species	0	5	0	0	0	0	0	0	0	0
630520	Paenibacillus prosopidis	species	0	2	2	1	6	0	2	3	6	15
2787129	Clostridium sp. 1001283B150210_160208_E6	species	0	9	0	6	13	2	4	5	3	0
2745873	Deinococcus sp. 6GRE01	species	0	7	0	0	0	0	1	1	0	0
3057330	Bradyrhizobium sp. SZCCHNPS1003	species	0	1	0	0	0	0	0	0	0	0
533267	Actinopolymorpha alba	species	0	6	17	4	8	2	4	4	23	7
3457326	Sanguibacter sp. A246	species	0	1	0	2	3	1	4	0	9	0
469799	Nesterenkonia flava	species	0	2	3	1	4	0	3	7	4	0
650004	Alteraurantiacibacter aestuarii	species	0	1	3	4	6	9	1	0	9	168
3066287	Spiroplasma endosymbiont of Polydrusus cervinus	species	0	3	0	0	1	0	0	0	0	2
2791025	Microvirga alba	species	0	9	5	4	6	4	14	18	11	44
2607834	Moorena sp. SIO3H5	species	0	3	10	3	1	2	2	4	4	2
2729599	Marinigracilibium pacificum	species	0	4	29	4	8	6	6	9	13	182
2721623	Croceivirga thetidis	species	0	2	8	1	15	0	0	3	4	9
2883207	Dorea sp. 210702-DFI.3.125	species	0	2	2	17	19	0	7	5	19	0
1168729	Nocardioides zhouii	species	0	14	2	3	5	3	5	3	6	2
2603214	Pseudomonas sp. JG-B	species	0	5	7	17	0	4	1	2	5	0
75684	Balneatrix alpica	species	0	4	10	3	10	0	3	13	18	52
3138935	Brevibacterium litoralis	species	0	3	3	9	2	12	5	5	7	3
1881044	Pseudoxanthomonas sp. YR558	species	0	9	2	4	6	0	1	1	5	0
1797072	Methylomonas sp. ZR1	species	0	10	2	5	16	3	7	6	8	1
1193500	Leptospira idonii	species	0	6	16	0	8	3	3	9	9	21
2796472	Leucobacter edaphi	species	0	6	0	3	10	9	26	25	23	13
1054972	Allohahella marinimesophila	species	0	5	8	1	5	0	0	2	21	9
1771311	Pseudomonas sp. ATCC PTA-122608	species	0	1	0	1	1	55	0	3	2	0
2997946	Coprococcus sp. AF102-57	species	0	2	3	5	12	1	6	3	11	0
2587007	Rhizobium sp. BK456	species	0	3	0	5	3	2	1	2	3	0
2819143	Chryseobacterium sp. ISL-6	species	0	1	2	0	1	8	4	8	7	27
3156429	Bradyrhizobium sp. S3.3.6	species	0	1	0	0	0	1	0	0	0	0
2993448	Pelagibius sp. Alg239-R121	species	0	10	21	1	4	2	1	5	22	7
2812558	Longitalea arenae	species	0	1	12	4	12	11	16	3	27	95
670054	Glaciibacter psychrotolerans	species	0	13	2	2	13	15	18	4	19	6
1723756	Pseudoalteromonas sp. P1-13-1a	species	0	1	1	0	0	0	0	2	0	0
2529845	Acinetobacter sp. ANC 4633	species	0	7	7	38	4	22	64	10	11	1
652740	Azospirillum sp. TSH64	species	0	5	4	1	0	0	1	1	2	6
570012	Shimwellia pseudoproteus	species	0	2	11	0	3	2	1	3	2	3
2994102	Mycobacterium pinniadriaticum	species	0	7	12	4	8	1	0	5	12	1
2782639	Bradyrhizobium sp. 168	species	0	3	1	0	0	0	2	0	5	2
2828328	Erythrobacter crassostreae	species	0	1	0	2	1	1	0	0	1	9
1736471	Duganella sp. Root1480D1	species	0	13	6	6	3	8	7	2	8	3
3163297	Flavobacterium plantiphilum	species	0	7	1	11	2	49	23	5	6	7
1962290	Leptolyngbya ohadii	species	0	3	21	2	7	1	4	11	10	6
1676141	Wenzhouxiangellaceae	family	0	1	5	3	2	0	2	0	13	0
2743582	Peptacetobacter	genus	0	12	2	7	39	0	5	3	16	5
394967	Methanoculleus receptaculi	species	0	1	5	0	418	1	3	8	36	5
2954604	Margalitia sp. FSL K6-0131	species	0	2	1	0	7	0	1	1	1	4
1462	Geobacillus kaustophilus	species	0	4	2	0	6	4	0	1	2	4
2065820	Hydrogenovibrio sp. SC-1	species	0	4	1	2	1	1	2	2	74	2
1947007	Oceanicaulis sp. UBA2681	species	0	1	1	0	0	0	0	0	0	1
1478134	Novosphingobium sp. KN65.2	species	0	11	11	5	9	5	6	5	11	35
145357	Dermacoccaceae	family	0	34	36	33	35	17	39	138	61	13
2621054	unclassified Herpetosiphon	no rank	0	1	0	0	0	0	1	1	0	0
204446	Zavarzinia	genus	0	20	26	17	18	4	12	81	29	1944
2692864	Synechocystis sp. FACHB-383	species	0	1	8	0	6	0	3	2	2	2
1249	Weissella paramesenteroides	species	0	1	6	21	42	0	5	20	8	6
1573407	Paradevosia	genus	0	3	1	5	8	3	4	4	26	3
3230969	Patiriisocius sp. Uisw_047	species	0	5	5	0	21	3	4	3	7	106
2955314	Arthrobacter sp. H16F315	species	0	1	0	0	0	0	1	0	0	0
3346764	Nonomuraea sp. NPDC059194	species	0	1	0	0	1	0	1	3	2	0
241555	Helcococcus sueciensis	species	0	4	6	15	34	3	24	13	68	200
1739113	Novosphingobium sp. FSW06-99	species	0	4	13	1	1	1	1	7	7	25
2862510	Oceanobacter mangrovi	species	0	1	3	3	0	0	4	8	4	6
2987605	Neopusillimonas	genus	0	16	13	6	9	19	3	12	20	3083
3019067	Sulfurovum zhangzhouensis	species	0	10	4	2	2	11	13	2	6	18
3374181	Flavobacterium sp. FlaQc-48	species	0	6	4	23	9	86	26	8	34	9
596372	Modestobacter sp. SSW1-42	species	0	6	1	2	2	0	0	0	2	1
44671	Pelotalea chapellei	species	0	18	195	12	10	3	15	66	51	24
1869183	Niastella sp.	species	0	7	17	0	18	1	11	7	19	42
2599615	Luteimonas wenzhouensis	species	0	16	37	18	39	7	95	14	34	11
2976331	Stieleria sedimenti	species	0	1	18	1	32	2	9	6	21	6
2831000	Arthrobacter sp. NicSoilC5	species	0	1	1	0	0	0	1	1	0	0
2904253	Lysobacter sp. 5GHs7-4	species	0	17	24	40	18	3	20	13	33	9
122960	Alicyclobacillus herbarius	species	0	3	14	3	19	0	3	2	7	7
1347086	Bacillus sp. EB01	species	0	2	0	1	9	0	0	0	11	17
3154537	Streptosporangium sp. NPDC002524	species	0	1	1	9	1	0	0	3	0	1
3017325	Devosia sp. YIM 151766	species	0	9	8	5	14	1	7	3	11	4
2202148	Azospirillum thermophilum	species	0	7	15	3	14	3	9	90	16	16
1332069	Pantoea sp. AS-PWVM4	species	0	1	2	0	0	0	3	0	0	0
3119912	Xanthobacter autotrophicus DSM 431	strain	0	5	7	0	4	0	9	13	15	5
1138194	Rhizobium lentis	species	0	6	8	2	10	4	6	5	15	12
2639165	unclassified Methanocella	no rank	0	1	0	0	2	0	0	0	0	0
2599293	Humibacter ginsenosidimutans	species	0	9	5	1	1	3	1	7	2	2
3401714	Flavobacterium sp. LB2P6	species	0	5	2	13	6	139	79	19	37	0
2943498	Candidatus Mycobacterium methanotrophicum	species	0	3	8	4	0	0	2	5	3	1
2770274	Paenibacillus sedimenti	species	0	2	32	0	8	0	4	4	1	10
2680020	Tautonia	genus	0	22	387	17	87	4	23	77	117	61
2035213	Chryseobacterium sp. 52	species	0	14	9	36	9	50	62	19	50	7
1866325	Sphingopyxis sp. MG	species	0	6	11	23	27	2	8	1	18	2
3127654	Aliiglaciecola sp. NS0011-25	species	0	5	0	0	2	0	0	0	1	1
1111106	Ancylobacter sp. FA202	species	0	6	1	0	3	0	4	0	7	2
33865	Methanoplanus endosymbiosus	species	0	5	17	1	24	0	6	5	11	25
3346301	Peribacillus sp. NPDC058002	species	0	1	0	0	0	0	0	1	0	2
1849360	Balneola sp. EhC07	species	0	11	38	3	23	7	5	10	21	105
1770527	Larkinella soli	species	0	13	46	8	56	4	20	24	28	61
2778064	Aeromonas sp. FDAARGOS 1415	species	0	2	0	0	1	1	1	21	0	3
2638168	unclassified Trinickia	no rank	0	3	5	0	1	1	3	7	1	0
2175090	Sphingomonas pokkalii	species	0	1	0	3	2	1	1	1	3	0
2598107	Methylobacterium sp. W2	species	0	4	0	0	0	0	0	0	1	4
29485	Yersinia rohdei	species	0	8	1	3	2	22	22	2	17	0
496053	Hymenobacter daecheongensis	species	0	4	8	1	2	10	0	3	1	11
1380368	Acinetobacter sp. UNC436CL71CviS28	species	0	1	0	0	3	3	3	2	17	0
2952477	Rhizobium sp. SSA_523	species	0	5	0	1	4	1	9	0	10	1
3037260	Jeotgalibacillus sp. ET6	species	0	18	1	38	96	2	16	1	60	5
3040672	Gemmobacter sp. 24YEA27	species	0	12	8	19	38	18	14	3	80	1
214095	Enterococcus canis	species	0	3	4	2	12	1	0	2	8	6
634784	Bradyrhizobium algeriense	species	0	1	2	0	5	0	4	2	2	0
2975399	Mitsuaria sp. GD03876	species	0	4	5	4	3	9	3	4	5	8
2742129	Stenotrophomonas sp. NA06056	species	0	3	0	0	1	0	2	2	0	3
1461	Psychrobacillus insolitus	species	0	14	1	5	7	0	0	1	2	27
1660080	Campylobacter sp. RM16192	species	0	2	0	0	2	1	0	6	1	0
2987686	Flavobacterium frigoritolerans	species	0	18	7	23	28	199	34	3	31	11
2854775	Pseudoxanthomonas sp. PXM05	species	0	6	2	9	6	0	2	5	8	2
590593	Iodobacter arcticus	species	0	11	4	4	8	5	2	9	12	2
2807628	Phycicoccus sonneratiae	species	0	6	10	5	6	5	6	9	10	0
1387166	Sphingobium mellinum	species	0	3	9	3	3	3	4	5	8	4
517011	Stenotrophomonas chelatiphaga	species	0	1	1	2	3	2	1	1	10	0
2492390	Elioraea rosea	species	0	5	11	3	6	4	6	10	18	34
2094122	Thermoplasma sp. Kam2015	species	0	1	2	0	1	0	0	3	0	4
2866625	Novosphingobium huizhouense	species	0	2	2	0	4	2	2	1	1	28
2817477	Bacillus paramobilis	species	0	3	0	0	0	1	1	2	2	1
1783274	Arsenicitalea aurantiaca	species	0	3	4	2	9	4	3	7	22	12
1197127	Paenibacillus alba	species	0	3	2	4	11	0	2	4	5	83
2448455	Ochrobactrum soli	species	0	5	1	4	12	1	5	1	8	1
3162404	Bacteroides sp. L008	species	0	8	1	0	3	0	1	8	0	37
1520803	Pseudobutyrivibrio sp. C4	species	0	11	1	3	7	1	4	15	7	3
2576918	Polynucleobacter sp. JS-Polo-80-F4	species	0	3	1	0	0	0	0	0	0	8
182411	Anaerobranca californiensis	species	0	7	16	8	84	0	4	13	17	73
2552766	Meridianimarinicoccus aquatilis	species	0	3	22	6	23	2	16	0	26	5
3073144	Fredinandcohnia sp. QZ13	species	0	3	0	1	6	0	0	0	1	71
240521	Rhizobium daejeonense	species	0	5	18	3	15	1	21	9	44	1
2634190	unclassified Paenarthrobacter	no rank	0	6	7	4	4	2	5	11	10	4
1736441	Methylibium sp. Root1272	species	0	2	14	8	16	1	3	3	5	10
1933776	Leifsonia sp. ALI-44-B	species	0	3	0	0	1	1	2	0	7	2
1736320	Brevundimonas sp. Leaf280	species	0	11	4	4	3	0	2	0	1	9
1915382	Paracoccus aerius	species	0	8	2	5	14	2	1	8	7	5
2652177	Pelistega ratti	species	0	12	36	12	41	1	19	93	29	19
3366026	Streptomyces sp. NPDC093094	species	0	2	0	0	7	0	0	0	0	0
71151	Methanocalculus	genus	0	8	77	3	44	3	4	14	40	124
64001	Nevskia	genus	0	21	24	5	9	4	13	10	58	13
2954383	Candidatus Accumulibacter cognatus	species	0	16	49	33	26	2	24	23	52	19
3364355	Nonomuraea sp. NPDC049655	species	0	1	0	0	0	0	0	0	0	0
28073	Lyngbya	genus	0	1	8	0	1	4	3	0	3	5
93218	Pandoraea apista	species	0	12	13	16	14	23	18	49	30	5
3132704	Bacteroides sp. f07	species	0	10	2	3	2	0	5	44	7	11
488447	Burkholderia contaminans	species	0	28	11	21	13	77	35	22	29	18
496496	Viridibacillus	genus	0	2	3	7	7	1	2	4	4	20
2950604	Brevibacillus ruminantium	species	0	2	5	0	5	0	3	8	4	35
1965624	Muribaculum sp. An289	species	0	16	0	6	4	0	2	8	2	1
739143	Flavobacterium phragmitis	species	0	3	4	3	3	25	14	1	10	8
2923277	Pedobacter montanisoli	species	0	4	15	4	18	7	2	33	14	54
1577780	Phaeocystidibacter marisrubri	species	0	9	44	7	88	5	12	18	28	744
3364376	Paenarthrobacter sp. NPDC089675	species	0	1	0	1	0	0	1	1	0	0
1737571	Niallia oryzisoli	species	0	4	22	2	107	1	2	5	8	15
2923423	Acinetobacter sp. ANC 3882	species	0	13	6	35	30	18	23	15	26	15
659	Photobacterium phosphoreum	species	0	10	1	6	12	5	7	23	14	24
359370	Microbulbifer sp. A4B17	species	0	1	3	1	1	0	0	2	0	0
3157211	Dactylosporangium sp. NPDC050588	species	0	1	0	0	0	0	1	0	1	0
2955208	Polynucleobacter sp. UK-FUSCHL-C3	species	0	1	0	0	2	0	36	1	0	81
1078904	Nitrosotalea	genus	0	11	11	0	3	1	13	7	4	1
192073	Shewanella denitrificans	species	0	4	2	1	0	4	0	2	2	14
1389192	Cupriavidus sp. USMAHM13	species	0	6	1	0	7	0	0	3	0	6
90970	Alicyclobacillus tolerans	species	0	4	12	2	10	1	0	29	6	7
2832355	Pseudomonas sp. BF-B-25	species	0	1	0	0	0	7	0	0	1	0
2620948	unclassified Micrococcus	no rank	0	2	0	1	2	0	1	2	4	0
1755582	Hoyosella rhizosphaerae	species	0	6	0	25	4	5	4	0	17	0
368503	Synechococcus sp. UW140	species	0	3	8	1	1	0	8	4	6	17
3134673	Phocaeicola sp. HCN-6420	species	0	7	0	4	2	0	9	14	15	8
1701573	Paraburkholderia piptadeniae	species	0	11	1	3	12	4	8	8	3	1
545908	Pseudomonas sp. LM8	species	0	6	10	0	1	10	6	8	3	9
1577687	Terracidiphilus gabretensis	species	0	3	10	0	4	1	7	6	16	2
2484985	Leptospira semungkisensis	species	0	1	5	0	3	1	5	1	0	0
2950371	Lapidilactobacillus luobeiensis	species	0	3	3	0	2	1	6	2	4	3
674054	Pseudomonas baetica	species	0	13	9	3	11	154	9	7	13	3
2609269	unclassified Azospira	no rank	0	9	8	2	6	1	1	33	12	7
3366086	Streptomyces sp. NPDC096339	species	0	1	1	0	0	0	0	0	1	2
2502198	Brevibacterium sp. 2SA	species	0	1	0	0	1	0	0	0	0	0
1323370	Caloranaerobacter ferrireducens	species	0	6	5	3	52	0	0	5	13	69
1464122	Shouchella lonarensis	species	0	1	4	4	9	2	0	4	1	7
3457313	Microbacterium sp. RD1	species	0	3	3	3	2	9	2	1	2	1
2832404	Pseudomonas sp. A-R-26	species	0	2	0	1	0	9	0	2	0	0
28138	Rikenella	genus	0	13	6	3	6	0	5	26	9	709
1848039	Methylobacillus sp. MM3	species	0	16	25	7	8	93	23	53	25	197
1902411	Robiginitalea sp.	species	0	8	13	0	5	2	5	10	18	269
573139	Shimia	genus	0	6	9	2	5	0	5	4	15	8
2717483	Pseudomonas sp. WS 5027	species	0	16	1	4	3	29	12	0	9	0
3074077	Halodesulfurarchaeum sp. HSR-GB	species	0	1	4	0	0	0	0	0	3	9
2771354	Spirosoma profusum	species	0	10	19	5	25	12	19	9	29	59
3390652	Pseudomonas sp. NPDC089547	species	0	1	0	0	0	1	1	1	0	0
2834349	unclassified Caproicibacterium	no rank	0	2	1	1	5	0	0	14	2	0
3364306	Nocardia sp. NPDC006044	species	0	1	1	0	2	0	1	0	0	0
3133311	Sorangium sp. So ce406	species	0	3	1	0	1	1	0	2	3	0
3401719	Flavobacterium sp. LB3P21	species	0	9	8	10	12	77	271	5	37	4
111781	[Leptolyngbya] sp. PCC 7376	species	0	1	2	0	5	2	1	3	7	10
3116489	Brachymonas sp. J145	species	0	14	28	5	9	3	12	67	17	3
2654191	Cellulomonas sp. JZ18	species	0	1	1	4	0	0	1	1	4	0
3364211	Microbacterium sp. NPDC091662	species	0	1	1	0	1	1	6	0	7	0
1182444	Fulvitalea axinellae	species	0	14	57	8	39	7	10	20	23	238
908615	Psychroflexus halocasei	species	0	2	2	4	5	4	1	6	3	19
317735	Enterococcus caccae	species	0	9	2	8	32	1	6	0	47	8
3046720	Nioella sp. MMSF_3534	species	0	1	2	1	0	0	1	4	1	0
3120243	Gilliamella sp. GillExp13	species	0	1	0	0	1	0	0	0	0	0
29559	Metamycoplasma hyosynoviae	species	0	1	2	1	3	1	0	3	4	76
3016340	Mycobacterium hippophais	species	0	1	1	0	0	0	0	0	2	0
2692834	Nostoc sp. FACHB-110	species	0	4	3	7	1	0	3	1	5	2
1076126	Phytohabitans houttuyneae	species	0	2	5	0	5	1	2	2	3	0
1704277	Deinococcus sp. UR1	species	0	1	0	0	0	0	0	1	1	0
2495593	Variovorax sp. MHTC-1	species	0	17	10	9	11	8	30	3	15	4
196119	Methanotorris	genus	0	1	2	0	4	0	0	1	2	2
2888523	Noviluteimonas lactosilytica	species	0	17	18	9	10	3	4	25	13	5
1920171	Dyella halodurans	species	0	3	4	1	2	1	7	4	8	5
2578111	Variovorax sp. KBS0712	species	0	5	1	3	9	10	9	0	10	2
2020506	Tetzosporium hominis	species	0	5	3	2	15	10	0	5	4	6
3051659	Demequina zhanjiangensis	species	0	1	9	3	6	1	5	8	9	2
63560	Desulfovibrio oxyclinae	species	0	24	18	7	13	0	3	25	28	29
2712865	Paludisphaera soli	species	0	15	75	9	22	4	12	21	35	13
195064	Ectothiorhodospira mobilis	species	0	15	20	0	11	1	5	19	16	23
2315	Methanoplanus limicola	species	0	9	8	1	14	7	2	10	12	50
2614637	unclassified Desulfuromonas	no rank	0	4	72	3	7	0	1	16	16	18
1245526	Geopseudomonas guangdongensis	species	0	11	14	5	5	5	10	322	20	3941
2953654	Pseudarthrobacter sp. HLT1-5	species	0	4	4	2	5	0	8	3	4	0
2080541	Rathayibacter sp. AY1C9	species	0	1	2	0	0	0	1	0	2	0
2614992	unclassified Alteromonas	no rank	0	4	5	0	13	2	5	25	8	42
1965648	Faecalibacterium sp. An58	species	0	5	2	7	10	0	2	10	11	2
2498109	Legionella septentrionalis	species	0	1	6	1	2	0	1	1	2	1
285566	Streptomyces levis	species	0	4	2	1	5	0	2	1	4	1
361183	Altererythrobacter epoxidivorans	species	0	2	2	6	2	0	0	0	3	12
1836499	Algoriphagus iocasae	species	0	5	7	1	8	7	12	4	11	53
1171596	Bacterioplanoides pacificum	species	0	3	6	0	5	0	1	5	4	2
2845820	Rhizobium sp. CECT 9324	species	0	12	5	8	13	9	4	6	10	0
3159496	Azospirillum sp. HJ39	species	0	5	6	1	5	2	7	5	4	16
201973	Planifilum fulgidum	species	0	2	7	0	4	1	0	2	5	8
2736299	Syntrophothermus sp.	species	0	11	112	8	964	0	4	19	30	19
1520805	Blautia sp. SF-50	species	0	2	4	7	7	0	3	3	9	2
182403	Rubritepida flocculans	species	0	6	15	11	11	2	15	9	16	267
502331	Mucilaginibacter panaciglaebae	species	0	1	9	1	2	9	4	4	7	23
1940289	Phaeodactylibacter sp.	species	0	7	86	18	242	22	31	13	199	352
1714	Cellulomonas uda	species	0	3	1	5	4	0	5	12	2	1
999931	Barrientosiimonas humi	species	0	1	4	5	8	0	2	10	2	2
3414493	Paenibacillus sp. sgz302251	species	0	3	6	3	17	0	1	2	10	7
935866	Nocardioides sp. J54	species	0	4	1	0	1	0	2	6	2	0
988821	Cellulomonas marina	species	0	4	2	3	3	0	6	15	13	0
2174844	Maritimibacter sp. 55A14	species	0	2	7	6	3	2	4	3	4	2
1274359	Pseudomonas sihuiensis	species	0	8	0	3	3	6	2	3	1	7
2364787	Alistipes megaguti	species	0	14	11	0	3	1	12	122	12	42
61169	Alicyclobacillus sp.	species	0	1	8	2	8	0	0	5	6	4
261392	Treponema porcinum	species	0	4	11	6	34	2	10	234	27	143
3064574	Conexibacter sp. CPCC 206217	species	0	3	19	0	38	1	3	5	35	4
487319	Shewanella marina	species	0	2	4	0	6	0	0	2	1	3
1796469	Gilvimarinus japonicus	species	0	2	1	1	2	0	0	2	2	1
2758579	Klebsiella sp. Kps	species	0	3	3	6	6	4	32	116	4	0
157176	uncultured Nitrospira sp.	species	0	6	19	0	19	2	5	2	42	11
2810351	Xanthomonas bonasiae	species	0	6	7	5	13	3	8	2	12	3
1502775	Caulobacter sp. UNC279MFTsu5.1	species	0	8	5	6	5	1	6	3	3	18
2806551	Polaribacter sp. Q13	species	0	4	3	0	2	7	1	6	6	27
2647902	unclassified Geothrix	no rank	0	7	16	1	3	1	7	35	12	10
2708079	Paramicrobacterium fandaimingii	species	0	6	0	1	3	2	2	2	6	3
2620921	unclassified Chamaesiphon	no rank	0	8	11	1	6	3	6	5	10	38
3454466	Novipirellula sp. SH528	species	0	9	36	8	41	2	9	14	44	17
2487322	Vibrio viridaestus	species	0	11	0	3	10	2	4	30	4	64
2073160	Acuticoccus kandeliae	species	0	5	16	6	5	1	4	1	11	5
3069691	Tunturiibacter empetritectus	species	0	4	7	4	4	0	6	1	11	9
204799	Nitratireductor aquibiodomus	species	0	10	6	1	5	1	3	0	3	7
2282756	Pueribacillus	genus	0	1	2	0	5	0	0	0	0	0
2607730	Aquimarina sp. RZ0	species	0	2	3	9	12	7	7	4	25	23
556548	Corynebacterium freiburgense	species	0	3	0	0	0	1	0	18	4	0
3111773	Adlercreutzia shanghongiae	species	0	4	2	7	9	0	4	20	15	4
1165090	Imtechella halotolerans	species	0	3	4	1	6	13	4	12	15	70
369829	Saccharomonospora saliphila	species	0	4	1	1	0	0	0	0	3	0
2721545	Marinagarivorans cellulosilyticus	species	0	8	14	37	15	0	7	7	19	5
1643451	Sphingobacterium sp. Ag1	species	0	2	1	0	1	1	2	4	16	6
591372	Agaricicola taiwanensis	species	0	7	5	9	5	6	3	4	25	9
537601	Mesorhizobium intechi	species	0	1	0	1	1	0	0	0	1	0
290513	Prosthecochloris sp.	species	0	10	12	4	14	4	8	17	18	35
3143437	Enterobacter sp. PTB	species	0	2	0	0	0	0	1	1	0	0
528187	Paenibacillus tundrae	species	0	1	1	0	1	1	1	2	1	1
85682	Anaerobacillus arseniciselenatis	species	0	6	4	5	12	3	2	6	2	10
1908237	Hymenobacter lapidarius	species	0	14	1	1	0	4	2	13	1	8
2045106	Parapedobacter defluvii	species	0	10	28	9	22	24	31	77	43	221
1129133	Sphingopyxis italica	species	0	11	12	6	12	1	12	2	12	5
3317330	Cohnella sp. GCM10020058	species	0	1	23	0	10	2	5	3	8	18
563176	Siphonobacter aquaeclarae	species	0	6	20	9	83	0	19	18	18	109
2938947	Aliidiomarina quisquiliarum	species	0	7	8	1	15	7	5	21	19	10
53427	Gordonia hirsuta	species	0	4	2	1	21	0	4	1	13	1
2903580	Kribbella sp. NBC_01505	species	0	5	0	0	8	1	0	9	4	1
1855297	Mucilaginibacter sp. OK098	species	0	5	4	1	6	8	5	7	16	16
1761909	Vibrio sp. ES.051	species	0	2	0	0	2	0	0	0	0	0
2320861	Sphingomonas cavernae	species	0	10	14	23	9	2	10	3	14	5
2605776	Bifidobacterium sp. WCA-178-WT-4B	species	0	1	0	0	0	0	0	1	4	0
55565	Actinomyces graevenitzii	species	0	18	34	52	114	4	35	81	62	6
2494697	Mangrovimonas spongiae	species	0	4	5	1	5	9	2	3	6	61
1880898	Pseudoduganella sp.	species	0	4	3	4	1	5	1	7	6	19
1658671	Arsenicicoccus sp. oral taxon 190	species	0	5	5	0	3	0	6	3	16	4
876090	environmental samples	no rank	0	3	3	5	16	0	7	20	22	14
1917163	Shewanella sp. UCD-KL12	species	0	5	2	1	1	0	0	2	2	6
1638272	Thermococcus sp. MV5	species	0	1	0	0	7	0	0	1	1	0
1317117	Oceanococcus atlanticus	species	0	1	6	2	16	0	6	8	11	13
2954494	Pleionea sp. CnH1-48	species	0	15	13	1	36	3	3	12	16	16
2849687	Noviherbaspirillum aridicola	species	0	5	19	3	6	5	5	15	17	9
248039	Mucispirillum schaedleri	species	0	19	17	1	16	3	13	63	17	73
2963703	Hungatella sp. SL.1.14	species	0	9	2	18	66	1	20	18	58	1
2066070	Mesorhizobium japonicum	species	0	4	2	0	9	14	12	1	15	1
682979	Microlunatus parietis	species	0	5	3	0	7	0	3	46	18	2
2419509	Microbacterium sp. HSID17254	species	0	3	1	0	2	0	1	2	1	0
359132	Bifidobacterium sp. A24	species	0	1	0	1	4	0	1	0	7	1
2202339	Chitinophaga varians	species	0	4	8	4	3	5	5	4	13	117
1382306	Thermogemmatispora carboxidivorans	species	0	1	4	0	1	0	1	4	1	2
1759072	Sphingopyxis sp. H050	species	0	15	36	29	25	2	28	12	46	1
147577	Tsukamurella strandjordii	species	0	4	0	1	2	0	2	1	4	0
715179	Paenibacillus sp. sptzw28	species	0	3	5	0	11	0	3	11	5	3
502487	Nostoc spongiaeforme	species	0	1	1	0	0	0	0	2	0	3
632773	Salisediminibacterium beveridgei	species	0	5	14	17	21	0	2	1	8	38
3156720	Amycolatopsis sp. NPDC005961	species	0	2	0	0	0	0	0	1	2	0
2911966	Cohnella mopanensis	species	0	1	3	1	10	0	0	3	7	4
2867243	Qipengyuania sphaerica	species	0	2	2	1	0	1	5	2	4	2
2739389	Phocaeicola faecicola	species	0	26	14	12	11	1	31	445	33	145
2763069	Ruminococcus difficilis	species	0	6	17	16	33	1	17	31	30	26
3413798	Microbacterium sp. bgisy189	species	0	11	3	4	7	2	6	52	9	4
3156467	Constrictibacter sp. MBR-5	species	0	12	40	8	30	0	8	10	29	33
712383	Microbacterium sp. oral taxon 186	species	0	4	1	1	1	63	0	1	1	0
45497	Schnuerera ultunensis	species	0	11	66	8	272	7	19	36	93	541
3401576	Haliea sp. E17	species	0	4	46	8	6	2	2	9	37	62
1826167	Limnohabitans sp. Hippo4	species	0	28	8	5	29	1	59	3	21	35
3156614	Mesorhizobium sp. KR9-304	species	0	12	10	11	35	4	15	2	45	4
2572887	Pseudomonas sp. SJZ079	species	0	6	1	0	3	59	6	5	10	2
931535	Cellulomonas soli	species	0	14	3	10	10	1	12	17	43	5
3378068	Oribacterium sp. P9	species	0	2	5	3	9	0	3	112	5	11
2962065	Pollutimonas sp. M17	species	0	8	5	5	3	16	6	5	11	140
3342638	Yoonia sp. R2-816	species	0	2	0	2	1	2	7	0	3	0
2173829	Thermaurantimonas aggregans	species	0	10	29	2	22	10	4	22	35	669
1922337	Leptolyngbya sp. 'hensonii'	species	0	4	14	0	10	2	4	8	16	11
3396167	Sphingomonas sp. DT-207	species	0	6	6	3	11	0	1	1	4	3
2763645	Lentihominibacter hominis	species	0	8	3	4	15	1	6	4	9	10
2800818	Brevundimonas vitisensis	species	0	12	8	8	13	0	4	2	9	32
1086013	Gemmobacter megaterium	species	0	16	10	17	31	17	17	11	77	171
1387165	Sphingobium xanthum	species	0	8	12	8	5	8	13	2	19	6
