taxonomy_id	name	rank	NLD.43_ERR1713379_db6.diamond	MYS.54_ERR1713377_db6.diamond	NGA.50_ERR1713378_db6.diamond	POL.36_ERR1713383_db6.diamond	PER.35_ERR1713385_db6.diamond	NOR.34_ERR1713380_db6.diamond	NPL.33_ERR1713381_db6.diamond	PAK.7_ERR1713384_db6.diamond	SEN.8_ERR1713386_db6.diamond	NZL.56_ERR1713382_db6.diamond
433651	Nocardioides koreensis	species	0	1	2	4	1	3	4	5	3	0
1671485	Acidiphilium sp. C61	species	0	1	0	0	1	2	0	4	0	0
3132289	Microbacterium sp. 1P06AB	species	0	1	1	5	1	3	18	7	0	3
2807673	Bradyrhizobium sp. JYMT SZCCT0428	species	0	1	2	12	6	4	4	11	0	5
1736357	Rhizobium sp. Leaf383	species	0	1	0	0	28	1	1	8	2	1
3348358	Sinorhizobium sp. P24N7	species	0	1	0	0	1	0	0	0	0	0
1759074	Sphingopyxis sp. HIX	species	0	1	0	0	0	1	0	0	1	0
1258546	Vreelandella nanhaiensis	species	0	1	0	0	3	0	0	0	3	0
3135225	Microbacterium sp. LMI12-1-1.1	species	0	1	3	7	5	25	129	43	28	2
2774843	Enterococcus sp. DIV0098	species	0	3	0	7	53	0	16	35	13	125
3382696	Agrilutibacter	genus	0	1	5	6	1	2	0	8	2	4
2918906	Bacillus sp. S10C12M	species	0	1	0	0	0	0	0	0	0	0
35804	Rhodovulum adriaticum	species	0	1	2	63	1	0	1	2	1	0
245187	Loktanella fryxellensis	species	0	3	1	9	3	3	3	2	8	6
2733866	Psychrobacter sp. KCTC 72983	species	0	1	4	2	6	1	6	0	11	61
2249762	Nonomuraea lactucae	species	0	1	0	1	1	1	0	1	0	0
182337	Erwinia billingiae	species	0	2	1	1	3	1	40	3	9	12
2682995	Ruegeria sp. HKCCA0370	species	0	1	0	0	0	0	0	1	0	0
2058322	Psychrobacter sp. MES7-P7E	species	0	1	0	3	6	1	19	5	5	84
2666192	Acinetobacter sp. RIT698	species	0	1	1	1	3	11	0	1	6	15
371042	Erwinia typographi	species	0	1	0	0	0	1	4	1	0	1
2847309	Thermophilibacter sp.	species	0	3	32	45	6	10	44	34	29	9
3367240	Pseudomonas sp. zbq_4	species	0	1	0	0	1	1	0	0	6	3
1970232	Tsukamurella hominis	species	0	1	15	3	6	2	6	2	0	0
2760931	Aliivibrio sp. SR45-2	species	0	1	0	1	1	0	0	0	0	0
2794832	Ruegeria sp. HKCCSP351	species	0	1	0	0	0	0	1	0	0	0
2879466	Alkalihalobacillus deserti	species	0	1	2	7	2	2	14	3	1	0
2608404	Prevotella vespertina	species	0	1	1	4	8	3	17	16	4	1
2582648	Streptococcus sp. 2579	species	0	1	1	0	1	0	0	4	4	0
2762598	Streptomyces salinarius	species	0	2	0	0	0	0	0	0	0	0
2970734	Streptomyces pyxinae	species	0	1	1	1	0	0	0	0	0	0
188770	Streptomyces koyangensis	species	0	1	0	2	0	0	0	1	0	0
417373	Limosilactobacillus equigenerosi	species	0	1	3	3	7	0	7	9	5	0
3096514	Aquirufa originis	species	0	2	1	0	0	27	3	1	0	62
2862498	Sphingomonas citricola	species	0	1	2	2	1	6	1	1	2	2
1179777	Mycoplasma feriruminatoris	species	0	1	0	1	7	0	8	3	0	0
1949080	Salinicola sp. CPA57	species	0	1	0	2	4	0	6	2	0	0
670079	Paeniglutamicibacter cryotolerans	species	0	1	0	1	0	11	10	3	2	43
2151	Mesoplasma florum	species	0	1	0	4	1	0	1	0	0	0
3397676	Clavibacter sp. Sh2088	species	0	1	0	0	0	0	1	0	0	0
752	Pasteurella bettyae	species	0	1	2	1	19	0	0	4	7	1
1293	Staphylococcus gallinarum	species	0	1	6	6	10	1	24	4	6	0
1566261	Rhizobium sp. NFR12	species	0	1	0	0	1	0	0	0	2	1
53336	Tatumella citrea	species	0	1	1	0	1	0	2	2	0	1
2593655	Shewanella psychropiezotolerans	species	0	1	0	0	0	0	0	1	0	0
3400425	Mycobacterium sp. 134	species	0	1	0	3	0	0	1	1	4	2
2621901	unclassified Halorhabdus	no rank	0	1	0	2	0	0	1	19	0	0
2818430	Bosea sp. BE271	species	0	1	0	1	0	0	2	1	2	0
36841	Terrisporobacter glycolicus	species	0	1	11	10	6	1	57	35	7	1
3404795	Knoellia alttitudinis	species	0	1	4	6	2	0	23	4	0	4
3368574	Sulfitobacter sp. M21595	species	0	1	0	0	0	0	0	0	0	0
2813566	Pseudomonas sp. 78_B	species	0	3	2	4	63	1	16	18	20	2
381741	Lacticaseibacillus thailandensis	species	0	1	0	2	1	1	6	2	3	0
2978479	Roseovarius salincola	species	0	1	0	0	0	0	1	4	0	1
1736475	Nocardioides sp. Root151	species	0	1	1	2	2	0	4	1	1	0
2819535	Gluconobacter sp. NFX36	species	0	1	0	0	0	0	0	0	0	0
3076501	Marinobacter sp. OP 3.4	species	0	1	0	9	7	0	8	6	6	2
3153493	Klebsiella sp. GW_Kp182	species	0	1	0	0	3	2	0	0	0	0
3452212	Micromonospora sp. BQ11	species	0	1	1	0	1	0	3	5	0	0
3346682	Kitasatospora sp. NPDC058965	species	0	1	0	4	0	0	0	1	0	0
2823740	Synechococcus sp. Lug-A	species	0	1	0	0	0	2	1	0	0	1
2775867	Nisaea sediminum	species	0	1	1	7	1	1	2	4	2	1
1834117	Mycobacterium sp. ACS1612	species	0	1	3	0	1	0	4	3	0	0
3049774	Devosia rhizosphaerae	species	0	1	1	6	4	2	3	2	2	1
1822238	Sulfitobacter sp. HI0054	species	0	1	2	11	0	0	18	2	2	0
2949649	Parabacteroides sp. Y3-G-102	species	0	1	1	0	0	0	0	1	2	0
2954932	Ciceribacter sp. RN22	species	0	1	1	0	0	1	1	5	1	3
85034	Glycomycetaceae	family	0	1	1	9	4	1	7	1	2	0
1574488	Paenibacillus haidiansis	species	0	1	7	7	8	0	10	16	3	0
2831675	Paracoccus sp. pheM1	species	0	2	1	3	5	0	16	6	0	1
2969667	Microbacterium sp. zg.Y1084	species	0	1	0	0	0	1	2	1	0	0
2879629	Burkholderia sp. AU31624	species	0	1	1	1	0	0	3	5	2	0
1860098	Methanosarcina sp. A14	species	0	1	5	2	0	0	4	1	2	0
2722820	Actinomyces faecalis	species	0	4	4	2	15	0	23	23	6	0
2601103	Acinetobacter sp. YH12116	species	0	1	4	1	3	8	2	3	61	9
2170729	Methyloceanibacter sp. wino2	species	0	1	0	1	2	0	0	3	1	1
1386078	Pseudomonas sp. EGD-AK9	species	0	1	1	0	0	0	1	2	0	1
752201	Sphaerospermopsis	genus	0	1	8	0	1	1	3	17	0	0
2080538	Rathayibacter sp. AY1C5	species	0	1	0	0	0	1	3	0	1	0
2823725	Cyanobium sp. WAJ14-Wanaka	species	0	1	1	0	0	0	1	1	1	17
3423403	Streptomyces sp. URMC 123	species	0	1	0	0	0	0	3	0	0	0
3415132	Leisingera sp. S232	species	0	1	1	1	1	0	0	0	0	0
2782657	Bradyrhizobium sp. 18	species	0	1	0	0	0	1	0	0	0	0
1834132	Mycobacterium sp. E2327	species	0	1	1	0	0	0	2	1	0	0
150120	Shewanella livingstonensis	species	0	1	0	1	1	0	0	1	1	1
1955272	Allobacillus salarius	species	0	1	1	2	1	0	0	1	1	0
3346107	Streptomyces sp. NPDC057363	species	0	1	0	0	0	0	0	0	0	0
40335	Legionella tucsonensis	species	0	2	1	2	1	0	3	2	2	0
2782536	Planococcus beigongshangi	species	0	1	0	2	0	3	5	2	5	0
2832373	Pseudomonas sp. GL-B-16	species	0	1	0	0	0	4	4	1	21	21
1973003	Thioclava sp. F34-6	species	0	1	0	0	0	1	1	1	0	2
3393748	Brevundimonas sp. FT23028	species	0	1	0	52	7	10	148	20	4	13
2496028	Hymenobacter radiodurans	species	0	1	2	3	0	2	1	6	0	3
3346998	Streptomyces sp. NPDC059909	species	0	1	1	1	0	0	2	1	2	0
1137990	Geodermatophilus arenarius	species	0	2	1	1	0	1	13	7	1	0
2583822	Plantibacter sp. M259	species	0	1	0	0	2	1	3	3	0	3
3386273	Maribacter sp. 2304DJ31-5	species	0	1	2	5	6	1	1	4	0	9
3134654	Dorea sp. ICN-14282	species	0	2	2	0	0	0	3	2	5	1
2512212	Kribbella voronezhensis	species	0	1	2	3	0	0	1	1	0	0
3462307			0	1	0	4	1	2	1	7	1	2
1231180	Nitratireductor pacificus	species	0	1	1	1	1	2	1	2	8	1
2952789	Symbiopectobacterium sp.	species	0	1	0	4	4	0	1	15	1	3
3053508	Variovorax sp. J31P179	species	0	2	7	7	4	27	7	2	1	29
933800	Rhodococcus sp. NCIMB 12038	species	0	1	0	1	1	0	3	5	0	2
1736336	Aureimonas sp. Leaf324	species	0	1	1	1	0	1	1	1	0	0
2584627	Clostridium sp. BIOML-A1	species	0	1	9	4	18	4	33	17	2	1
2921720	Lysinibacillus sp. FSL P2-0066	species	0	1	0	2	0	3	4	2	1	0
3032322	Pseudocitrobacter sp. 2023EL-00150	species	0	1	0	0	0	0	0	0	0	2
1581146	Klebsiella sp. HMSC09D12	species	0	1	0	0	0	1	0	3	10	2
2781897	Lichenicoccus	genus	0	2	1	0	1	0	1	0	0	0
491207	Chryseobacterium oleae	species	0	1	0	0	1	2	0	0	0	15
1294268	Paenibacillus endophyticus	species	0	1	2	3	3	1	3	1	0	2
2726075	Rhizobium sp. CG4	species	0	1	1	1	2	0	4	0	0	0
488730	Burkholderia arboris	species	0	1	0	0	1	7	2	0	0	6
2686067	Fusobacterium watanabei	species	0	1	0	0	1	0	0	3	0	0
33887	Rathayibacter rathayi	species	0	1	1	2	0	0	4	3	0	5
2976680	Devosia sp. FJ2-5-3	species	0	1	0	7	0	1	11	7	1	1
1393034	Atopobium deltae	species	0	1	2	7	0	1	7	2	0	1
1661052	Pseudomonas sp. NBRC 111137	species	0	1	0	1	0	1	1	2	10	21
1637975	Cytobacillus solani	species	0	1	0	4	1	0	6	3	3	0
1764550	Rhizobium aegyptiacum	species	0	1	0	0	1	0	5	0	0	0
321984	Pseudoduganella plicata	species	0	2	3	1	2	3	0	5	2	3
1871014	Arcanobacterium urinimassiliense	species	0	1	5	4	16	0	23	22	14	1
225917	Paenibacillus massiliensis	species	0	1	2	1	4	2	15	9	4	0
104605	Sphingomonas sp. Ant20	species	0	1	2	1	3	3	20	2	1	11
2321229	Salinisphaera sp. Q1T1-3	species	0	1	10	4	2	0	5	6	1	0
1806496	Achromobacter sp. 2789STDY5608621	species	0	1	8	0	1	0	0	1	0	0
309805	Persephonella marina	species	0	1	1	0	0	0	0	1	0	0
2663822	Mycobacterium sp. OAS707	species	0	2	0	1	2	0	3	1	2	1
1891675	Pantoea alhagi	species	0	1	1	0	0	0	6	1	3	0
1802	Mycolicibacterium farcinogenes	species	0	2	0	1	0	0	0	0	4	0
2597347	Planococcus sp. ANT_H30	species	0	1	1	1	1	1	1	1	0	0
1520813	Paracoccus sp. SM22M-07	species	0	1	1	2	14	1	27	12	9	2
3154944	Streptomyces sp. NPDC051909	species	0	1	0	0	1	0	2	1	0	0
2746231	Moritella sp. 5	species	0	1	0	0	4	0	0	4	0	0
179878	Sphingomonas elodea	species	0	1	0	0	1	3	7	5	2	2
3243445	Bartonella sp. AC130YNZD	species	0	1	4	0	14	0	8	2	2	0
723171	Vibrio genomosp. F10	species	0	1	2	0	0	2	0	3	1	0
413812	Natronococcus jeotgali	species	0	1	3	0	0	0	0	0	0	0
2135670	Luteibacter sp. OK325	species	0	1	2	1	0	2	1	1	7	1
2035533	Promicromonospora soli	species	0	1	2	2	0	1	6	10	3	0
2949659	Collinsella sp. BG-O-102	species	0	1	1	0	0	0	19	6	2	0
253839	Streptomyces sp. C	species	0	2	8	10	3	2	28	3	4	0
2607661	Methanofervidicoccus	genus	0	3	0	3	1	0	0	4	2	0
2770775	Clostridioides sp. ES-S-0006-03	species	0	2	0	0	4	1	6	1	2	0
2626145	unclassified Iodidimonas	no rank	0	1	5	2	1	0	1	1	2	2
104336	Microbacterium foliorum	species	0	2	2	4	4	4	26	10	1	11
2520508	Corallincola spongiicola	species	0	1	0	0	0	0	0	0	1	0
1715176	Streptococcus sp. HMSC064D12	species	0	1	1	0	0	0	5	0	0	0
361854	Bifidobacterium parmae	species	0	1	1	3	0	0	7	17	1	0
2856848	Curvivirga sp.	species	0	2	2	1	1	1	0	13	6	1
3364503	Rhodococcus sp. NPDC003318	species	0	1	2	2	0	1	6	5	3	0
2576432	Citrobacter sp. wls619	species	0	1	0	1	0	0	0	0	1	0
3364490	Psychrobacillus sp. NPDC096389	species	0	1	2	1	0	0	3	2	1	0
442	Gluconobacter oxydans	species	0	1	0	4	1	0	0	2	2	3
200476	Methylorubrum podarium	species	0	1	5	2	2	2	1	6	0	0
2086579	Bacteroides sp. Marseille-P3684	species	0	2	2	58	4	15	11	28	5	2
3015154	Streptomyces sp. WMMC500	species	0	1	1	0	0	0	1	0	0	0
2767464	Stenotrophomonas sp. S41	species	0	1	0	2	1	0	1	7	0	3
2894156	Leptogranulimonas caecicola	species	0	1	5	2	1	1	12	6	0	0
1138587	Paraoerskovia sediminicola	species	0	1	3	5	8	0	15	8	4	1
3364923	Streptomyces sp. NPDC014861	species	0	1	0	0	1	0	0	0	0	0
1495200	Fulvimonas yonginensis	species	0	1	6	3	2	1	0	3	2	2
3075590	Tropicimonas omnivorans	species	0	2	3	1	3	0	1	4	2	2
2742203	Staphylococcus borealis	species	0	1	3	0	3	1	3	4	0	0
2681308	Leclercia sp. 119287	species	0	1	2	0	1	0	0	0	12	0
58049	Colwellia sp. MT41	species	0	2	1	2	1	0	0	0	0	0
1736247	Methylobacterium sp. Leaf91	species	0	1	0	1	0	0	0	0	1	0
2668065	Lacticaseibacillus zhaodongensis	species	0	1	2	2	2	0	89	1	0	3
2735435	Sulfitobacter sp. HGT1	species	0	2	4	1	13	1	11	5	4	1
2797258	Lactobacillus nasalidis	species	0	3	4	1	2	0	12	23	10	0
3243029	Pseudomonas sp. Pseusp3	species	0	1	0	2	3	1	0	3	348	111
1268068	Pseudomonas sp. G5(2012)	species	0	1	0	1	4	1	0	2	92	117
3416179	Winslowiella sp. 2C04	species	0	1	0	0	2	0	1	0	2	0
2589930	Mesorhizobium sp. B2-4-19	species	0	1	1	2	0	0	0	5	0	0
2778550	Pectobacterium parvum	species	0	1	0	0	1	0	1	1	0	2
2985016	Citrobacter sp. Cb018	species	0	1	0	0	0	0	0	1	0	0
1772285	Mycobacterium sp. IS-1742	species	0	1	7	0	1	0	1	2	3	0
1923	Streptomyces phaeochromogenes	species	0	1	1	6	1	2	3	6	3	2
2306299	Brachybacterium sp. EE-P12	species	0	1	2	3	10	0	14	2	4	0
3058601	Ralstonia flatus	species	0	1	9	3	4	2	2	6	0	3
1544867	Paraburkholderia ultramafica	species	0	1	11	3	1	101	11	24	12	5
2045441	Bifidobacterium simiarum	species	0	1	5	2	1	3	5	9	3	0
2448455	Ochrobactrum soli	species	0	1	7	5	7	1	14	9	5	2
2649579	unclassified Kocuria	no rank	0	1	21	3	51	0	77	45	34	0
2637283	unclassified Telluribacter	no rank	0	1	0	0	0	3	0	0	0	0
1755816	Thermosipho sp. 1244	species	0	1	0	0	0	0	0	0	0	0
3112478	Phaeobacter sp. JH20_21	species	0	1	0	1	5	0	0	1	0	0
2878098	Pectobacterium colocasium	species	0	2	2	0	1	0	0	0	0	4
516698	Alteromonas halophila	species	0	1	1	0	0	0	0	1	0	1
3425947	Erythrobacter sp. W53	species	0	2	1	1	0	1	1	4	1	0
336831	Arsukibacterium ikkense	species	0	1	1	2	16	1	1	5	2	1
2136176	Deinococcus arcticus	species	0	1	0	5	0	1	2	4	3	3
2665466	Pseudomonas sp. PA-1-5A	species	0	1	0	3	1	2	5	1	110	113
2587162	Paraburkholderia sp. WP4_3_2	species	0	1	0	0	0	0	0	0	0	0
2601053	Acinetobacter sp. YH12047	species	0	1	3	0	1	0	0	2	9	1
2138	Spiroplasma poulsonii	species	0	1	0	0	0	0	0	1	0	0
349314	Luedemannella	genus	0	1	4	2	0	1	2	0	4	3
1945936	Acinetobacter sp. UBA3106	species	0	1	0	0	0	10	0	1	47	50
1570360	Roseovarius sp. A-2	species	0	1	1	1	0	1	2	0	0	0
2703818	Pallidibacillus pasinlerensis	species	0	1	3	6	3	1	11	13	9	0
487184	Halopseudomonas xinjiangensis	species	0	1	5	1	3	0	11	1	6	2
3396165	Sphingomonas sp. DT-51	species	0	1	4	0	0	1	0	0	0	0
657015	Pollutimonas harenae	species	0	1	1	0	8	1	9	3	2	2
322535	Pseudomonas sp. S19	species	0	1	1	0	0	2	0	0	0	212
178339	Pauljensenia hongkongensis	species	0	1	5	0	8	0	14	11	4	1
2774143	Photobacterium arenosum	species	0	1	0	0	0	0	0	1	0	0
630514	Paramicrobacterium agarici	species	0	1	3	3	2	0	13	9	2	1
2866593	Pseudomonas sp. Marseille-Q5115	species	0	3	1	3	2	0	4	4	1	3
1946617	Hyphomonas sp. UBA1923	species	0	1	0	0	0	0	0	0	0	0
1259258	Cryobacterium breve	species	0	1	0	0	0	1	0	0	0	1
1329812	Enterobacter sp. MGH 3	species	0	1	0	1	0	0	0	0	15	0
2917691	Deinococcus sp. KNUC1210	species	0	1	5	9	3	6	2	4	2	0
3048609	Undibacterium sp. CCC3.4	species	0	1	0	4	1	1	0	0	0	1
340058	Sphingopyxis sp. Geo24	species	0	1	2	0	0	7	0	1	0	0
2654188	Pantoea sp. BAV 3049	species	0	1	0	1	4	0	5	3	2	0
1736457	Mycobacterium sp. Root135	species	0	1	1	0	1	1	3	0	5	7
1699067	unclassified Rickettsiales	no rank	0	1	1	0	0	0	0	0	0	0
745408	Rhodococcus sp. JVH1	species	0	1	0	2	0	0	1	0	0	0
3038549	Mesorhizobium sp. WSM4976	species	0	1	1	1	0	0	1	0	0	0
2936988	Aliiroseovarius sp. S2029	species	0	1	0	1	0	1	2	0	0	0
3067904	Pararhizobium sp. IMCC3301	species	0	1	3	4	1	7	1	6	0	2
2619695	unclassified Microlunatus	no rank	0	2	0	0	0	0	5	1	2	0
2890406	Burkholderia sp. B21-005	species	0	1	0	0	1	0	0	0	0	0
3155628	Streptomyces sp. NPDC048057	species	0	1	0	0	0	0	1	0	0	0
2135655	Sphingomonas sp. PP-CC-3A-396	species	0	1	0	2	1	3	2	0	1	0
1898042	Pseudovibrio brasiliensis	species	0	1	0	1	3	0	2	0	0	0
3364291	Micromonospora sp. NPDC093277	species	0	1	1	1	1	0	3	1	1	0
2605432	Marinomonas sp. IMCC 4694	species	0	1	1	1	3	1	0	2	1	3
2795726	Sphingomonas mollis	species	0	1	0	2	0	1	1	2	0	2
649167	Pseudomonas sp. Ld6	species	0	1	0	0	0	0	2	0	1	9
2631116	unclassified Methanothermobacter	no rank	0	1	7	3	2	0	4	9	2	0
3079163	Klebsiella sp. 98334	species	0	1	1	0	0	0	0	0	0	0
3133431	Pseudonocardia spirodelae	species	0	1	0	0	0	1	1	1	0	0
3153683	Coprococcus sp. RTP31081st1_C9_RTP31081_211007	species	0	1	0	0	0	0	0	2	4	0
1945855	Rhodanobacter sp. C05	species	0	1	4	3	1	8	6	6	0	3
2562590	Pseudomonas sp. BMW13	species	0	1	0	2	4	6	0	0	1	4
2867246	Qipengyuania mesophila	species	0	2	2	5	4	2	1	9	5	1
2663237	Nocardia sp. SYP-A9097	species	0	1	0	1	0	0	0	3	0	1
2916755	Emticicia sp. 21SJ11W-3	species	0	1	1	2	1	21	4	12	0	3
162169	Oerskovia jenensis	species	0	1	2	1	4	0	23	9	3	1
1535636	Pseudomonas sp. ENNP23	species	0	1	0	0	0	0	0	0	0	0
2897828	Kocuria sp. LUK	species	0	1	2	0	0	0	0	1	1	0
1973006	Thioclava sp. F1Mire-8	species	0	1	0	0	0	0	0	1	1	0
2023146	Rhodococcus sp. 14-2496-1d	species	0	1	2	0	1	0	4	4	0	0
2338552	Parashewanella curva	species	0	1	4	0	2	1	0	10	0	0
2763013	Agathobaculum faecis	species	0	1	0	1	0	0	4	4	1	0
453838	Marinobacter goseongensis	species	0	4	1	0	0	1	2	4	0	2
3088698	Pseudomonas sp. EL_65y_Pfl2_R95	species	0	1	2	1	0	1	0	0	1	5
2976125	Mumia quercus	species	0	1	7	1	1	0	5	4	2	0
3438752	Collinsella sp. LCP19S3_A6	species	0	2	2	0	3	1	12	7	5	1
712624	Streptococcus sp. oral taxon 064	species	0	1	0	1	0	2	1	0	0	0
1224513	Teichococcus aerophilus	species	0	2	5	6	4	4	4	12	4	9
1841	Nocardioides albus	species	0	1	4	1	0	0	2	2	3	0
1161417	Streptococcus sp. SR4	species	0	1	3	0	3	0	9	0	0	0
3043858	Bacillus sp. OTU2372	species	0	1	0	1	0	0	6	4	0	0
2862675	Chryseobacterium sp. GVT01B	species	0	1	0	0	7	2	0	1	0	1
2940615	Sphingobacterium sp. BIGb0165	species	0	1	2	3	0	7	0	15	0	0
3031131	Streptomyces sp. VNUA24	species	0	1	0	0	0	0	0	0	0	0
2490951	Veillonella sp. 3891	species	0	1	0	0	1	0	1	2	0	0
702115	Pseudomonas arsenicoxydans	species	0	1	1	3	2	1	3	6	33	89
2093896	Escherichia sp. MOD1-EC6163	species	0	1	2	0	0	0	0	5	3	0
237581	unclassified Dehalococcoides	no rank	0	1	2	0	0	3	29	14	1	3
1736374	Devosia sp. Leaf420	species	0	1	0	3	0	2	1	1	0	0
3378073	Sphingobium sp. DN12	species	0	2	0	0	4	1	1	1	0	1
2949765	Providencia sp. PROV033	species	0	2	2	1	2	1	1	7	0	1
457944	Nostoc sp. KVJ20	species	0	1	2	0	1	2	0	2	0	0
2493676	Mesorhizobium sp. M3A.F.Ca.ET.080.04.2.1	species	0	1	0	1	0	0	0	0	0	0
3073926	Frankia sp. Cas3	species	0	1	1	2	0	1	3	0	0	0
2678504	Granulicatella sp. zg-ZJ	species	0	1	1	20	4	0	8	9	5	0
3157217	Dactylosporangium sp. NPDC050688	species	0	1	5	9	2	4	5	7	1	1
1183412	Agrobacterium deltaense	species	0	3	2	3	3	0	7	1	1	0
3364868	Streptomyces sp. NPDC013953	species	0	1	0	0	0	0	0	0	0	0
81447	Photobacterium indicum	species	0	2	2	2	4	1	13	6	9	0
2810349	Bacillus suaedaesalsae	species	0	1	5	2	3	0	7	5	9	1
2107581	Kiloniella sp. EL199	species	0	1	1	1	0	0	0	3	2	0
2976809	Aerococcus loyolae	species	0	1	5	2	4	5	2	7	3	5
218066	uncultured Propionibacterium sp.	species	0	1	9	2	14	2	25	16	2	1
119000	Modicisalibacter muralis	species	0	1	5	0	8	0	1	4	0	1
2746722	Pseudomonas sp. 165	species	0	1	0	0	1	0	1	2	2	0
2483813	Arthrobacter ulcerisalmonis	species	0	1	5	1	0	0	3	4	2	35
2941495	Otoolea	genus	0	1	0	2	0	0	7	1	1	3
3438755	Collinsella sp. LCP19S3_B6	species	0	2	6	0	5	1	27	2	4	1
1654360	Photobacterium galatheae	species	0	1	3	3	0	2	2	2	2	0
1523430	Rhodopseudomonas sp. AAP120	species	0	1	5	0	0	1	5	5	3	0
2692137	Acinetobacter sp. 18QD2AZ41W	species	0	1	1	16	20	38	7	14	140	84
649158	Paracoccus sp. Ld10	species	0	1	0	2	15	0	22	2	1	3
328009	uncultured Finegoldia sp.	species	0	1	1	4	3	0	18	11	2	1
984195	Pseudomonas sp. SHC52	species	0	1	0	0	0	0	0	0	0	2
1637102	Kineococcus gypseus	species	0	1	3	4	1	2	2	1	1	0
1855317	Variovorax sp. OK605	species	0	1	1	1	5	24	0	5	1	2
647907	uncultured Castellaniella sp.	species	0	1	16	4	53	6	9	19	11	9
3115616	Anaerococcus groningensis	species	0	1	0	2	4	0	5	4	6	0
2628876	unclassified Cloacibacillus	no rank	0	1	1	1	2	0	0	9	4	0
2921371	Paenibacillus sp. FSL F4-0122	species	0	1	0	0	0	0	0	0	0	0
2880263	Halobacillus sp. A5	species	0	1	1	4	5	2	9	2	4	1
1236968	Iodidimonas nitroreducens	species	0	1	1	2	1	0	0	7	1	0
1460649	Geomicrobium sp. JCM 19055	species	0	1	1	1	0	0	2	0	0	0
3416181	Glutamicibacter sp. 2E12	species	0	2	5	1	2	1	11	5	0	0
1033740	Kurthia senegalensis	species	0	1	1	5	8	2	50	24	1	0
210993	Fischerella major	species	0	1	0	2	0	0	1	2	0	0
3163481	Methylobacterium sp. EM32	species	0	1	2	0	1	0	1	2	1	3
1933776	Leifsonia sp. ALI-44-B	species	0	1	0	3	0	0	3	1	1	4
3413431	Primorskyibacter sp. 2E233	species	0	1	0	0	2	4	1	3	2	0
3079303	Intestinibacillus sp. NTUH-41-i26	species	0	1	8	1	7	1	43	7	6	0
212423	Streptomyces kaniharaensis	species	0	1	0	0	0	0	1	2	0	0
3035316	Xanthomonas sp. 3307	species	0	1	0	0	0	1	2	1	0	0
2320271	Aureimonas flava	species	0	2	4	2	2	3	3	10	4	0
429728	Devosia crocina	species	0	1	7	4	6	3	12	7	3	0
2883231	Mediterraneibacter sp. 210702-DFI.3.120	species	0	1	1	0	8	2	14	4	1	0
2903821	Streptomyces sp. NBC_01314	species	0	1	0	0	0	0	0	0	0	1
1750561	Legionella saoudiensis	species	0	2	12	3	0	1	0	10	4	0
2056175	Neisseria sp. N177_16	species	0	2	1	0	40	0	0	2	1	0
2587128	Pseudomonas sp. AS2.8	species	0	3	0	0	0	0	0	0	0	0
2761496	Occultella aeris	species	0	1	1	7	1	2	7	0	1	2
1977277	Anaerococcus sp. Marseille-P3625	species	0	1	0	6	2	0	9	4	2	0
1609095	Streptomyces sp. NRRL F-4489	species	0	1	0	0	0	1	4	3	0	0
3138181	Curtobacterium sp. L1-20	species	0	1	2	0	0	0	1	1	2	0
3035158	Vibrio sp. Hal054	species	0	1	0	0	1	0	0	1	0	0
1266912	Thioalkalivibrio sp. ALMg9	species	0	1	0	0	2	0	0	1	1	0
1622075	Olsenella massiliensis	species	0	1	2	5	3	0	4	4	5	0
370526	Mycolicibacterium rutilum	species	0	1	5	0	4	0	5	2	2	1
2832362	Pseudomonas sp. BF-R-16	species	0	1	0	0	0	0	0	0	30	36
2871174	Stenotrophomonas sp. DR822	species	0	1	0	0	1	2	0	2	0	0
216142	Pseudomonas rhizosphaerae	species	0	1	2	3	2	5	38	0	14	78
2054608	Klebsiella sp. A-Nf5	species	0	1	0	0	0	0	0	0	0	0
42443	Roseobacter litoralis	species	0	1	1	2	0	8	2	3	3	0
2053013	Actinacidiphila epipremni	species	0	1	1	1	0	0	0	0	1	0
2559704	Clostridium sp. BSD2780061688st1 E8	species	0	1	0	0	0	0	0	0	0	0
2038139	Glycomyces xiaoerkulensis	species	0	1	0	0	0	0	2	1	0	1
2760979	Pseudoalteromonas sp. SG41-1	species	0	1	3	0	5	2	0	2	0	0
298654	Pseudofrankia inefficax	species	0	1	1	1	1	0	3	1	1	1
2831955	Pikeienuella	genus	0	1	0	0	0	0	0	2	0	0
1876769	Acinetobacter sp. FDAARGOS_131	species	0	1	0	10	0	0	0	2	21	4
1701758	Aureimonas populi	species	0	1	4	3	0	0	7	7	8	1
3101710	Bosea sp. R86505	species	0	1	5	0	7	3	36	5	6	2
2797505	Enterobacter vonholyi	species	0	1	8	4	14	1	43	24	20	0
2576418	Citrobacter sp. wls718	species	0	1	0	0	0	0	0	0	3	1
2058315	Shewanella sp. GutCb	species	0	1	0	0	0	0	2	3	0	0
2726743	Crystallibacter degradans	species	0	1	1	4	0	0	13	2	0	1
1776957	Aureimonas glaciei	species	0	2	2	2	3	4	14	3	5	4
1561004	Candidatus Ichthyocystis sparus	species	0	1	0	0	5	0	1	1	5	1
3035208	Winogradskyella bathintestinalis	species	0	1	0	5	1	4	2	4	2	17
2954653	Paenibacillus sp. FSL W8-1287	species	0	1	0	0	1	0	1	0	0	0
